"","X","SNP","Gene","ID","Chromosome","Position","Trait.name","PS","Ind.SNP","SUPER","FarmCPU","mrMLM","rrBLUP","GLM","MAF.1.x","PVE.1.y","Gene.num","chr","start","end","width","strand","dis_start.positon","dis_positon.end","X.pacId","locusName","transcriptName","peptideName","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"222",804,"PstI.TP26215","Sobic.009G006600","CmN.145",9,583262,"CmN","CmN(PS_Y(1))","CmN(C116+3293(1))","CmN(CMLM+SUPER(1))","","","","",0.05172,10.06,1,"Chr09",582214,584551,2338,"-",-1048,-1289,37920935,"Sobic.009G006600","Sobic.009G006600.1","Sobic.009G006600.1.p","PF00892","PTHR31218,PTHR31218:SF15","","","","GO:0016021,GO:0016020,GO:0022857","AT5G64700.1","","nodulin MtN21 /EamA-like transporter family protein","LOC_Os05g01570.1",NA,"auxin-induced protein 5NG4, putative, expressed"
"223",806,"PstI.TP262331","Sobic.002G049600","CmD_LI_mm.34",2,4692065,"CmD_LI_mm","CmD_LI_mm(PS_N(1))","CmD_LI_mm(124+36088im(1))","","CmD_LI_mm(FarmCPU(1))","","","",0.08847,4.23,1,"Chr02",4689667,4692813,3147,"-",-2398,-748,37951994,"Sobic.002G049600","Sobic.002G049600.1","Sobic.002G049600.1.p","","PTHR33059,PTHR33059:SF26","","","","","AT3G22550.1","","Protein of unknown function (DUF581)","LOC_Os07g07900.1",NA,"expressed protein"
"224",807,"PstI.TP285646","Sobic.007G164400","CmN.146",7,59945480,"CmN","CmN(PS_Y(5))","CmN(C116+3293(2);C124+2560(3))","CmN(CMLM+SUPER(2)MLM+SUPER(1))","","","","CmN(GLM(2))",0.06897,8.393,2,"Chr07",59944610,59946235,1626,"-",-870,-755,37935453,"Sobic.007G164400","Sobic.007G164400.2","Sobic.007G164400.2.p","PF07690","PTHR24064,PTHR24064:SF261","","3.6.3.27","K08176","GO:0055085,GO:0016021","AT3G54700.1","PHT1;7","phosphate transporter 1;7","LOC_Os08g45000.1",NA,"inorganic phosphate transporter, putative, expressed"
"225",809,"PstI.TP290055","Sobic.008G084200","CmD_LI_mm.35",8,16103749,"CmD_LI_mm","CmD_LI_mm(PS_N(1))","CmD_LI_mm(C106+4202(1))","","","CmD_LI_mm(FASTmrEMMA(1))","","",0.0189,8.06,1,"Chr08",16103148,16104134,987,"+",-601,-385,37928198,"Sobic.008G084200","Sobic.008G084200.1","Sobic.008G084200.1.p","PF02469","PTHR32077,PTHR32077:SF13","","","","","AT2G20520.1","FLA6","FASCICLIN-like arabinogalactan 6","LOC_Os02g20540.1",NA,"fasciclin domain containing protein, expressed"
"226",810,"PstI.TP290738","Sobic.007G163800","Cml_cm.44",7,59825579,"Cml_cm","Cml_cm(PS_N(3))","Cml_cm(C106+4202(1);C116+3293(1);C124+2560(1))","","","Cml_cm(ISIS EM-BLASSO(3))","","",0.25,0,1,"Chr07",59821905,59829910,8006,"-",-3674,-4331,37935671,"Sobic.007G163800","Sobic.007G163800.1","Sobic.007G163800.1.p","PF00005,PF00664","PTHR24221,PTHR24221:SF119","","3.6.3.44","K05658","GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810","AT2G36910.1","ABCB1,ATPGP1,PGP1","ATP binding cassette subfamily B1","LOC_Os08g45030.1",NA,"multidrug resistance protein, putative, expressed"
"227",812,"PstI.TP292268","Sobic.005G037700","CmN.147",5,3450082,"CmN","CmN(PS_N(2);PS_Y(9))","CmN(C106+4202(3);C116+3293(4);C124+2560(4))","CmN(CMLM+SUPER(3)MLM+SUPER(3))","CmN(FarmCPU(2))","CmN(FASTmrMLM(1)mrMLM(1))","","CmN(GLM(1))",0.08871,65.99,1,"Chr05",3448722,3450155,1434,"+",-1360,-73,37925229,"Sobic.005G037700","Sobic.005G037700.1","Sobic.005G037700.1.p","PF12937","PTHR20995,PTHR20995:SF26","","","","GO:0005515","","","","LOC_Os10g10420.1",NA,"OsFBX378 - F-box domain containing protein, expressed"
"228",816,"PstI.TP292777","Sobic.007G213500","CmN.148",7,64227793,"CmN","CmN(PS_N(1);PS_Y(5))","CmN(C106+4202(1);C116+3293(2);C124+2560(3))","CmN(CMLM+SUPER(2)MLM+SUPER(3))","CmN(FarmCPU(1))","","","",0.05242,8.07,1,"Chr07",64227573,64229696,2124,"+",-220,-1903,37937245,"Sobic.007G213500","Sobic.007G213500.1","Sobic.007G213500.1.p","","PTHR33698,PTHR33698:SF2","","","","","","","","LOC_Os08g39320.1",NA,"expressed protein"
"229",817,"PstI.TP298201","Sobic.006G009200","Bcirc_cm.44",6,1375822,"Bcirc_cm","Bcirc_cm(PS_N(3))","Bcirc_cm(C106+4202(3))","","","Bcirc_cm(FASTmrMLM(1)ISIS EM-BLASSO(1)mrMLM(1))","","",0.0962,26.14,1,"Chr06",1374025,1379411,5387,"-",-1797,-3589,37948781,"Sobic.006G009200","Sobic.006G009200.1","Sobic.006G009200.1.p","","PTHR33115,PTHR33115:SF2","","","","","AT5G18980.1","","ARM repeat superfamily protein","LOC_Os01g34010.1",NA,"expressed protein"
"230",818,"PstI.TP299726","Sobic.009G032800","CmDW_g.35",9,2970040,"CmDW_g","CmDW_g(PS_Y(5))","CmDW_g(C106+4202(5))","","","CmDW_g(FASTmrMLM(1)ISIS EM-BLASSO(1)mrMLM(1)pKWmEB(1)pLARmEB(1))","","",0.066,31.22,1,"Chr09",2969346,2970974,1629,"-",-694,-934,37919783,"Sobic.009G032800","Sobic.009G032800.1","Sobic.009G032800.1.p","PF00141","PTHR31235,PTHR31235:SF36","","1.11.1.7","K00430","GO:0055114,GO:0020037,GO:0006979,GO:0004601","AT1G05260.1","RCI3,RCI3A","Peroxidase superfamily protein","LOC_Os05g04450.1",NA,"peroxidase precursor, putative, expressed"
"231",822,"PstI.TP300328","Sobic.003G115400","CmN.149",3,10399618,"CmN","CmN(PS_Y(1))","CmN(124+36088im(1))","CmN(CMLM+SUPER(1))","","","","",0.1543,0.7228,1,"Chr03",10398208,10400656,2449,"-",-1410,-1038,37914237,"Sobic.003G115400","Sobic.003G115400.1","Sobic.003G115400.1.p","PF08661","PTHR31614,PTHR31614:SF8","","","K10740","GO:0006310,GO:0006281,GO:0006260,GO:0005634,GO:0003677","AT4G18590.1","","Nucleic acid-binding, OB-fold-like protein","LOC_Os01g14980.1",NA,"RPA3 - Putative single-stranded DNA binding complex subunit 3, expressed"
"232",824,"PstI.TP308053","Sobic.001G107500","CCirc_cm.27",1,8330660,"CCirc_cm","CCirc_cm(PS_N(7))","CCirc_cm(C116+3293(2);C124+2560(5))","","CCirc_cm(FarmCPU(1))","CCirc_cm(FASTmrMLM(1)ISIS EM-BLASSO(1)mrMLM(2)pKWmEB(1)pLARmEB(1))","","",0.1136,15.72,1,"Chr01",8331250,8334555,3306,"-",590,-3895,37939641,"Sobic.001G107500","Sobic.001G107500.1","Sobic.001G107500.1.p","PF00069","PTHR24056,PTHR24056:SF187","","2.7.11.22,2.7.11.23","K08819","GO:0006468,GO:0005524,GO:0004672","AT5G10270.1","CDKC;1","cyclin-dependent kinase C;1","LOC_Os01g72790.1",NA,"cyclin-dependent kinase, putative, expressed"
"233",826,"PstI.TP315072","Sobic.008G034000","CmD_LI_mm.37",8,3139123,"CmD_LI_mm","CmD_LI_mm(PS_N(1))","CmD_LI_mm(C106+4202(1))","","CmD_LI_mm(FarmCPU(1))","","","",0.3774,5.592,2,"Chr08",3138888,3140962,2075,"-",-235,-1839,37928222,"Sobic.008G034000","Sobic.008G034000.2","Sobic.008G034000.2.p","PF05003","PTHR31371,PTHR31371:SF7","","","","","AT5G51670.1","","Protein of unknown function (DUF668)","LOC_Os12g05180.1",NA,"avr9/Cf-9 rapidly elicited protein, putative, expressed"
"234",843,"PstI.TP317521","Sobic.004G325000","CmN.151",4,66042591,"CmN","CmN(PS_Y(2))","CmN(124+36088im(2))","CmN(CMLM+SUPER(1)MLM+SUPER(1))","","","","",0.1006,0.1183,1,"Chr04",66040983,66044797,3815,"-",-1608,-2206,37930031,"Sobic.004G325000","Sobic.004G325000.1","Sobic.004G325000.1.p","","PTHR11638,PTHR11638:SF95","KOG1051","","","","AT5G57710.1","","Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein","LOC_Os02g54720.1",NA,"expressed protein"
"235",849,"PstI.TP326891","Sobic.001G467200","Bcirc_cm.46",1,74036176,"Bcirc_cm","Bcirc_cm(PS_Y(1))","Bcirc_cm(124+36088im(1))","","","Bcirc_cm(pKWmEB(1))","","",0.2298,2.835,1,"Chr01",74033170,74037753,4584,"+",-3006,-1577,37942315,"Sobic.001G467200","Sobic.001G467200.1","Sobic.001G467200.1.p","PF00515","PTHR23083,PTHR23083:SF195","KOG4162","","","GO:0005515","AT1G27460.1","NPGR1","no pollen germination related 1","LOC_Os03g10350.2",NA,"NPGR1, putative, expressed"
"236",853,"PstI.TP344899","Sobic.007G181600","CmN.156",7,61484903,"CmN","CmN(PS_Y(3))","CmN(124+36088im(3))","CmN(CMLM+SUPER(1)MLM+SUPER(1))","","","","CmN(GLM(1))",0.05641,7.428,2,"Chr07",61481623,61484493,2871,"-",-3280,410,37936328,"Sobic.007G181600","Sobic.007G181600.2","Sobic.007G181600.2.p","PF00107,PF08240","PTHR11695,PTHR11695:SF485","KOG0024","1.1.1.14","","GO:0055114,GO:0016491,GO:0008270","AT5G51970.2","","GroES-like zinc-binding alcohol dehydrogenase family protein","LOC_Os08g43190.2",NA,"dehydrogenase, putative, expressed"
"237",855,"PstI.TP346744","Sobic.003G195900","CmD_BI_mm.36",3,52014149,"CmD_BI_mm","CmD_BI_mm(PS_Y(1))","CmD_BI_mm(C116+3293(1))","","","CmD_BI_mm(ISIS EM-BLASSO(1))","","",0.2629,8.987,1,"Chr03",51991307,52014851,23545,"-",-22842,-702,37917855,"Sobic.003G195900","Sobic.003G195900.1","Sobic.003G195900.1.p","PF03455,PF03456,PF00400,PF02141","PTHR22844,PTHR22844:SF202","KOG0266","","","GO:0005515","AT1G49040.1","SCD1","stomatal cytokinesis defective / SCD1 protein (SCD1)","LOC_Os01g39380.1",NA,"SCD1, putative, expressed"
"238",856,"PstI.TP350262","Sobic.008G032600","CmDW_g.37",8,2905616,"CmDW_g","CmDW_g(PS_N(1))","CmDW_g(C124+2560(1))","","CmDW_g(FarmCPU(1))","","","",0.4839,1.015,1,"Chr08",2903619,2906189,2571,"-",-1997,-573,37927915,"Sobic.008G032600","Sobic.008G032600.1","Sobic.008G032600.1.p","PF03489,PF05184","PTHR11480,PTHR11480:SF45","KOG1340","","K12382","GO:0006629","AT3G51730.1","","saposin B domain-containing protein","LOC_Os12g02094.1",NA,"saposin-like type B, region 1 family protein, putative, expressed"
"241",864,"PstI.TP374511","Sobic.001G048900","CmDW_g.38",1,3576636,"CmDW_g","CmDW_g(PS_Y(1))","CmDW_g(C106+4202(1))","CmDW_g(CMLM+SUPER(1))","","","","",0.1368,1.076,4,"Chr01",3574708,3578692,3985,"+",-1928,-2056,37942574,"Sobic.001G048900","Sobic.001G048900.4","Sobic.001G048900.4.p","","PTHR34574,PTHR34574:SF2","","","","","AT4G38810.1","","Calcium-binding EF-hand family protein","LOC_Os10g09850.1",NA,"EF hand family protein, putative, expressed"
"242",868,"PstI.TP376790","Sobic.001G254700","CmD_BI_mm.38",1,28681754,"CmD_BI_mm","CmD_BI_mm(PS_N(1))","CmD_BI_mm(124+36088im(1))","","CmD_BI_mm(FarmCPU(1))","","","",0.2636,6.383,1,"Chr01",28682631,28683824,1194,"+",877,-2070,37938816,"Sobic.001G254700","Sobic.001G254700.1","Sobic.001G254700.1.p","","PTHR33184,PTHR33184:SF7","","","","","AT1G32583.1","","","LOC_Os10g14020.1",NA,"TPD1, putative, expressed"
"243",876,"PstI.TP384804","Sobic.002G265166","CmD_BI_mm.39",2,65029446,"CmD_BI_mm","CmD_BI_mm(PS_N(2);PS_Y(1))","CmD_BI_mm(C116+3293(1);C124+2560(2))","","CmD_BI_mm(FarmCPU(1))","CmD_BI_mm(pKWmEB(2))","","",0.4267,6.257,1,"Chr02",65028763,65029198,436,"-",-683,248,37952861,"Sobic.002G265166","Sobic.002G265166.1","Sobic.002G265166.1.p","PF00445","","","3.1.27.1","","GO:0033897,GO:0003723","AT2G39780.1","RNS2","ribonuclease 2","LOC_Os01g67180.1",NA,"ribonuclease T2 family domain containing protein, expressed"
"244",880,"PstI.TP385678","Sobic.002G153200","CmN.159",2,45782629,"CmN","CmN(PS_Y(1))","CmN(124+36088im(1))","","","","","CmN(GLM(1))",0.3324,7.058,2,"Chr02",45781720,45783353,1634,"+",-909,-724,37952888,"Sobic.002G153200","Sobic.002G153200.2","Sobic.002G153200.2.p","","","","","","","","","","",NA,""
"246",882,"PstI.TP392482","Sobic.001G196000","CCirc_cm.30",1,17611146,"CCirc_cm","CCirc_cm(PS_N(3);PS_Y(1))","CCirc_cm(C106+4202(3);C116+3293(1))","","","CCirc_cm(FASTmrEMMA(2)mrMLM(2))","","",0.015,8.831,1,"Chr01",17610486,17622072,11587,"+",-660,-10926,37940312,"Sobic.001G196000","Sobic.001G196000.1","Sobic.001G196000.1.p","PF13920,PF00225","PTHR24115,PTHR24115:SF386","KOG0242","3.6.4.4","K11498","GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871","AT4G39050.1","","Kinesin motor family protein","LOC_Os10g36880.1",NA,"kinesin motor domain containing protein, putative, expressed"
"247",884,"PstI.TP393536","Sobic.001G378200","CmN.160",1,66632271,"CmN","CmN(PS_N(2))","CmN(C124+2560(2))","","","CmN(ISIS EM-BLASSO(1)pLARmEB(1))","","",0.1967,4.489,1,"Chr01",66631252,66633147,1896,"-",-1019,-876,37939979,"Sobic.001G378200","Sobic.001G378200.1","Sobic.001G378200.1.p","PF13414","PTHR22904,PTHR22904:SF169","","","","","AT3G16760.1","","Tetratricopeptide repeat (TPR)-like superfamily protein","LOC_Os03g22140.1",NA,"tetratricopeptide repeat domain containing protein, expressed"
"248",888,"PstI.TP39944","Sobic.004G041100","CmD_BI_mm.40",4,3373898,"CmD_BI_mm","CmD_BI_mm(PS_Y(1))","CmD_BI_mm(124+36088im(1))","","","CmD_BI_mm(ISIS EM-BLASSO(1))","","",0.2419,5.767,1,"Chr04",3371442,3376139,4698,"-",-2456,-2241,37928971,"Sobic.004G041100","Sobic.004G041100.1","Sobic.004G041100.1.p","PF03081","PTHR12542,PTHR12542:SF23","KOG2344","","K07195","GO:0006887,GO:0000145","AT4G31540.1","ATEXO70G1,EXO70G1","exocyst subunit exo70 family protein G1","LOC_Os02g05620.1",NA,"ATEXO70G1, putative, expressed"
"249",892,"PstI.TP402429","Sobic.001G065600","CmDW_g.40",1,4990016,"CmDW_g","CmDW_g(PS_N(1))","CmDW_g(C106+4202(1))","","CmDW_g(FarmCPU(1))","","","",0.07075,1.699,1,"Chr01",4988890,4994406,5517,"-",-1126,-4390,37940448,"Sobic.001G065600","Sobic.001G065600.1","Sobic.001G065600.1.p","PF01070","PTHR10578,PTHR10578:SF80","","1.1.3.15","K11517","GO:0016491","AT3G14420.1","","Aldolase-type TIM barrel family protein","LOC_Os03g57220.1",NA,"hydroxyacid oxidase 1, putative, expressed"
"250",894,"PstI.TP410209","Sobic.003G382500","CmN.162",3,69602329,"CmN","CmN(PS_Y(1))","CmN(124+36088im(1))","CmN(CMLM+SUPER(1))","","","","",0.3825,1.454,2,"Chr03",69598917,69603224,4308,"-",-3412,-895,37918635,"Sobic.003G382500","Sobic.003G382500.2","Sobic.003G382500.2.p","PF01636,PF09202","PTHR10593,PTHR10593:SF36","","2.7.11.1","K07179","GO:0006468,GO:0005524,GO:0004674","AT3G51270.1","","protein serine/threonine kinases;ATP binding;catalytics","LOC_Os01g66520.1",NA,"serine/threonine-protein kinase RIO-like, putative, expressed"
"251",902,"PstI.TP418863","Sobic.006G265900","CmN.164",6,59970341,"CmN","CmN(PS_N(1))","CmN(C124+2560(1))","","CmN(FarmCPU(1))","","","",0.1008,0.1529,1,"Chr06",59968764,59971233,2470,"+",-1577,-892,37945902,"Sobic.006G265900","Sobic.006G265900.1","Sobic.006G265900.1.p","PF00085","PTHR10438,PTHR10438:SF270","KOG0910","1.8.1.8","K03671","GO:0045454,GO:0015035,GO:0006662","AT1G50320.1","ATHX,ATX,THX","thioredoxin X","LOC_Os04g57930.1",NA,"thioredoxin, putative, expressed"
"252",903,"PstI.TP420365","Sobic.001G235266","Yld_kg.34",1,23556111,"Yld_kg","Yld_kg(PS_Y(1))","Yld_kg(124+36088im(1))","","","Yld_kg(mrMLM(1))","","",0.1639,18.02,1,"Chr01",23556236,23558528,2293,"-",125,-2417,37941745,"Sobic.001G235266","Sobic.001G235266.1","Sobic.001G235266.1.p","","PTHR21717,PTHR21717:SF29","","","","","AT1G17460.2","TRFL3","TRF-like 3","LOC_Os10g30719.1",NA,"MYB family transcription factor, putative, expressed"
"253",904,"PstI.TP424396","Sobic.003G161500","SDW_kg.31",3,19276647,"SDW_kg","SDW_kg(PS_N(1))","SDW_kg(124+36088im(1))","","","SDW_kg(mrMLM(1))","","",0.4713,5.508,3,"Chr03",19272846,19277057,4212,"-",-3801,-410,37914646,"Sobic.003G161500","Sobic.003G161500.3","Sobic.003G161500.3.p","PF01794,PF08022,PF08414,PF08030","PTHR11972,PTHR11972:SF57","","1.6.3.1","K13447","GO:0055114,GO:0016491,GO:0050664,GO:0004601,GO:0016174","AT5G47910.1","ATRBOHD,RBOHD","respiratory burst oxidase homologue D","LOC_Os01g25820.1",NA,"respiratory burst oxidase, putative, expressed"
"254",905,"PstI.TP425751","Sobic.002G350400","CmN.165",2,71461615,"CmN","CmN(PS_Y(2))","CmN(124+36088im(2))","CmN(CMLM+SUPER(1)MLM+SUPER(1))","","","","",0.2892,0.7471,2,"Chr02",71460150,71463561,3412,"+",-1465,-1946,37952583,"Sobic.002G350400","Sobic.002G350400.2","Sobic.002G350400.2.p","PF00091,PF03953","PTHR11588,PTHR11588:SF48","KOG1376","","K07374","GO:0003924,GO:0007017,GO:0005874","AT5G19780.1","TUA5","tubulin alpha-5","LOC_Os07g38730.1",NA,"tubulin/FtsZ domain containing protein, putative, expressed"
"255",907,"PstI.TP426528","Sobic.002G401700","Bcirc_cm.48",2,75226780,"Bcirc_cm","Bcirc_cm(PS_N(1))","Bcirc_cm(C116+3293(1))","","Bcirc_cm(FarmCPU(1))","","","",0.3879,20.02,1,"Chr02",75226896,75229771,2876,"+",116,-2991,37950709,"Sobic.002G401700","Sobic.002G401700.1","Sobic.002G401700.1.p","","PTHR16295,PTHR16295:SF18","","","","","AT1G09920.1","","TRAF-type zinc finger-related","LOC_Os07g46390.1",NA,"TRAF-type zinc finger domain-containing protein 1, putative, expressed"
"256",914,"PstI.TP433824","Sobic.003G234400","CmN.167",3,57313153,"CmN","CmN(PS_Y(2))","CmN(124+36088im(2))","CmN(CMLM+SUPER(1)MLM+SUPER(1))","","","","",0.08895,0.02433,4,"Chr03",57311562,57316959,5398,"+",-1591,-3806,37915737,"Sobic.003G234400","Sobic.003G234400.4","Sobic.003G234400.4.p","PF00484","PTHR11002,PTHR11002:SF7","KOG1578","4.2.1.1","K01673","GO:0008270,GO:0004089","AT1G70410.1","ATBCA4,BCA4,CA4","beta carbonic anhydrase 4","LOC_Os01g45274.4",NA,"carbonic anhydrase, chloroplast precursor, putative, expressed"
"257",915,"PstI.TP434866","Sobic.006G022200","Yld_kg.35",6,3914949,"Yld_kg","Yld_kg(PS_N(1))","Yld_kg(124+36088im(1))","","","Yld_kg(pKWmEB(1))","","",0.1452,19.61,1,"Chr06",3913531,3923044,9514,"+",-1418,-8095,37946698,"Sobic.006G022200","Sobic.006G022200.1","Sobic.006G022200.1.p","PF00664,PF00005","PTHR24223,PTHR24223:SF215","","3.6.3.44","","GO:0055085,GO:0042626,GO:0016021,GO:0006810,GO:0005524,GO:0016887","AT2G47800.1","ATMRP4,EST3,MRP4","multidrug resistance-associated protein 4","LOC_Os04g13210.1",NA,"multidrug resistance-associated protein, putative, expressed"
"258",932,"PstI.TP446073","Sobic.007G085300","CmD_BI_mm.45",7,10755390,"CmD_BI_mm","CmD_BI_mm(PS_N(1))","CmD_BI_mm(C124+2560(1))","","","CmD_BI_mm(mrMLM(1))","","",0.0615,0,1,"Chr07",10754655,10756113,1459,"-",-735,-723,37935104,"Sobic.007G085300","Sobic.007G085300.1","Sobic.007G085300.1.p","PF10533,PF03106","PTHR31282,PTHR31282:SF32","","","","GO:0043565,GO:0006355,GO:0003700","AT4G31550.1","ATWRKY11,WRKY11","WRKY DNA-binding protein 11","LOC_Os04g51560.1",NA,"WRKY68, expressed"
"259",934,"PstI.TP452173","Sobic.002G098500","CmD_BI_mm.46",2,10527282,"CmD_BI_mm","CmD_BI_mm(PS_Y(2))","CmD_BI_mm(C116+3293(2))","","","CmD_BI_mm(FASTmrMLM(1)ISIS EM-BLASSO(1))","","",0.4784,14.69,2,"Chr02",10523637,10527896,4260,"-",-3645,-614,37952918,"Sobic.002G098500","Sobic.002G098500.2","Sobic.002G098500.2.p","","PTHR31060,PTHR31060:SF10","","","","","AT2G13690.1","","PRLI-interacting factor, putative","LOC_Os07g15600.1",NA,"H-BTB6 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with H family conserved sequence, expressed"
"260",935,"PstI.TP454285","Sobic.002G242200","CmN.169",2,63153549,"CmN","CmN(PS_Y(1))","CmN(C116+3293(1))","CmN(CMLM+SUPER(1))","","","","",0.06466,1.517,1,"Chr02",63150942,63153974,3033,"-",-2607,-425,37954384,"Sobic.002G242200","Sobic.002G242200.1","Sobic.002G242200.1.p","","PTHR34562,PTHR34562:SF2","KOG1003","","","","AT4G26455.1","WIP1","WPP domain interacting protein 1","LOC_Os09g30350.1",NA,"expressed protein"
"261",940,"PstI.TP457393","Sobic.001G313800","CCirc_cm.33",1,60097068,"CCirc_cm","CCirc_cm(PS_N(4))","CCirc_cm(C116+3293(1);C124+2560(3))","","","CCirc_cm(FASTmrEMMA(1)FASTmrMLM(1)mrMLM(2))","","",0.2563,32.87,1,"Chr01",60096593,60097417,825,"+",-475,-349,37938199,"Sobic.001G313800","Sobic.001G313800.1","Sobic.001G313800.1.p","PF02362","PTHR31140,PTHR31140:SF8","","","","GO:0003677","AT3G61970.1","NGA2","AP2/B3-like transcriptional factor family protein","LOC_Os10g39190.1",NA,"B3 DNA binding domain containing protein, expressed"
"262",976,"PstI.TP458366","Sobic.008G109200","CCirc_cm.34",8,50730872,"CCirc_cm","CCirc_cm(PS_N(1))","CCirc_cm(C106+4202(1))","","CCirc_cm(FarmCPU(1))","","","",0.07547,0.8657,1,"Chr08",50729348,50731114,1767,"-",-1524,-242,37928449,"Sobic.008G109200","Sobic.008G109200.1","Sobic.008G109200.1.p","","","","","","","","","","",NA,""
"263",977,"PstI.TP459121","Sobic.001G514500","Cml_cm.49",1,78162835,"Cml_cm","Cml_cm(PS_N(2))","Cml_cm(C106+4202(1);C124+2560(1))","","","Cml_cm(pKWmEB(1)pLARmEB(1))","","",0.0708,0,9,"Chr01",78162706,78168598,5893,"-",-129,-5763,37944641,"Sobic.001G514500","Sobic.001G514500.9","Sobic.001G514500.9.p","PF00612","PTHR10699,PTHR10699:SF11","","","","GO:0005515","AT3G51380.1","IQD20","IQ-domain 20","LOC_Os03g04210.1",NA,"IQ calmodulin-binding motif family protein, putative, expressed"
"264",979,"PstI.TP459121","Sobic.001G514400","Cml_cm.49",1,78162835,"Cml_cm","Cml_cm(PS_N(2))","Cml_cm(C106+4202(1);C124+2560(1))","","","Cml_cm(pKWmEB(1)pLARmEB(1))","","",0.0708,0,1,"Chr01",78160422,78162432,2011,"+",-2413,403,37940374,"Sobic.001G514400","Sobic.001G514400.1","Sobic.001G514400.1.p","PF02798,PF00043","PTHR11260,PTHR11260:SF287","KOG0867","2.5.1.18","K00799","GO:0005515","AT3G03190.1","ATGSTF11,ATGSTF6,GSTF11","glutathione S-transferase F11","LOC_Os03g04220.1",NA,"glutathione S-transferase, putative, expressed"
"265",1138,"PstI.TP474390","Sobic.007G092100","CmD_BI_mm.49",7,15569290,"CmD_BI_mm","CmD_BI_mm(PS_N(1))","CmD_BI_mm(C124+2560(1))","","CmD_BI_mm(FarmCPU(1))","","","",0.3024,8.466,1,"Chr07",15563546,15569734,6189,"-",-5744,-444,37936792,"Sobic.007G092100","Sobic.007G092100.1","Sobic.007G092100.1.p","PF08477","PTHR11711","KOG0070","","K07942","GO:0007264,GO:0005525","AT2G24765.1","ARF3,ARL1,ATARL1","ADP-ribosylation factor 3","LOC_Os08g15040.1",NA,"ADP-ribosylation factor, putative, expressed"
"266",1141,"PstI.TP476886","Sobic.002G175400","CmD_BI_mm.50",2,55394288,"CmD_BI_mm","CmD_BI_mm(PS_N(1))","CmD_BI_mm(C106+4202(1))","","CmD_BI_mm(FarmCPU(1))","","","",0.2123,17.17,1,"Chr02",55392886,55396332,3447,"+",-1402,-2044,37954932,"Sobic.002G175400","Sobic.002G175400.1","Sobic.002G175400.1.p","PF00173,PF00487","PTHR19353,PTHR19353:SF20","KOG4232","1.14.19.3","K13076","GO:0006629","AT2G46210.1","","Fatty acid/sphingolipid desaturase","LOC_Os09g16920.1",NA,"desaturase/cytochrome b5 protein, putative, expressed"
"267",1150,"PstI.TP478050","Sobic.003G304200","CmD_BI_mm.51",3,63462498,"CmD_BI_mm","CmD_BI_mm(PS_N(1))","CmD_BI_mm(C124+2560(1))","","CmD_BI_mm(FarmCPU(1))","","","",0.06452,21.55,1,"Chr03",63458669,63463023,4355,"-",-3829,-525,37917395,"Sobic.003G304200","Sobic.003G304200.1","Sobic.003G304200.1.p","PF01734,PF11815","PTHR14226,PTHR14226:SF30","","3.1.1.3","K14674","GO:0006629,GO:0004806","AT5G04040.1","SDP1","Patatin-like phospholipase family protein","LOC_Os01g55650.1",NA,"phospholipase, patatin family, putative, expressed"
"268",1152,"PstI.TP485051","Sobic.001G094600","CmN.175",1,7260226,"CmN","CmN(PS_Y(2))","CmN(124+36088im(2))","CmN(MLM+SUPER(1))","","","","CmN(GLM(1))",0.1699,9.209,1,"Chr01",7257522,7260035,2514,"-",-2704,191,37938865,"Sobic.001G094600","Sobic.001G094600.1","Sobic.001G094600.1.p","PF01535,PF13041","PTHR24015,PTHR24015:SF794","","","","","AT3G04750.1","","Tetratricopeptide repeat (TPR)-like superfamily protein","LOC_Os03g53170.1",NA,"pentatricopeptide, putative, expressed"
"271",1169,"PstI.TP4963","Sobic.003G326500","Cml_cm.51",3,65245788,"Cml_cm","Cml_cm(PS_N(1))","Cml_cm(C106+4202(1))","","Cml_cm(FarmCPU(1))","","","",0.2123,3.197,1,"Chr03",65238666,65248550,9885,"+",-7122,-2762,37915685,"Sobic.003G326500","Sobic.003G326500.1","Sobic.003G326500.1.p","PF02037,PF03372","PTHR22748,PTHR22748:SF8","KOG1294","4.2.99.18","K01142","GO:0006281,GO:0004518","AT2G41460.1","ARP","apurinic endonuclease-redox protein","LOC_Os01g58680.1",NA,"apurinic endonuclease-redox protein, putative, expressed"
"272",1172,"PstI.TP504809","Sobic.004G063900","Bcirc_cm.53",4,5155593,"Bcirc_cm","Bcirc_cm(PS_Y(1))","Bcirc_cm(124+36088im(1))","Bcirc_cm(MLM+SUPER(1))","","","","",0.3979,21.59,1,"Chr04",5155109,5156644,1536,"+",-484,-1051,37933631,"Sobic.004G063900","Sobic.004G063900.1","Sobic.004G063900.1.p","","PTHR33124,PTHR33124:SF2","","","","","AT5G57780.1","","","LOC_Os06g44320.1",NA,"expressed protein"
