Chrom,Start,End,Start.1,End.1,ID,ID.2,ID.1,Name,Trait.name,Group2,Group,Colors,Group3,New ID
2,63992445,63992469,63982445,64002469,,DBI(Clark(2019)),DBI(Clark.et.al.(2019)),PstI.TP213479,Diameter of basal internode,DBI,DBI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).CmDW/V
2,58552388,58552434,58542388,58562434,Clark_et_al_(2019).CmL,CmL(Clark(2019)),CmL(Clark.et.al.(2019)),PstI.TP1215799,Culm length,CmL,CmL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).CmL
2,59309823,59309858,59299823,59319858,Clark_et_al_(2019).CmL,CmL(Clark(2019)),CmL(Clark.et.al.(2019)),PstI.TP122680,Culm length,CmL,CmL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).CmL
3,1935945,1935992,1925945,1945992,Clark_et_al_(2019).Yld,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),PstI.TP1253947,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).Yld
10,8840430,8840468,8830430,8850468,Clark_et_al_(2019).TCmN,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),PstI.TP1278615,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).TCmN
1,72131324,72131324,72131324,72131324,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP211798,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
10,61172978,61173000,61162978,61183000,Clark_et_al_(2019).DTI,DTI(Clark(2019)),DTI(Clark.et.al.(2019)),PstI.TP1280479,Diameter of topmost internode,DTI,DTI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).DTI
1,17611146,17611146,17611146,17611146,Current Study.CCirc,CCirc(Current Study),CCirc(Current Study),PstI.TP392482,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study,Clark_et_al_(2019).CC
3,68567949,68567976,68557949,68577976,Clark_et_al_(2019).DTI,DTI(Clark(2019)),DTI(Clark.et.al.(2019)),PstI.TP167782,Diameter of topmost internode,DTI,DTI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).DTI
4,8676888,8676929,8666888,8686929,Clark_et_al_(2019).CmL,CmL(Clark(2019)),CmL(Clark.et.al.(2019)),PstI.TP168674,Culm length,CmL,CmL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).CmL
2,65029446,65029446,65029446,65029446,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP384804,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Clark_et_al_(2019).CmDW/V
2,67187878,70861060,64716124,70861060,Dong_et_al_(2017).DBI,DBI(Dong(2017)),DBI(Dong.et.al.(2017)),DBI LG3 97.3 cM,diameter of basal internode,DBI,DBI(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Clark_et_al_(2019).CmDW/V
10,6039889,6039925,6029889,6049925,Clark_et_al_(2019).IntL,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP186628,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).IntL
2,67720379,67720379,67720379,67720379,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP213158,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Clark_et_al_(2019).CmDW/V
1,59459178,59459219,59449178,59469219,Clark_et_al_(2019).Yld,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),PstI.TP207520,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).Yld
8,10794784,10794802,10784784,10804802,Clark_et_al_(2019).Yld,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),PstI.TP212518,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).Yld
2,70869244,70869265,70859244,70879265,Clark_et_al_(2019).CmDW/V,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),PstI.TP1045751,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).CmV
2,71085737,72795235,69444701,72795235,Dong_et_al_(2017).DBI,DBI(Dong(2017)),DBI(Dong.et.al.(2017)),DBI LG4 78.4 cM,diameter of basal internode,DBI,DBI(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Clark_et_al_(2019).DBI
2,63992445,63992469,63982445,64002469,Clark_et_al_(2019).TCmN/A,TCmN/A(Clark(2019)),TCmN/A(Clark.et.al.(2019)),PstI.TP213479,Culms per footprint,TCmN/A,TCmN/A(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).TCmN/A
1,13757251,13757306,13747251,13767306,Clark_et_al_(2019).TCmN,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),PstI.TP21535,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).TCmN
2,74605041,74605041,74605041,74605041,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP5429,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Clark_et_al_(2019).CmDW/V
1,74036176,74036176,74036176,74036176,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),PstI.TP326891,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
9,57856480,57856522,57846480,57866522,Clark_et_al_(2019).IntL,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP228440,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).IntL
10,573144,573164,563144,583164,Clark_et_al_(2019).Yld,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),PstI.TP237577,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).Yld
2,76404658,76404670,76394658,76414670,Clark_et_al_(2019).CmDW/V,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),NsiI.TP29500,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).CmDW/V
6,6308560,6308579,6298560,6318579,Clark_et_al_(2019).RCmN/TCmN,RCmN/TCmN(Clark(2019)),RCmN/TCmN(Clark.et.al.(2019)),PstI.TP250403,Proportion of reproductive culms,RCmN/TCmN,RCmN/TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).RCmN/TCmN
3,635241,655241,0,3132600,Gifford_et_al_(2015).tiller_diameter,TD2(Gifford(2015)),TD2(Gifford.et.al.(2015)),TD2,tiller diameter,tiller_diameter,TD2(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015),Clark_et_al_(2019).CmDW/V
2,17982184,17982247,17972184,17992247,Clark_et_al_(2019).TCmN/A,TCmN/A(Clark(2019)),TCmN/A(Clark.et.al.(2019)),PstI.TP26506,Culms per footprint,TCmN/A,TCmN/A(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).TCmN/A
3,63102484,63102501,63092484,63112501,Clark_et_al_(2019).TCmN/A,TCmN/A(Clark(2019)),TCmN/A(Clark.et.al.(2019)),PstI.TP265108,Culms per footprint,TCmN/A,TCmN/A(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).TCmN/A
3,72330951,72330993,72320951,72340993,Clark_et_al_(2019).CmNdN,CmNdN(Clark(2019)),CmNdN(Clark.et.al.(2019)),PstI.TP279809,Culm node number,CmNdN,CmNdN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).CmNdN
3,72330951,72330993,72320951,72340993,Clark_et_al_(2019).IntL,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP279809,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).IntL
3,1870807,1870807,1870807,1870807,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP1064534,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Clark_et_al_(2019).CmDW/V
4,58501136,58501198,58491136,58511198,Clark_et_al_(2019).IntL,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP31016,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).IntL
1,4369514,4369536,4359514,4379536,Clark_et_al_(2019).IntL,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP314275,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).IntL
2,65531289,65531306,65521289,65541306,Clark_et_al_(2019).RCmN/TCmN,RCmN/TCmN(Clark(2019)),RCmN/TCmN(Clark.et.al.(2019)),PstI.TP315378,Proportion of reproductive culms,RCmN/TCmN,RCmN/TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).RCmN/TCmN
7,57293639,57293650,57283639,57303650,Clark_et_al_(2019).DTI,DTI(Clark(2019)),DTI(Clark.et.al.(2019)),PstI.TP326785,Diameter of topmost internode,DTI,DTI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).DTI
4,55526605,55526639,55516605,55536639,Clark_et_al_(2019).Yld,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),PstI.TP36158,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).Yld
3,3764827,3764828,3754827,3774828,Clark_et_al_(2019).IntL,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP362300,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).IntL
6,46381019,46381031,46371019,46391031,Clark_et_al_(2019).CmL,CmL(Clark(2019)),CmL(Clark.et.al.(2019)),PstI.TP38210,Culm length,CmL,CmL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).CmL
1,53059579,53059620,53049579,53069620,Clark_et_al_(2019).Yld,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),PstI.TP395258,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).Yld
10,57718921,57718955,57708921,57728955,Clark_et_al_(2019).TCmN,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),PstI.TP408230,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).TCmN
4,9160201,9160208,9150201,9170208,Clark_et_al_(2019).DTI,DTI(Clark(2019)),DTI(Clark.et.al.(2019)),PstI.TP408444,Diameter of topmost internode,DTI,DTI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).DTI
3,3528771,3528771,3528771,3528771,(2)Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP1032333,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Clark_et_al_(2019).CmDW/V
10,57156229,57156281,57146229,57166281,Clark_et_al_(2019).IntL,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP44184,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).IntL
3,70870909,70870928,70860909,70880928,Clark_et_al_(2019).DTI,DTI(Clark(2019)),DTI(Clark.et.al.(2019)),PstI.TP44584,Diameter of topmost internode,DTI,DTI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).DTI
1,79511152,79511194,79501152,79521194,Clark_et_al_(2019).TCmN,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),PstI.TP504128,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).TCmN
8,58295420,58295434,58285420,58305434,Clark_et_al_(2019).TCmN,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),PstI.TP522065,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).TCmN
1,3006542,3006566,2996542,3016566,Clark_et_al_(2019).IntL,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP528703,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).IntL
1,5576257,5576309,5566257,5586309,Clark_et_al_(2019).Yld,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),PstI.TP582235,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).Yld
4,16499950,16499951,16489950,16509951,Clark_et_al_(2019).CmNdN,CmNdN(Clark(2019)),CmNdN(Clark.et.al.(2019)),PstI.TP603951,Culm node number,CmNdN,CmNdN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).CmNdN
1,76101544,76101544,76101544,76101544,(2)Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),PstI.TP744556,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
6,58980435,58980452,58970435,58990452,Clark_et_al_(2019).RCmN/TCmN,RCmN/TCmN(Clark(2019)),RCmN/TCmN(Clark.et.al.(2019)),PstI.TP661820,Proportion of reproductive culms,RCmN/TCmN,RCmN/TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).RCmN/TCmN
9,51448734,51448783,51438734,51458783,Clark_et_al_(2019).Yld,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),PstI.TP669168,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).Yld
4,51515314,51515338,51505314,51525338,Clark_et_al_(2019).TCmN,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),PstI.TP683573,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).TCmN
6,51076759,51076780,51066759,51086780,Clark_et_al_(2019).CmL,CmL(Clark(2019)),CmL(Clark.et.al.(2019)),PstI.TP714414,Culm length,CmL,CmL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).CmL
1,76403176,76403176,76403176,76403176,,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP404457,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
1,76937565,76937584,76927565,76947584,Clark_et_al_(2019).BC,BC(Clark(2019)),BC(Clark.et.al.(2019)),NsiI.TP674441,Basal circumference,BC,BC(Clark2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).BC
3,4037471,4037471,4037471,4037471,,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP838943,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Clark_et_al_(2019).CmDW/V
1,60097068,60097068,60097068,60097068,Current Study.CCirc,CCirc(Current Study),CCirc(Current Study),PstI.TP457393,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study,Clark_et_al_(2019).CC/BC
3,4129966,4215398,1195524,4215398,Dong_et_al_(2017).DBI,DBI(Dong(2017)),DBI(Dong.et.al.(2017)),DBI LG5 29.6 cM,diameter of basal internode,DBI,DBI(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Clark_et_al_(2019).CmDW/V
9,59219545,59219551,59209545,59229551,Clark_et_al_(2019).CmL,CmL(Clark(2019)),CmL(Clark.et.al.(2019)),PstI.TP780454,Culm length,CmL,CmL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).CmL
10,53743913,53743947,53733913,53753947,Clark_et_al_(2019).IntL,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP790645,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).IntL
2,186613,186613,186613,186613,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP39740,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
1,65744975,65764975,63572513,69555622,Gifford_et_al_(2015).CC,CC3(Gifford(2015)),CC3(Gifford.et.al.(2015)),CC3,compressed circumference,CC,CC3(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015),Clark_et_al_(2019).CC
4,1420158,1420176,1410158,1430176,Clark_et_al_(2019).TCmN,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),PstI.TP848855,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).TCmN
1,68301153,68301193,68291153,68311193,Clark_et_al_(2019).Yld,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),PstI.TP878529,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).Yld
9,52327446,52327480,52317446,52337480,Clark_et_al_(2019).IntL,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP919066,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).IntL
6,45346764,45346802,45336764,45356802,Clark_et_al_(2019).TCmN,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),PstI.TP934265,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).TCmN
7,5604445,5604465,5594445,5614465,Clark_et_al_(2019).IntL,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP938285,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).IntL
1,68081415,68081418,68071415,68091418,Clark_et_al_(2019).TCmN,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),PstI.TP94114,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).TCmN
8,56756599,56756625,56746599,56766625,Clark_et_al_(2019).IntL,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP962832,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).IntL
4,60023766,60023820,60013766,60033820,Clark_et_al_(2019).CmL,CmL(Clark(2019)),CmL(Clark.et.al.(2019)),PstI.TP977760,Culm length,CmL,CmL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).CmL
3,5764183,5764222,5754183,5774222,Clark_et_al_(2019).CmDW/V,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),NsiI.TP768975,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).CmDW/V
10,60122682,60122723,60112682,60132723,Clark_et_al_(2019).CmNdN,CmNdN(Clark(2019)),CmNdN(Clark.et.al.(2019)),PstI.TP993513,Culm node number,CmNdN,CmNdN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).CmNdN
9,58912474,58912474,58912474,58912474,Current Study.CmN,CmN(Current Study),CmN(Current Study),GFSSContig15563_263,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
1,74820300,74820300,74820300,74820300,Current Study.SDW,SDW(Current Study),SDW(Current Study),GFSSContig15931_175,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
1,74820300,74820300,74820300,74820300,Current Study.Yld,Yld(Current Study),Yld(Current Study),GFSSContig15931_175,Fresh weight ,Yld,Yld(Current Study),Red,Current Study,Current Study.Yld
6,49927748,49927748,49927748,49927748,Current Study.CmD_LI,CmD_LI(Current Study),CmD_LI(Current Study),GFSSContig17265_1038,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study,Current Study.CmD_LI
2,67954599,67954599,67954599,67954599,Current Study.CmN,CmN(Current Study),CmN(Current Study),GFSSContig17477_775,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
1,66564682,69825090,64370037,69825090,Dong_et_al_(2017).CC/BC,CC/BC(Dong(2017)),CC/BC(Dong.et.al.(2017)),CC/BC LG1 95.5 cM,compressed circumference/basal circumference,CC/BC,CC/BC(Dong2017)),Green,Dong_et_al_(2017),Current Study.CCirc
7,5395966,5395966,5395966,5395966,Current Study.Yld,Yld(Current Study),Yld(Current Study),GFSSContig18221_1150,Fresh weight ,Yld,Yld(Current Study),Red,Current Study,Current Study.Yld
9,53976945,53976945,53976945,53976945,Current Study.CmN,CmN(Current Study),CmN(Current Study),GFSSContig18315_975,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
3,10802480,10802480,10802480,10802480,Current Study.SDW,SDW(Current Study),SDW(Current Study),GFSSContig19553_1853,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
3,10802480,10802480,10802480,10802480,Current Study.Yld,Yld(Current Study),Yld(Current Study),GFSSContig19553_1853,Fresh weight ,Yld,Yld(Current Study),Red,Current Study,Current Study.Yld
7,14339016,14339016,14339016,14339016,Current Study.CmN,CmN(Current Study),CmN(Current Study),NsiI.TP11666,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
1,4937940,4937940,4937940,4937940,(2)Current Study.Flowering,Flo(Current Study),Flo(Current Study),NsiI.TP21698,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
4,54754163,54754163,54754163,54754163,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),NsiI.TP127922,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
4,54754163,54754163,54754163,54754163,Current Study.Cml,Cml(Current Study),Cml(Current Study),NsiI.TP127922,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
4,54754163,54754163,54754163,54754163,Current Study.CmN,CmN(Current Study),CmN(Current Study),NsiI.TP127922,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
3,69000501,69000501,69000501,69000501,Current Study.CmN,CmN(Current Study),CmN(Current Study),NsiI.TP128678,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
3,69000501,69000501,69000501,69000501,Current Study.SDW,SDW(Current Study),SDW(Current Study),NsiI.TP128678,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
3,69000501,69000501,69000501,69000501,Current Study.Yld,Yld(Current Study),Yld(Current Study),NsiI.TP128678,Fresh weight ,Yld,Yld(Current Study),Red,Current Study,Current Study.Yld
3,6088178,6088178,6088178,6088178,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP188641,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Current Study.CmD_BI
6,56190559,56190559,56190559,56190559,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),NsiI.TP128897,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
4,5011408,5011408,5011408,5011408,Current Study.CmN,CmN(Current Study),CmN(Current Study),NsiI.TP154371,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
1,4939667,4939667,4939667,4939667,,Flo(Current Study),Flo(Current Study),PstI.TP1100793,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
6,57820247,57820247,57820247,57820247,Current Study.CmN,CmN(Current Study),CmN(Current Study),NsiI.TP159695,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
2,75774037,75774037,75774037,75774037,Current Study.Cml,Cml(Current Study),Cml(Current Study),NsiI.TP164112,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
1,67605060,67605060,67605060,67605060,Current Study.CmN,CmN(Current Study),CmN(Current Study),NsiI.TP172212,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
1,6704694,6704694,6704694,6704694,Current Study.Flowering,Flo(Current Study),Flo(Current Study),NsiI.TP174370,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
1,75432709,75432709,75432709,75432709,Current Study.Cml,Cml(Current Study),Cml(Current Study),NsiI.TP195403,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
2,699673,699673,699673,699673,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),PstI.TP790069,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
3,14568699,14568699,14568699,14568699,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP867369,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Current Study.CmD_BI
1,7350098,7350098,7350098,7350098,Current Study.Flowering,Flo(Current Study),Flo(Current Study),NsiI.TP481176,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
3,3586934,3586934,3586934,3586934,Current Study.CmN,CmN(Current Study),CmN(Current Study),NsiI.TP217838,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
2,2239025,2259025,0,3959119,,BC1(Gifford(2015)),BC1(Gifford.et.al.(2015)),BC1,basal circumference,BC,BC1(Gifford(2015)),Purple,Gifford_et_al_(2015),Gifford_et_al_(2015).BC
