Chrom,Start,End,Start.1,End.1,ID,ID.1,Name,Trait.name,Group2,Group,Colors,Group3
4,5327062,5327062,5327062,5327062,Flower(Dong_et_al_(2017)),Flower(Dong.et.al.(2017)),Flower(3.3cM)),Flowering,Flowering,Flower(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
8,55083985,55083985,52476558,55166557,Flower(Dong_et_al_(2017)),Flower(Dong.et.al.(2017)),Flower(14.61cM)),Flowering,Flowering,Flower(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
1,62643157,62643157,62643157,62643157,Flower(Dong_et_al_(2017)),Flower(Dong.et.al.(2017)),Flower(14.61cM)),Flowering,Flowering,Flower(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
4,62530896,62530896,62530896,62530896,Flower(Dong_et_al_(2017)),Flower(Dong.et.al.(2017)),Flower(17.2cM)),Flowering,Flowering,Flower(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
8,5191395,5191395,2579475,53734032,Flower(Dong_et_al_(2017)),Flower(Dong.et.al.(2017)),Flower(17.2cM)),Flowering,Flowering,Flower(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
6,769851,769851,769851,769851,Flower(Dong_et_al_(2017)),Flower(Dong.et.al.(2017)),Flower(28.6cM),Flowering,Flowering,Flower(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
2,60648017,60648017,60648017,60648017,Flower(Dong_et_al_(2017)),Flower(Dong.et.al.(2017)),Flower(28.6cM),Flowering,Flowering,Flower(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
3,49266524,49266524,49266524,49266524,Flower(Dong_et_al_(2017)),Flower(Dong.et.al.(2017)),Flower(29.5cM)),Flowering,Flowering,Flower(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
1,66087512,66087512,66087512,66087512,Flo(Current Study),Flo(Current Study),NsiI.TP117758,Flowering,Flowering,Flo(Current Study),Red,Current Study
1,73170217,73170217,73170217,73170217,Flo(Current Study),Flo(Current Study),NsiI.TP156560,Flowering,Flowering,Flo(Current Study),Red,Current Study
1,6704694,6704694,6704694,6704694,Flo(Current Study),Flo(Current Study),NsiI.TP174370,Flowering,Flowering,Flo(Current Study),Red,Current Study
1,4937940,4937940,4937940,4937940,Flo(Current Study),Flo(Current Study),NsiI.TP21698,Flowering,Flowering,Flo(Current Study),Red,Current Study
1,7350098,7350098,7350098,7350098,Flo(Current Study),Flo(Current Study),NsiI.TP481176,Flowering,Flowering,Flo(Current Study),Red,Current Study
1,77064058,77064058,77064058,77064058,Flo(Current Study),Flo(Current Study),NsiI.TP521277,Flowering,Flowering,Flo(Current Study),Red,Current Study
1,67422499,67422499,67422499,67422499,Flo(Current Study),Flo(Current Study),PstI.TP1012261,Flowering,Flowering,Flo(Current Study),Red,Current Study
1,4939667,4939667,4939667,4939667,Flo(Current Study),Flo(Current Study),PstI.TP1100793,Flowering,Flowering,Flo(Current Study),Red,Current Study
1,18065275,18065275,18065275,18065275,Flo(Current Study),Flo(Current Study),PstI.TP115083,Flowering,Flowering,Flo(Current Study),Red,Current Study
1,58289912,58289912,58289912,58289912,Flo(Current Study),Flo(Current Study),PstI.TP178720,Flowering,Flowering,Flo(Current Study),Red,Current Study
1,8330660,8330660,8330660,8330660,Flo(Current Study),Flo(Current Study),PstI.TP308053,Flowering,Flowering,Flo(Current Study),Red,Current Study
1,8332613,8332613,8332613,8332613,Flo(Current Study),Flo(Current Study),PstI.TP402756,Flowering,Flowering,Flo(Current Study),Red,Current Study
1,79172378,79172378,79172378,79172378,Flo(Current Study),Flo(Current Study),PstI.TP6990,Flowering,Flowering,Flo(Current Study),Red,Current Study
1,71391273,71391273,71391273,71391273,Flo(Current Study),Flo(Current Study),PstI.TP901545,Flowering,Flowering,Flo(Current Study),Red,Current Study
2,67004686,67004686,67004686,67004686,Flo(Current Study),Flo(Current Study),NsiI.TP39438,Flowering,Flowering,Flo(Current Study),Red,Current Study
2,72884008,72884008,72884008,72884008,Flo(Current Study),Flo(Current Study),NsiI.TP563567,Flowering,Flowering,Flo(Current Study),Red,Current Study
2,63520018,63520018,63520018,63520018,Flo(Current Study),Flo(Current Study),NsiI.TP630636,Flowering,Flowering,Flo(Current Study),Red,Current Study
2,8133534,8133534,8133534,8133534,Flo(Current Study),Flo(Current Study),NsiI.TP7764,Flowering,Flowering,Flo(Current Study),Red,Current Study
2,9592436,9592436,9592436,9592436,Flo(Current Study),Flo(Current Study),PstI.TP1065484,Flowering,Flowering,Flo(Current Study),Red,Current Study
2,73904492,73904492,73904492,73904492,Flo(Current Study),Flo(Current Study),PstI.TP1231486,Flowering,Flowering,Flo(Current Study),Red,Current Study
2,57163911,57163911,57163911,57163911,Flo(Current Study),Flo(Current Study),PstI.TP133700,Flowering,Flowering,Flo(Current Study),Red,Current Study
2,57967122,57967122,57967122,57967122,Flo(Current Study),Flo(Current Study),PstI.TP13843,Flowering,Flowering,Flo(Current Study),Red,Current Study
2,5312015,5312015,5312015,5312015,Flo(Current Study),Flo(Current Study),PstI.TP44945,Flowering,Flowering,Flo(Current Study),Red,Current Study
2,67346618,67346618,67346618,67346618,Flo(Current Study),Flo(Current Study),PstI.TP57930,Flowering,Flowering,Flo(Current Study),Red,Current Study
2,699673,699673,699673,699673,Flo(Current Study),Flo(Current Study),PstI.TP790069,Flowering,Flowering,Flo(Current Study),Red,Current Study
3,69355037,69355037,69355037,69355037,Flo(Current Study),Flo(Current Study),NsiI.TP406255,Flowering,Flowering,Flo(Current Study),Red,Current Study
3,70673787,70673787,70673787,70673787,Flo(Current Study),Flo(Current Study),NsiI.TP75624,Flowering,Flowering,Flo(Current Study),Red,Current Study
3,68130123,68130123,68130123,68130123,Flo(Current Study),Flo(Current Study),NsiI.TP756994,Flowering,Flowering,Flo(Current Study),Red,Current Study
3,71199343,71199343,71199343,71199343,Flo(Current Study),Flo(Current Study),NsiI.TP777241,Flowering,Flowering,Flo(Current Study),Red,Current Study
3,70684115,70684115,70684115,70684115,Flo(Current Study),Flo(Current Study),PstI.TP1022814,Flowering,Flowering,Flo(Current Study),Red,Current Study
3,65668248,65668248,65668248,65668248,Flo(Current Study),Flo(Current Study),PstI.TP1128716,Flowering,Flowering,Flo(Current Study),Red,Current Study
3,3573386,3573386,3573386,3573386,Flo(Current Study),Flo(Current Study),PstI.TP1168316,Flowering,Flowering,Flo(Current Study),Red,Current Study
3,4213473,4213473,4213473,4213473,Flo(Current Study),Flo(Current Study),PstI.TP286131,Flowering,Flowering,Flo(Current Study),Red,Current Study
3,12312514,12312514,12312514,12312514,Flo(Current Study),Flo(Current Study),PstI.TP302826,Flowering,Flowering,Flo(Current Study),Red,Current Study
3,66513476,66513476,66513476,66513476,Flo(Current Study),Flo(Current Study),PstI.TP582861,Flowering,Flowering,Flo(Current Study),Red,Current Study
3,3671264,3671264,3671264,3671264,Flo(Current Study),Flo(Current Study),PstI.TP638471,Flowering,Flowering,Flo(Current Study),Red,Current Study
3,68129008,68129008,68129008,68129008,Flo(Current Study),Flo(Current Study),PstI.TP769101,Flowering,Flowering,Flo(Current Study),Red,Current Study
3,69354547,69354547,69354547,69354547,Flo(Current Study),Flo(Current Study),PstI.TP789647,Flowering,Flowering,Flo(Current Study),Red,Current Study
4,58049068,58049068,58049068,58049068,Flo(Current Study),Flo(Current Study),NsiI.TP752426,Flowering,Flowering,Flo(Current Study),Red,Current Study
4,135529,135529,135529,135529,Flo(Current Study),Flo(Current Study),PstI.TP1280524,Flowering,Flowering,Flo(Current Study),Red,Current Study
4,2594879,2594879,2594879,2594879,Flo(Current Study),Flo(Current Study),PstI.TP20145,Flowering,Flowering,Flo(Current Study),Red,Current Study
4,4364885,4364885,4364885,4364885,Flo(Current Study),Flo(Current Study),PstI.TP297382,Flowering,Flowering,Flo(Current Study),Red,Current Study
4,7865494,7865494,7865494,7865494,Flo(Current Study),Flo(Current Study),PstI.TP324616,Flowering,Flowering,Flo(Current Study),Red,Current Study
4,4364673,4364673,4364673,4364673,Flo(Current Study),Flo(Current Study),PstI.TP570804,Flowering,Flowering,Flo(Current Study),Red,Current Study
4,4574449,4574449,4574449,4574449,Flo(Current Study),Flo(Current Study),PstI.TP688010,Flowering,Flowering,Flo(Current Study),Red,Current Study
4,55665489,55665489,55665489,55665489,Flo(Current Study),Flo(Current Study),PstI.TP707030,Flowering,Flowering,Flo(Current Study),Red,Current Study
4,59384691,59384691,59384691,59384691,Flo(Current Study),Flo(Current Study),PstI.TP8376,Flowering,Flowering,Flo(Current Study),Red,Current Study
4,829116,829116,829116,829116,Flo(Current Study),Flo(Current Study),PstI.TP922777,Flowering,Flowering,Flo(Current Study),Red,Current Study
5,55180573,55180573,55180573,55180573,Flo(Current Study),Flo(Current Study),NsiI.TP245163,Flowering,Flowering,Flo(Current Study),Red,Current Study
5,2897010,2897010,2897010,2897010,Flo(Current Study),Flo(Current Study),NsiI.TP561542,Flowering,Flowering,Flo(Current Study),Red,Current Study
5,64737000,64737000,64737000,64737000,Flo(Current Study),Flo(Current Study),PstI.TP861953,Flowering,Flowering,Flo(Current Study),Red,Current Study
6,47625849,47625849,47625849,47625849,Flo(Current Study),Flo(Current Study),NsiI.TP274765,Flowering,Flowering,Flo(Current Study),Red,Current Study
6,49505312,49505312,49505312,49505312,Flo(Current Study),Flo(Current Study),NsiI.TP57283,Flowering,Flowering,Flo(Current Study),Red,Current Study
6,50333660,50333660,50333660,50333660,Flo(Current Study),Flo(Current Study),NsiI.TP592655,Flowering,Flowering,Flo(Current Study),Red,Current Study
6,56093448,56093448,56093448,56093448,Flo(Current Study),Flo(Current Study),NsiI.TP615883,Flowering,Flowering,Flo(Current Study),Red,Current Study
6,49820945,49820945,49820945,49820945,Flo(Current Study),Flo(Current Study),NsiI.TP823356,Flowering,Flowering,Flo(Current Study),Red,Current Study
6,54377110,54377110,54377110,54377110,Flo(Current Study),Flo(Current Study),PstI.TP1080029,Flowering,Flowering,Flo(Current Study),Red,Current Study
6,33557723,33557723,33557723,33557723,Flo(Current Study),Flo(Current Study),PstI.TP1163120,Flowering,Flowering,Flo(Current Study),Red,Current Study
6,47799081,47799081,47799081,47799081,Flo(Current Study),Flo(Current Study),PstI.TP41761,Flowering,Flowering,Flo(Current Study),Red,Current Study
6,58115358,58115358,58115358,58115358,Flo(Current Study),Flo(Current Study),PstI.TP488800,Flowering,Flowering,Flo(Current Study),Red,Current Study
6,57442567,57442567,57442567,57442567,Flo(Current Study),Flo(Current Study),PstI.TP788586,Flowering,Flowering,Flo(Current Study),Red,Current Study
6,47209307,47209307,47209307,47209307,Flo(Current Study),Flo(Current Study),PstI.TP981594,Flowering,Flowering,Flo(Current Study),Red,Current Study
7,2882399,2882399,2882399,2882399,Flo(Current Study),Flo(Current Study),NsiI.TP476441,Flowering,Flowering,Flo(Current Study),Red,Current Study
7,63993635,63993635,63993635,63993635,Flo(Current Study),Flo(Current Study),PstI.TP234444,Flowering,Flowering,Flo(Current Study),Red,Current Study
7,5291285,5291285,5291285,5291285,Flo(Current Study),Flo(Current Study),PstI.TP297547,Flowering,Flowering,Flo(Current Study),Red,Current Study
7,5301778,5301778,5301778,5301778,Flo(Current Study),Flo(Current Study),PstI.TP370736,Flowering,Flowering,Flo(Current Study),Red,Current Study
7,62007705,62007705,62007705,62007705,Flo(Current Study),Flo(Current Study),PstI.TP77161,Flowering,Flowering,Flo(Current Study),Red,Current Study
7,65354956,65354956,65354956,65354956,Flo(Current Study),Flo(Current Study),PstI.TP817327,Flowering,Flowering,Flo(Current Study),Red,Current Study
8,2563502,2563502,2563502,2563502,Flo(Current Study),Flo(Current Study),NsiI.TP810192,Flowering,Flowering,Flo(Current Study),Red,Current Study
8,52654110,52654110,52654110,52654110,Flo(Current Study),Flo(Current Study),PstI.TP113313,Flowering,Flowering,Flo(Current Study),Red,Current Study
8,57118094,57118094,57118094,57118094,Flo(Current Study),Flo(Current Study),PstI.TP166135,Flowering,Flowering,Flo(Current Study),Red,Current Study
9,8117840,8117840,8117840,8117840,Flo(Current Study),Flo(Current Study),PstI.TP1221436,Flowering,Flowering,Flo(Current Study),Red,Current Study
9,149728,149728,149728,149728,Flo(Current Study),Flo(Current Study),PstI.TP626274,Flowering,Flowering,Flo(Current Study),Red,Current Study
9,2357362,2357362,2357362,2357362,Flo(Current Study),Flo(Current Study),PstI.TP654004,Flowering,Flowering,Flo(Current Study),Red,Current Study
10,60886778,60886778,60886778,60886778,Flo(Current Study),Flo(Current Study),PstI.TP85647,Flowering,Flowering,Flo(Current Study),Red,Current Study
2,67001824,67001979,67001824,67001979,HT(Zhao et al. (2013)),HT(Zhao et al. (2013)),DBM49,Heading time,Heading time,Heading time(Zhao et al. (2013)),Yellow,Zhao et al. (2013)
2,67001824,67001979,67001824,67001979,HT(Zhao et al. (2013)),HT(Zhao et al. (2013)),DBM49,Heading time,Heading time,Heading time(Zhao et al. (2013)),Yellow,Zhao et al. (2013)
2,67001824,67001979,67001824,67001979,HT(Zhao et al. (2013)),HT(Zhao et al. (2013)),DBM49,Heading time,Heading time,Heading time(Zhao et al. (2013)),Yellow,Zhao et al. (2013)
2,67001824,67001979,67001824,67001979,HT(Zhao et al. (2013)),HT(Zhao et al. (2013)),DBM49,Heading time,Heading time,Heading time(Zhao et al. (2013)),Yellow,Zhao et al. (2013)
4,95590,95690,95590,95690,HT(Zhao et al. (2013)),HT(Zhao et al. (2013)),DBM29,Heading time,Heading time,Heading time(Zhao et al. (2013)),Yellow,Zhao et al. (2013)
3,69969955,69970199,69969955,69970199,HT(Zhao et al. (2013)),HT(Zhao et al. (2013)),DBM58,Heading time,Heading time,Heading time(Zhao et al. (2013)),Yellow,Zhao et al. (2013)
1,60778915,60779162,60778915,60779162,HT(Zhao et al. (2013)),HT(Zhao et al. (2013)),DBM58,Heading time,Heading time,Heading time(Zhao et al. (2013)),Yellow,Zhao et al. (2013)
10,8074334,8074416,8074334,8074416,HT(Zhao et al. (2013)),HT(Zhao et al. (2013)),DBM18,Heading time,Heading time,Heading time(Zhao et al. (2013)),Yellow,Zhao et al. (2013)
10,15900276,15900368,15900276,15900368,HT(Zhao et al. (2013)),HT(Zhao et al. (2013)),DBM18,Heading time,Heading time,Heading time(Zhao et al. (2013)),Yellow,Zhao et al. (2013)
10,12353841,12355947,12353841,12355947,MsiHd1 loci(Sobic.010G115800)(Nagano et al. (2015)),,MsiHd1 loci(Sobic.010G115800),,Heading time,Heading time(Nagano et al. (2015)),Yellow,Nagano et al. (2015)
6,4248017,4248077,4248017,4248077,HT(Zhao et al. (2013)),HT(Zhao et al. (2013)),DBM29,Heading time,Heading time,Heading time(Zhao et al. (2013)),Yellow,Zhao et al. (2013)
3,7812387,7812387,7802387,7822387,height(Clark(2016)),height(Clark.et.al.(2016)),UIMiscanthus041646,height,height,height(Clark_et_al_(2016)),Magenta,Clark_et_al_(2016)
4,78261,55308580,78261,55308580,height(Dong(2017)),height(Dong.et.al.(2017)),Height LG8 16.2 cM,height,height,height(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
5,5606944,9432605,5606944,9432605,height(Dong(2017)),height(Dong.et.al.(2017)),Height LG10 31 cM,height,height,height(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
6,52377406,60914557,52377406,60914557,height(Dong(2017)),height(Dong.et.al.(2017)),Height LG12 67.5 cM,height,height,height(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
7,7750381,65312385,7750381,65312385,height(Dong(2017)),height(Dong.et.al.(2017)),Height LG7 56.3 cM,height,height,height(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
8,59838201,62554114,59838201,62554114,height(Dong(2017)),height(Dong.et.al.(2017)),Height LG14 78.5 cM,height,height,height(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
1,63572513,69555622,63572513,69555622,H2(Gifford(2015)),H2(Gifford.et.al.(2015)),H2,height,height,H2(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015)
4,54423680,63701520,54423680,63701520,H3(Gifford(2015)),H3(Gifford.et.al.(2015)),H3,height,height,H3(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015)
6,49928199,52187471,49928199,52187471,H1(Gifford(2015)),H1(Gifford.et.al.(2015)),H1,height,height,H1(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015)
6,49893387,52583057,49893387,52583057,H4(Gifford(2015)),H4(Gifford.et.al.(2015)),H4,height,height,H4(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015)
9,55923478,58164825,55923478,58164825,H5(Gifford(2015)),H5(Gifford.et.al.(2015)),H5,height,height,H5(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015)
10,7263424,58161744,7263424,58161744,H6(Gifford(2015)),H6(Gifford.et.al.(2015)),H6,height,height,H6(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015)
1,72666012,72666037,72656012,72676037,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),NsiI.TP388887,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
1,64885884,64885908,64875884,64895908,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),NsiI.TP627040,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
1,3550164,3550216,3540164,3560216,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),NsiI.TP829914,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
1,4369514,4369536,4359514,4379536,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP314275,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
1,3006542,3006566,2996542,3016566,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP528703,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
2,68613623,68613645,68603623,68623645,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),NsiI.TP169221,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
3,2806993,2807000,2796993,2817000,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP1112819,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
3,72330951,72330993,72320951,72340993,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP279809,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
3,3764827,3764828,3754827,3774828,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP362300,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
4,58163544,58163559,58153544,58173559,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),NsiI.TP6292,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
4,58501136,58501198,58491136,58511198,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP31016,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
6,42101740,42101760,42091740,42111760,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),NsiI.TP447271,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
6,51990200,51990247,51980200,52000247,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP1077958,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
7,5604445,5604465,5594445,5614465,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP938285,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
8,56756599,56756625,56746599,56766625,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP962832,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
9,56906828,56906861,56896828,56916861,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP1023013,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
9,57856480,57856522,57846480,57866522,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP228440,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
9,52327446,52327480,52317446,52337480,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP919066,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
10,43096195,43096249,43086195,43106249,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),NsiI.TP785032,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
10,60872085,60872117,60862085,60882117,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP1054932,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
10,4946260,4946269,4936260,4956269,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP1092160,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
10,6039889,6039925,6029889,6049925,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP186628,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
10,57156229,57156281,57146229,57166281,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP44184,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
10,53743913,53743947,53733913,53753947,IntL(Clark(2019)),IntL(Clark.et.al.(2019)),PstI.TP790645,Internode length,IntL,IntL(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
1,61838562,72722776,61838562,72722776,NT3(Gifford(2015)),NT3(Gifford.et.al.(2015)),NT3,number of tillers,NT,NT3(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015)
1,3623605,8871969,3623605,8871969,NT4(Gifford(2015)),NT4(Gifford.et.al.(2015)),NT4,number of tillers,NT,NT4(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015)
2,2367836,11550006,2367836,11550006,NT5(Gifford(2015)),NT5(Gifford.et.al.(2015)),NT5,number of tillers,NT,NT5(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015)
3,62633062,69829683,62633062,69829683,NT2(Gifford(2015)),NT2(Gifford.et.al.(2015)),NT2,number of tillers,NT,NT2(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015)
3,3000000,6373000,3000000,6373000,NT6(Gifford(2015)),NT6(Gifford.et.al.(2015)),NT6,number of tillers,NT,NT6(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015)
6,0,39926643,0,39926643,NT1(Gifford(2015)),NT1(Gifford.et.al.(2015)),NT1,number of tillers,NT,NT1(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015)
7,62357133,58530011,62357133,58530011,NT7(Gifford(2015)),NT7(Gifford.et.al.(2015)),NT7,number of tillers,NT,NT7(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015)
10,55158232,58161744,55158232,58161744,NT8(Gifford(2015)),NT8(Gifford.et.al.(2015)),NT8,number of tillers,NT,NT8(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015)
1,9158264,9158264,9158264,9158264,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus096890,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019)
1,73182406,73182406,66064192,66070982,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus017076,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019)
1,73966201,73966201,73966201,73966201,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus104319,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019)
1,77425506,77425506,70350087,70353601,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus111533,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019)
2,3043560,3043560,3063859,3066411,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus015113,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019)
2,3279281,3279281,3279281,3279281,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus118365,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019)
2,3406536,3406536,3406536,3406536,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus118366,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019)
2,6522791,6522791,6522791,6522791,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus118367,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019)
2,22943245,22943245,22943245,22943245,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus118368,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019)
2,77204376,77204376,77204376,77204376,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus020585,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019)
3,1603696,1603696,1603696,1603696,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus118369,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019)
3,7227095,7227095,7227095,7227095,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus008958,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019)
3,51321773,51321773,51321773,51321773,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus118370,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019)
3,64085542,64085542,64085542,64085542,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus118371,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019)
3,66638290,66638290,66677935,66682300,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus118372,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019)
3,67125342,67125342,67125342,67125342,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus017647,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019)
3,72078520,72078520,72136141,72140648,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus019389,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019)
4,446677,446677,446677,446677,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus096439,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019)
4,3252258,3252258,3252258,3252258,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus118373,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019)
4,3460776,3460776,3471971,3475507,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus091689,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019)
4,5948390,5948390,5948390,5948390,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus100262,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019)
4,7436056,7436056,7436056,7436056,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus118374,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019)
