,SNP,Chromosome,Position,P.value,MAF,Ind.SNP,PS,Software,Method,Trait.name,PVE,P.value.1
1158,PstI.TP52046,6,52358725,3.20E-05,0.0991,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,FM_50,1.5737,3.00E-05
1159,PstI.TP588220,11,4211,3.47E-06,0.2457,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,FM_50,3.7776,3.00E-06
1160,PstI.TP607810,11,4293,0.000113553,0.1422,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,FM_50,3.9076,1.00E-04
1161,PstI.TP1078392,11,7528,1.25E-05,0.3491,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,FM_50,8.1903,1.00E-05
1162,NsiI.TP59527,11,9833,1.27E-08,0.1595,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,FM_50,15.8252,1.00E-08
1163,NsiI.TP495572,11,15165,7.37E-07,0.2328,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,FM_50,9.5212,7.00E-07
1164,PstI.TP130505,1,69885963,1.48E-05,0.4224,F116+36088im,PS_Y,mrMLMM,pLARmEB,FM_50,2.5745,1.00E-05
1165,PstI.TP325669,4,67124681,2.41E-06,0.3233,F116+36088im,PS_Y,mrMLMM,pLARmEB,FM_50,3.3521,2.00E-06
1166,PstI.TP133136,5,65324990,1.63E-05,0.194,F116+36088im,PS_Y,mrMLMM,pLARmEB,FM_50,2.4769,2.00E-05
1167,PstI.TP898128,9,54591637,0.000156603,0.2198,F116+36088im,PS_Y,mrMLMM,pLARmEB,FM_50,4.7026,2.00E-04
1168,PstI.TP187918,11,1532,1.38E-06,0.25,F116+36088im,PS_Y,mrMLMM,pLARmEB,FM_50,4.6839,1.00E-06
1169,PstI.TP874146,11,6098,7.47E-06,0.056,F116+36088im,PS_Y,mrMLMM,pLARmEB,FM_50,9.651,7.00E-06
1170,PstI.TP1020545,11,7078,3.28E-05,0.3405,F116+36088im,PS_Y,mrMLMM,pLARmEB,FM_50,2.5271,3.00E-05
1171,NsiI.TP434835,11,14151,1.27E-05,0.2931,F116+36088im,PS_Y,mrMLMM,pLARmEB,FM_50,2.0008,1.00E-05
1172,NsiI.TP495572,11,15165,7.28E-07,0.2328,F116+36088im,PS_Y,mrMLMM,pLARmEB,FM_50,7.4104,7.00E-07
1173,PstI.TP852912,6,60106545,3.60E-06,0.1336,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,FM_50,6.0289,4.00E-06
1174,PstI.TP1282314,9,15059279,4.10E-05,0.1595,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,FM_50,6.3178,4.00E-05
1175,PstI.TP588220,11,4211,3.99E-08,0.2457,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,FM_50,4.2542,4.00E-08
1176,NsiI.TP276353,11,12193,2.51E-07,0.2026,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,FM_50,2.7788,3.00E-07
1177,NsiI.TP495572,11,15165,5.49E-05,0.2328,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,FM_50,10.3369,5.00E-05
1197,NsiI.TP766568,1,13943502,9.99E-05,0.4693,F116+36088im,PS_Y,mrMLMM,mrMLM,fprind,11.2827,1.00E-04
1198,NsiI.TP388861,4,53760575,3.14E-05,0.1974,F116+36088im,PS_Y,mrMLMM,mrMLM,fprind,10.7085,3.00E-05
1199,PstI.TP133136,5,65324990,4.27E-09,0.193,F116+36088im,PS_Y,mrMLMM,mrMLM,fprind,7.517,4.00E-09
1200,PstI.TP1282314,9,15059279,8.96E-05,0.1623,F116+36088im,PS_Y,mrMLMM,mrMLM,fprind,16.347,9.00E-05
1201,PstI.TP210905,2,72650615,2.39E-06,0.181,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,fprind,7.463,2.00E-06
1202,PstI.TP661215,3,54129611,1.51E-06,0.2198,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,fprind,8.4343,2.00E-06
1203,PstI.TP125419,10,50424324,1.64E-05,0.2241,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,fprind,2.3304,2.00E-05
1204,PstI.TP115244,11,953,5.16E-07,0.4397,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,fprind,5.7039,5.00E-07
1205,PstI.TP1020545,11,7078,8.25E-05,0.3405,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,fprind,4.109,8.00E-05
1206,PstI.TP325669,4,67124681,1.15E-08,0.3233,F116+36088im,PS_Y,mrMLMM,pLARmEB,fprind,8.3509,1.00E-08
1207,PstI.TP133136,5,65324990,2.14E-06,0.194,F116+36088im,PS_Y,mrMLMM,pLARmEB,fprind,4.0984,2.00E-06
1208,PstI.TP187918,11,1532,5.11E-06,0.25,F116+36088im,PS_Y,mrMLMM,pLARmEB,fprind,6.8481,5.00E-06
1209,PstI.TP874146,11,6098,1.36E-05,0.056,F116+36088im,PS_Y,mrMLMM,pLARmEB,fprind,6.8885,1.00E-05
1210,PstI.TP1020545,11,7078,0.000102731,0.3405,F116+36088im,PS_Y,mrMLMM,pLARmEB,fprind,4.329,1.00E-04
1211,NsiI.TP495572,11,15165,6.68E-08,0.2328,F116+36088im,PS_Y,mrMLMM,pLARmEB,fprind,13.2237,7.00E-08
1212,PstI.TP133136,5,65324990,1.80E-07,0.194,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,fprind,5.2042,2.00E-07
1213,PstI.TP532426,7,64966356,5.24E-05,0.4655,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,fprind,3.1799,5.00E-05
1214,PstI.TP125419,10,50424324,7.52E-05,0.2241,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,fprind,2.2773,8.00E-05
1215,PstI.TP187918,11,1532,3.93E-05,0.25,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,fprind,4.3875,4.00E-05
1216,NsiI.TP495572,11,15165,4.43E-05,0.2328,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,fprind,6.8813,4.00E-05
1217,NsiI.TP766568,1,13943502,1.23E-05,0.4693,F116+36088im,PS_Y,mrMLMM,mrMLM,fprinW,7.7958,1.00E-05
1218,NsiI.TP30868,1,51136397,4.12E-06,0.1009,F116+36088im,PS_Y,mrMLMM,mrMLM,fprinW,5.5619,4.00E-06
1219,NsiI.TP388861,4,53760575,6.72E-05,0.1974,F116+36088im,PS_Y,mrMLMM,mrMLM,fprinW,5.9284,7.00E-05
1220,PstI.TP242436,4,2670410,3.33E-05,0.3026,F116+36088im,PS_Y,mrMLMM,mrMLM,fprinW,4.5,3.00E-05
1221,PstI.TP133136,5,65324990,3.19E-07,0.193,F116+36088im,PS_Y,mrMLMM,mrMLM,fprinW,4.3287,3.00E-07
1222,NsiI.TP614958,6,45639721,5.64E-07,0.0921,F116+36088im,PS_Y,mrMLMM,mrMLM,fprinW,3.3053,6.00E-07
1223,PstI.TP1107958,9,50254652,1.45E-07,0.0175,F116+36088im,PS_Y,mrMLMM,mrMLM,fprinW,21.0399,1.00E-07
1224,NsiI.TP496851,3,61267172,4.10E-05,0.1164,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,fprinW,1.00E-04,4.00E-05
1225,PstI.TP133136,5,65324990,4.78E-09,0.194,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,fprinW,5.6713,5.00E-09
1226,PstI.TP115244,11,953,1.37E-07,0.4397,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,fprinW,9.9889,1.00E-07
1227,PstI.TP325669,4,67124681,2.31E-06,0.3233,F116+36088im,PS_Y,mrMLMM,pLARmEB,fprinW,6.5498,2.00E-06
1228,PstI.TP133136,5,65324990,6.93E-05,0.194,F116+36088im,PS_Y,mrMLMM,pLARmEB,fprinW,3.4767,7.00E-05
1229,PstI.TP187918,11,1532,8.48E-06,0.25,F116+36088im,PS_Y,mrMLMM,pLARmEB,fprinW,5.7538,8.00E-06
1230,PstI.TP874146,11,6098,2.12E-06,0.056,F116+36088im,PS_Y,mrMLMM,pLARmEB,fprinW,8.6857,2.00E-06
1231,NsiI.TP495572,11,15165,7.01E-07,0.2328,F116+36088im,PS_Y,mrMLMM,pLARmEB,fprinW,10.0142,7.00E-07
1232,PstI.TP133136,5,65324990,2.28E-06,0.194,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,fprinW,5.0349,2.00E-06
1233,PstI.TP532426,7,64966356,3.15E-05,0.4655,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,fprinW,3.1073,3.00E-05
1234,PstI.TP187918,11,1532,5.41E-06,0.25,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,fprinW,4.5143,5.00E-06
1235,NsiI.TP495572,11,15165,2.77E-06,0.2328,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,fprinW,6.3757,3.00E-06
1236,NsiI.TP766568,1,13943502,3.29E-05,0.4693,F116+36088im,PS_Y,mrMLMM,mrMLM,fprinGW,8.439,3.00E-05
1237,NsiI.TP388861,4,53760575,2.00E-05,0.1974,F116+36088im,PS_Y,mrMLMM,mrMLM,fprinGW,11.7469,2.00E-05
1238,PstI.TP133136,5,65324990,7.63E-09,0.193,F116+36088im,PS_Y,mrMLMM,mrMLM,fprinGW,8.8247,8.00E-09
1239,PstI.TP532426,7,64966356,4.26E-06,0.4561,F116+36088im,PS_Y,mrMLMM,mrMLM,fprinGW,9.7401,4.00E-06
1240,NsiI.TP614958,6,45639721,7.88E-06,0.0905,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,fprinGW,2.1069,8.00E-06
1241,NsiI.TP496851,3,61267172,1.69E-05,0.1164,F116+36088im,PS_Y,mrMLMM,pLARmEB,fprinGW,3.1239,2.00E-05
1242,PstI.TP133136,5,65324990,1.75E-07,0.194,F116+36088im,PS_Y,mrMLMM,pLARmEB,fprinGW,5.588,2.00E-07
1243,PstI.TP1282314,9,15059279,1.84E-05,0.1595,F116+36088im,PS_Y,mrMLMM,pLARmEB,fprinGW,7.0114,2.00E-05
1244,NsiI.TP495572,11,15165,7.33E-05,0.2328,F116+36088im,PS_Y,mrMLMM,pLARmEB,fprinGW,4.5638,7.00E-05
1245,NsiI.TP767179,11,18585,6.66E-05,0.2328,F116+36088im,PS_Y,mrMLMM,pLARmEB,fprinGW,3.9801,7.00E-05
1246,NsiI.TP30868,1,51136397,3.07E-05,0.0991,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,fprinGW,3.3479,3.00E-05
1247,NsiI.TP593666,2,56047090,7.29E-05,0.2543,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,fprinGW,4.2685,7.00E-05
1248,NsiI.TP441453,3,57267022,4.00E-05,0.1767,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,fprinGW,3.668,4.00E-05
1249,PstI.TP133136,5,65324990,1.00E-10,0.194,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,fprinGW,6.7168,1.00E-10
1250,PstI.TP852912,6,60106545,5.99E-05,0.1336,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,fprinGW,6.5884,6.00E-05
1251,NsiI.TP358792,11,13074,7.32E-05,0.2414,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,fprinGW,3.2112,7.00E-05
1252,NsiI.TP495572,11,15165,1.88E-05,0.2328,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,fprinGW,5.413,2.00E-05
1253,NsiI.TP30868,1,51136397,2.82E-08,0.1009,F116+36088im,PS_Y,mrMLMM,mrMLM,fprinM,6.7235,3.00E-08
1254,NsiI.TP766568,1,13943502,9.20E-06,0.4693,F116+36088im,PS_Y,mrMLMM,mrMLM,fprinM,10.2219,9.00E-06
1255,NsiI.TP772099,3,52480890,1.42E-05,0.0921,F116+36088im,PS_Y,mrMLMM,mrMLM,fprinM,12.9169,1.00E-05
1256,NsiI.TP388861,4,53760575,0.000109825,0.1974,F116+36088im,PS_Y,mrMLMM,mrMLM,fprinM,8.4808,1.00E-04
1257,PstI.TP133136,5,65324990,8.44E-09,0.193,F116+36088im,PS_Y,mrMLMM,mrMLM,fprinM,7.4486,8.00E-09
1258,PstI.TP532426,7,64966356,8.65E-06,0.4561,F116+36088im,PS_Y,mrMLMM,mrMLM,fprinM,6.5457,9.00E-06
1259,PstI.TP661215,3,54129611,6.62E-06,0.2198,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,fprinM,8.6353,7.00E-06
1260,PstI.TP133136,5,65324990,6.67E-08,0.194,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,fprinM,5.1513,7.00E-08
1261,PstI.TP1282314,9,15059279,9.08E-05,0.1595,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,fprinM,4.3281,9.00E-05
1262,PstI.TP1020545,11,7078,0.00015209,0.3405,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,fprinM,2.9244,2.00E-04
1263,NsiI.TP406542,11,13590,2.30E-06,0.2716,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,fprinM,4.2374,2.00E-06
1264,NsiI.TP767179,11,18585,9.18E-07,0.2328,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,fprinM,10.8976,9.00E-07
1265,PstI.TP242436,4,2670410,0.000132526,0.306,F116+36088im,PS_Y,mrMLMM,pLARmEB,fprinM,2.6916,1.00E-04
1266,PstI.TP874146,11,6098,2.81E-05,0.056,F116+36088im,PS_Y,mrMLMM,pLARmEB,fprinM,8.7096,3.00E-05
1267,NsiI.TP495572,11,15165,3.49E-06,0.2328,F116+36088im,PS_Y,mrMLMM,pLARmEB,fprinM,4.7866,3.00E-06
1268,NsiI.TP767179,11,18585,1.14E-06,0.2328,F116+36088im,PS_Y,mrMLMM,pLARmEB,fprinM,8.7093,1.00E-06
1269,PstI.TP242436,4,2670410,2.34E-05,0.306,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,fprinM,3.8366,2.00E-05
1270,PstI.TP1020545,11,7078,8.17E-07,0.3405,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,fprinM,6.2245,8.00E-07
1271,NsiI.TP156555,11,10854,9.97E-08,0.2802,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,fprinM,6.5147,1.00E-07
1272,NsiI.TP652578,11,17171,2.81E-06,0.1509,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,fprinM,10.5813,3.00E-06
1273,NsiI.TP767179,11,18585,1.71E-10,0.2328,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,fprinM,22.7703,2.00E-10
1299,NsiI.TP766568,1,13943502,6.91E-07,0.4693,F116+36088im,PS_Y,mrMLMM,mrMLM,HD_1,13.2699,7.00E-07
1300,NsiI.TP30868,1,51136397,3.20E-06,0.1009,F116+36088im,PS_Y,mrMLMM,mrMLM,HD_1,4.8308,3.00E-06
1301,PstI.TP513949,3,61369495,0.000165348,0.3421,F116+36088im,PS_Y,mrMLMM,mrMLM,HD_1,7.2179,2.00E-04
1302,NsiI.TP388861,4,53760575,7.14E-06,0.1974,F116+36088im,PS_Y,mrMLMM,mrMLM,HD_1,11.7682,7.00E-06
1303,PstI.TP133136,5,65324990,1.10E-09,0.193,F116+36088im,PS_Y,mrMLMM,mrMLM,HD_1,8.906,1.00E-09
1304,PstI.TP532426,7,64966356,1.01E-05,0.4561,F116+36088im,PS_Y,mrMLMM,mrMLM,HD_1,6.5498,1.00E-05
1305,PstI.TP210905,2,72650615,5.22E-05,0.181,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,HD_1,4.8743,5.00E-05
1306,PstI.TP705829,6,58061911,0.000169317,0.0991,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,HD_1,3.44E-07,2.00E-04
1307,PstI.TP125419,10,50424324,1.62E-06,0.2241,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,HD_1,2.2399,2.00E-06
1308,PstI.TP115244,11,953,7.95E-07,0.4397,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,HD_1,5.2604,8.00E-07
1309,PstI.TP219629,11,1793,5.72E-06,0.125,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,HD_1,1.4787,6.00E-06
1310,NsiI.TP495572,11,15165,3.06E-05,0.2328,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,HD_1,3.1133,3.00E-05
1311,PstI.TP513949,3,61369495,0.000124308,0.3448,F116+36088im,PS_Y,mrMLMM,pLARmEB,HD_1,3.5931,1.00E-04
1312,PstI.TP133136,5,65324990,6.50E-05,0.194,F116+36088im,PS_Y,mrMLMM,pLARmEB,HD_1,3.2323,6.00E-05
1313,PstI.TP1020545,11,7078,0.000109825,0.3405,F116+36088im,PS_Y,mrMLMM,pLARmEB,HD_1,3.9874,1.00E-04
1314,NsiI.TP767179,11,18585,2.33E-06,0.2328,F116+36088im,PS_Y,mrMLMM,pLARmEB,HD_1,12.1938,2.00E-06
1315,NsiI.TP783625,1,49738878,8.12E-07,0.3017,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,HD_1,6.8988,8.00E-07
1316,PstI.TP661215,3,54129611,1.71E-05,0.2198,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,HD_1,7.3391,2.00E-05
1317,PstI.TP125419,10,50424324,2.23E-07,0.2241,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,HD_1,3.3872,2.00E-07
1318,PstI.TP219629,11,1793,8.99E-08,0.125,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,HD_1,2.676,9.00E-08
1319,PstI.TP1020545,11,7078,2.28E-10,0.3405,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,HD_1,9.5085,2.00E-10
1320,PstI.TP1078392,11,7528,9.66E-05,0.3491,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,HD_1,2.9032,1.00E-04
1321,NsiI.TP156555,11,10854,8.83E-09,0.2802,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,HD_1,7.7229,9.00E-09
1322,NsiI.TP767179,11,18585,3.39E-09,0.2328,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,HD_1,15.2154,3.00E-09
1323,NsiI.TP766568,1,13943502,1.99E-06,0.4693,F116+36088im,PS_Y,mrMLMM,mrMLM,FD_1,13.1549,2.00E-06
1324,PstI.TP661215,3,54129611,2.15E-05,0.2149,F116+36088im,PS_Y,mrMLMM,mrMLM,FD_1,16.5739,2.00E-05
1325,NsiI.TP388861,4,53760575,1.34E-06,0.1974,F116+36088im,PS_Y,mrMLMM,mrMLM,FD_1,15.6723,1.00E-06
1326,PstI.TP133136,5,65324990,9.85E-11,0.193,F116+36088im,PS_Y,mrMLMM,mrMLM,FD_1,9.9225,1.00E-10
1327,PstI.TP532426,7,64966356,8.58E-05,0.4561,F116+36088im,PS_Y,mrMLMM,mrMLM,FD_1,6.7785,9.00E-05
1328,PstI.TP1282314,9,15059279,1.33E-05,0.1623,F116+36088im,PS_Y,mrMLMM,mrMLM,FD_1,11.694,1.00E-05
1329,PstI.TP661215,3,54129611,1.96E-07,0.2198,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,FD_1,12.0249,2.00E-07
1330,PstI.TP133136,5,65324990,1.48E-05,0.194,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,FD_1,2.5351,1.00E-05
1331,NsiI.TP469438,6,52124718,4.55E-07,0.056,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,FD_1,12.5831,5.00E-07
1332,PstI.TP1282314,9,15059279,6.14E-08,0.1595,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,FD_1,8.6871,6.00E-08
1333,PstI.TP125419,10,50424324,6.94E-11,0.2241,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,FD_1,4.6726,7.00E-11
1334,PstI.TP219629,11,1793,0.000102164,0.125,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,FD_1,0.8134,1.00E-04
1335,PstI.TP1020545,11,7078,8.29E-06,0.3405,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,FD_1,3.4626,8.00E-06
1336,NsiI.TP276353,11,12193,9.71E-08,0.2026,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,FD_1,3.8987,1.00E-07
1337,NsiI.TP434835,11,14151,1.49E-06,0.2931,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,FD_1,2.9844,1.00E-06
1338,PstI.TP133136,5,65324990,1.52E-06,0.194,F116+36088im,PS_Y,mrMLMM,pLARmEB,FD_1,3.7647,2.00E-06
1339,PstI.TP1020545,11,7078,6.06E-05,0.3405,F116+36088im,PS_Y,mrMLMM,pLARmEB,FD_1,4.092,6.00E-05
1340,NsiI.TP495572,11,15165,0.000101742,0.2328,F116+36088im,PS_Y,mrMLMM,pLARmEB,FD_1,5.1186,1.00E-04
1341,PstI.TP133136,5,65324990,3.86E-06,0.194,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,FD_1,3.4396,4.00E-06
1342,PstI.TP1282314,9,15059279,2.86E-07,0.1595,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,FD_1,9.1059,3.00E-07
1343,PstI.TP125419,10,50424324,8.66E-05,0.2241,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,FD_1,1.8882,9.00E-05
1344,NsiI.TP156555,11,10854,1.02E-05,0.2802,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,FD_1,4.436,1.00E-05
1345,NsiI.TP767179,11,18585,8.66E-06,0.2328,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,FD_1,4.4435,9.00E-06
1346,NsiI.TP388861,4,53760575,0.000200078,0.1974,F116+36088im,PS_Y,mrMLMM,mrMLM,HD_50,18.6597,2.00E-04
1347,PstI.TP133136,5,65324990,4.21E-08,0.193,F116+36088im,PS_Y,mrMLMM,mrMLM,HD_50,10.8009,4.00E-08
1348,PstI.TP532426,7,64966356,2.67E-05,0.4561,F116+36088im,PS_Y,mrMLMM,mrMLM,HD_50,10.5151,3.00E-05
1349,NsiI.TP496851,3,61267172,7.91E-05,0.1164,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,HD_50,2.2913,8.00E-05
1350,PstI.TP133136,5,65324990,5.53E-07,0.194,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,HD_50,4.6776,6.00E-07
1351,NsiI.TP614958,6,45639721,8.33E-05,0.0905,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,HD_50,1.2882,8.00E-05
1352,PstI.TP852912,6,60106545,9.87E-05,0.1336,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,HD_50,6.6156,1.00E-04
1353,PstI.TP607810,11,4293,7.31E-05,0.1422,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,HD_50,5.3935,7.00E-05
1354,PstI.TP325669,4,67124681,7.42E-09,0.3233,F116+36088im,PS_Y,mrMLMM,pLARmEB,HD_50,7.4127,7.00E-09
1355,PstI.TP133136,5,65324990,1.76E-06,0.194,F116+36088im,PS_Y,mrMLMM,pLARmEB,HD_50,3.7411,2.00E-06
1356,PstI.TP187918,11,1532,4.84E-06,0.25,F116+36088im,PS_Y,mrMLMM,pLARmEB,HD_50,5.8586,5.00E-06
1357,PstI.TP874146,11,6098,1.27E-05,0.056,F116+36088im,PS_Y,mrMLMM,pLARmEB,HD_50,8.3907,1.00E-05
1358,PstI.TP1020545,11,7078,0.000146487,0.3405,F116+36088im,PS_Y,mrMLMM,pLARmEB,HD_50,2.9039,1.00E-04
1359,NsiI.TP495572,11,15165,3.94E-08,0.2328,F116+36088im,PS_Y,mrMLMM,pLARmEB,HD_50,11.4959,4.00E-08
1360,NsiI.TP441453,3,57267022,2.58E-07,0.1767,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,HD_50,6.7925,3.00E-07
1361,NsiI.TP388861,4,53760575,1.82E-07,0.194,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,HD_50,9.3052,2.00E-07
1362,PstI.TP133136,5,65324990,4.34E-13,0.194,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,HD_50,8.4055,4.00E-13
1363,PstI.TP532426,7,64966356,9.18E-08,0.4655,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,HD_50,6.8199,9.00E-08
1364,PstI.TP187918,11,1532,2.80E-05,0.25,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,HD_50,3.7308,3.00E-05
1365,NsiI.TP495572,11,15165,2.07E-05,0.2328,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,HD_50,5.395,2.00E-05
1366,NsiI.TP388861,4,53760575,0.000150314,0.1974,F116+36088im,PS_Y,mrMLMM,mrMLM,FD_50,19.3387,2.00E-04
1367,PstI.TP133136,5,65324990,4.56E-08,0.193,F116+36088im,PS_Y,mrMLMM,mrMLM,FD_50,10.7421,5.00E-08
1368,PstI.TP532426,7,64966356,2.99E-05,0.4561,F116+36088im,PS_Y,mrMLMM,mrMLM,FD_50,10.296,3.00E-05
1369,PstI.TP133136,5,65324990,7.24E-05,0.194,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,FD_50,5.264,7.00E-05
1370,PstI.TP513949,3,61369495,0.000101789,0.3448,F116+36088im,PS_Y,mrMLMM,pLARmEB,FD_50,3.8317,1.00E-04
1371,PstI.TP325669,4,67124681,5.70E-06,0.3233,F116+36088im,PS_Y,mrMLMM,pLARmEB,FD_50,3.518,6.00E-06
1372,PstI.TP133136,5,65324990,2.74E-06,0.194,F116+36088im,PS_Y,mrMLMM,pLARmEB,FD_50,3.5154,3.00E-06
1373,PstI.TP187918,11,1532,0.000156928,0.25,F116+36088im,PS_Y,mrMLMM,pLARmEB,FD_50,3.4196,2.00E-04
1374,PstI.TP874146,11,6098,0.000168578,0.056,F116+36088im,PS_Y,mrMLMM,pLARmEB,FD_50,7.0361,2.00E-04
1375,NsiI.TP495572,11,15165,7.14E-08,0.2328,F116+36088im,PS_Y,mrMLMM,pLARmEB,FD_50,10.0221,7.00E-08
1376,PstI.TP133136,5,65324990,5.98E-06,0.194,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,FD_50,4.4166,6.00E-06
1377,PstI.TP532426,7,64966356,5.72E-05,0.4655,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,FD_50,3.7546,6.00E-05
1378,PstI.TP187918,11,1532,5.85E-05,0.25,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,FD_50,2.1488,6.00E-05
1379,NsiI.TP156555,11,10854,2.24E-05,0.2802,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,FD_50,4.2281,2.00E-05
1380,NsiI.TP495572,11,15165,3.02E-07,0.2328,F116+36088im,PS_Y,mrMLMM,ISIS EM-BLASSO,FD_50,8.9269,3.00E-07
1381,PstI.TP661215,3,54129611,5.34E-09,0.2198,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,HW_1,15.0039,5.00E-09
1382,PstI.TP133136,5,65324990,2.01E-05,0.194,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,HW_1,3.3208,2.00E-05
1383,NsiI.TP469438,6,52124718,7.36E-06,0.056,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,HW_1,7.0363,7.00E-06
1384,PstI.TP1282314,9,15059279,6.87E-09,0.1595,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,HW_1,8.0252,7.00E-09
1385,PstI.TP125419,10,50424324,8.88E-10,0.2241,F116+36088im,PS_Y,mrMLMM,FASTmrMLM,HW_1,3.3483,9.00E-10
