"","SNP","Gene","chr","start","end","width","strand"
"NsiI.TP1989991","NsiI.TP198999","Sobic.001G024000.1","Chr01",1902840,1909071,6232,"+"
"NsiI.TP1989992","NsiI.TP198999","Sobic.001G023800.2","Chr01",1888889,1893254,4366,"-"
"NsiI.TP1989993","NsiI.TP198999","Sobic.001G023800.3","Chr01",1888890,1892777,3888,"-"
"NsiI.TP1989994","NsiI.TP198999","Sobic.001G023800.1","Chr01",1888890,1893254,4365,"-"
"NsiI.TP1989995","NsiI.TP198999","Sobic.001G023900.1","Chr01",1898224,1900808,2585,"-"
"NsiI.TP1989996","NsiI.TP198999","Sobic.001G023900.2","Chr01",1898224,1900808,2585,"-"
"NsiI.TP1989997","NsiI.TP198999","Sobic.001G024100.1","Chr01",1911456,1913557,2102,"-"
"NsiI.TP203570","NsiI.TP203570","Sobic.006G014400.1","Chr06",2075896,2082204,6309,"+"
"NsiI.TP2049101","NsiI.TP204910","Sobic.002G276800.1","Chr02",65958977,65962368,3392,"+"
"NsiI.TP2049102","NsiI.TP204910","Sobic.002G276900.1","Chr02",65966085,65970564,4480,"+"
"NsiI.TP2049103","NsiI.TP204910","Sobic.002G277000.1","Chr02",65971126,65971560,435,"+"
"NsiI.TP2049104","NsiI.TP204910","Sobic.002G277100.1","Chr02",65971938,65975798,3861,"-"
"NsiI.TP2052521","NsiI.TP205252","Sobic.004G296000.3","Chr04",63578087,63584406,6320,"+"
"NsiI.TP2052522","NsiI.TP205252","Sobic.004G296000.1","Chr04",63578155,63585646,7492,"+"
"NsiI.TP2052523","NsiI.TP205252","Sobic.004G296000.2","Chr04",63578155,63585646,7492,"+"
"NsiI.TP2052524","NsiI.TP205252","Sobic.004G295800.1","Chr04",63558304,63565377,7074,"-"
"NsiI.TP2052525","NsiI.TP205252","Sobic.004G295900.1","Chr04",63570690,63575500,4811,"-"
"NsiI.TP2052526","NsiI.TP205252","Sobic.004G295900.2","Chr04",63570690,63575500,4811,"-"
"NsiI.TP2052527","NsiI.TP205252","Sobic.004G295900.3","Chr04",63570690,63575500,4811,"-"
"NsiI.TP2052671","NsiI.TP205267","Sobic.004G310800.1","Chr04",64737550,64740137,2588,"-"
"NsiI.TP2052672","NsiI.TP205267","Sobic.004G310900.1","Chr04",64740481,64743567,3087,"-"
"NsiI.TP2052673","NsiI.TP205267","Sobic.004G311000.1","Chr04",64749515,64752467,2953,"-"
"NsiI.TP2087101","NsiI.TP208710","Sobic.001G372000.1","Chr01",66019188,66024669,5482,"+"
"NsiI.TP2087102","NsiI.TP208710","Sobic.001G372000.2","Chr01",66019188,66024669,5482,"+"
"NsiI.TP2087103","NsiI.TP208710","Sobic.001G372000.4","Chr01",66019188,66024669,5482,"+"
"NsiI.TP2087104","NsiI.TP208710","Sobic.001G372000.5","Chr01",66019188,66024669,5482,"+"
"NsiI.TP2087105","NsiI.TP208710","Sobic.001G372100.1","Chr01",66025271,66027439,2169,"-"
"NsiI.TP2087106","NsiI.TP208710","Sobic.001G372200.1","Chr01",66028707,66036912,8206,"-"
"NsiI.TP2087107","NsiI.TP208710","Sobic.001G372200.2","Chr01",66028707,66036912,8206,"-"
"NsiI.TP2101761","NsiI.TP210176","Sobic.002G241250.1","Chr02",63091275,63096128,4854,"+"
"NsiI.TP2101762","NsiI.TP210176","Sobic.002G241400.1","Chr02",63104025,63107219,3195,"+"
"NsiI.TP2109531","NsiI.TP210953","Sobic.001G195800.1","Chr01",17588588,17593923,5336,"+"
"NsiI.TP2109532","NsiI.TP210953","Sobic.001G195700.1","Chr01",17576559,17579299,2741,"-"
"NsiI.TP2109533","NsiI.TP210953","Sobic.001G195866.1","Chr01",17590644,17592163,1520,"-"
"NsiI.TP2109534","NsiI.TP210953","Sobic.001G195866.2","Chr01",17590644,17592163,1520,"-"
"NsiI.TP2111311","NsiI.TP211131","Sobic.006G046400.2","Chr06",32278337,32280913,2577,"+"
"NsiI.TP2111312","NsiI.TP211131","Sobic.006G046400.3","Chr06",32278337,32280913,2577,"+"
"NsiI.TP2111313","NsiI.TP211131","Sobic.006G046500.1","Chr06",32281051,32286539,5489,"+"
"NsiI.TP2111314","NsiI.TP211131","Sobic.006G046600.3","Chr06",32287957,32292983,5027,"-"
"NsiI.TP2111315","NsiI.TP211131","Sobic.006G046600.1","Chr06",32288363,32294190,5828,"-"
"NsiI.TP2111316","NsiI.TP211131","Sobic.006G046600.2","Chr06",32288363,32294195,5833,"-"
"NsiI.TP2111441","NsiI.TP211144","Sobic.004G343200.1","Chr04",67364634,67368957,4324,"+"
"NsiI.TP2111442","NsiI.TP211144","Sobic.004G343500.1","Chr04",67371997,67376876,4880,"+"
"NsiI.TP2111443","NsiI.TP211144","Sobic.004G343500.2","Chr04",67371997,67376876,4880,"+"
"NsiI.TP2111444","NsiI.TP211144","Sobic.004G343400.1","Chr04",67369066,67371769,2704,"-"
"NsiI.TP2111445","NsiI.TP211144","Sobic.004G343600.1","Chr04",67377604,67379705,2102,"-"
"NsiI.TP2111446","NsiI.TP211144","Sobic.004G343600.2","Chr04",67377604,67379705,2102,"-"
"NsiI.TP2111447","NsiI.TP211144","Sobic.004G343700.5","Chr04",67383728,67388991,5264,"-"
"NsiI.TP2111448","NsiI.TP211144","Sobic.004G343700.6","Chr04",67383728,67388991,5264,"-"
"NsiI.TP2111449","NsiI.TP211144","Sobic.004G343700.3","Chr04",67383729,67388991,5263,"-"
"NsiI.TP21114410","NsiI.TP211144","Sobic.004G343700.4","Chr04",67383729,67388991,5263,"-"
"NsiI.TP21114411","NsiI.TP211144","Sobic.004G343700.1","Chr04",67383771,67390117,6347,"-"
"NsiI.TP21114412","NsiI.TP211144","Sobic.004G343700.2","Chr04",67383771,67390117,6347,"-"
"NsiI.TP2122671","NsiI.TP212267","Sobic.001G025101.1","Chr01",1966362,1968430,2069,"+"
"NsiI.TP2122672","NsiI.TP212267","Sobic.001G025300.1","Chr01",1970548,1974756,4209,"+"
"NsiI.TP2122673","NsiI.TP212267","Sobic.001G025300.2","Chr01",1970548,1974756,4209,"+"
"NsiI.TP2122674","NsiI.TP212267","Sobic.001G025201.1","Chr01",1968967,1970524,1558,"-"
"NsiI.TP2122675","NsiI.TP212267","Sobic.001G025400.1","Chr01",1981927,1985260,3334,"-"
"NsiI.TP2122676","NsiI.TP212267","Sobic.001G025400.2","Chr01",1981927,1985260,3334,"-"
"NsiI.TP214052","NsiI.TP214052","Sobic.009G123900.1","Chr09",47684063,47687751,3689,"+"
"NsiI.TP2141701","NsiI.TP214170","Sobic.002G342100.2","Chr02",70869179,70872202,3024,"-"
"NsiI.TP2141702","NsiI.TP214170","Sobic.002G342100.3","Chr02",70869180,70872200,3021,"-"
"NsiI.TP2141703","NsiI.TP214170","Sobic.002G342200.1","Chr02",70879734,70881392,1659,"-"
"NsiI.TP216981","NsiI.TP21698","Sobic.001G065200.1","Chr01",4937142,4941709,4568,"+"
"NsiI.TP216982","NsiI.TP21698","Sobic.001G065300.1","Chr01",4943452,4949573,6122,"+"
"NsiI.TP216983","NsiI.TP21698","Sobic.001G065300.2","Chr01",4943452,4950833,7382,"+"
"NsiI.TP216984","NsiI.TP21698","Sobic.001G065100.1","Chr01",4926191,4934235,8045,"-"
"NsiI.TP216985","NsiI.TP21698","Sobic.001G065150.1","Chr01",4934963,4944996,10034,"-"
"NsiI.TP216986","NsiI.TP21698","Sobic.001G065400.1","Chr01",4944997,4945239,243,"-"
"NsiI.TP2172491","NsiI.TP217249","Sobic.001G516800.2","Chr01",78339552,78341623,2072,"+"
"NsiI.TP2172492","NsiI.TP217249","Sobic.001G516901.1","Chr01",78341786,78344630,2845,"-"
"NsiI.TP2172493","NsiI.TP217249","Sobic.001G517000.1","Chr01",78344611,78346126,1516,"-"
"NsiI.TP2172494","NsiI.TP217249","Sobic.001G517100.1","Chr01",78346600,78350699,4100,"-"
"NsiI.TP2172495","NsiI.TP217249","Sobic.001G517100.2","Chr01",78346600,78350699,4100,"-"
"NsiI.TP2172496","NsiI.TP217249","Sobic.001G517100.3","Chr01",78346600,78350699,4100,"-"
"NsiI.TP2172497","NsiI.TP217249","Sobic.001G517100.4","Chr01",78346600,78350699,4100,"-"
"NsiI.TP2172498","NsiI.TP217249","Sobic.001G517200.3","Chr01",78351017,78366953,15937,"-"
"NsiI.TP2172499","NsiI.TP217249","Sobic.001G517200.2","Chr01",78351018,78369059,18042,"-"
"NsiI.TP2181271","NsiI.TP218127","Sobic.004G315850.1","Chr04",65206224,65206658,435,"+"
"NsiI.TP2181272","NsiI.TP218127","Sobic.004G315700.1","Chr04",65175753,65186781,11029,"-"
"NsiI.TP2181273","NsiI.TP218127","Sobic.004G315800.1","Chr04",65200231,65201157,927,"-"
"NsiI.TP2197201","NsiI.TP219720","Sobic.002G005000.1","Chr02",540016,544441,4426,"+"
"NsiI.TP2197202","NsiI.TP219720","Sobic.002G005200.1","Chr02",551159,552341,1183,"+"
"NsiI.TP2197203","NsiI.TP219720","Sobic.002G005100.1","Chr02",546827,547725,899,"-"
"NsiI.TP2197204","NsiI.TP219720","Sobic.002G005300.1","Chr02",556064,557679,1616,"-"
"NsiI.TP2197205","NsiI.TP219720","Sobic.002G005400.2","Chr02",560665,562006,1342,"-"
"NsiI.TP2220461","NsiI.TP222046","Sobic.001G460300.3","Chr01",73569424,73572407,2984,"+"
"NsiI.TP2220462","NsiI.TP222046","Sobic.001G460300.1","Chr01",73569438,73572301,2864,"+"
"NsiI.TP2220463","NsiI.TP222046","Sobic.001G460300.2","Chr01",73570167,73572417,2251,"+"
"NsiI.TP2220464","NsiI.TP222046","Sobic.001G460500.1","Chr01",73585121,73591468,6348,"+"
"NsiI.TP2220465","NsiI.TP222046","Sobic.001G460200.1","Chr01",73565764,73568573,2810,"-"
"NsiI.TP2220466","NsiI.TP222046","Sobic.001G460400.1","Chr01",73572553,73577255,4703,"-"
"NsiI.TP2220467","NsiI.TP222046","Sobic.001G460400.2","Chr01",73572553,73577255,4703,"-"
"NsiI.TP2226051","NsiI.TP222605","Sobic.007G014100.1","Chr07",1228622,1233491,4870,"+"
"NsiI.TP2226052","NsiI.TP222605","Sobic.007G014200.1","Chr07",1239371,1240327,957,"+"
"NsiI.TP2226053","NsiI.TP222605","Sobic.007G014400.1","Chr07",1246550,1253474,6925,"+"
"NsiI.TP2226054","NsiI.TP222605","Sobic.007G014400.2","Chr07",1246550,1253474,6925,"+"
"NsiI.TP2226055","NsiI.TP222605","Sobic.007G014400.3","Chr07",1246550,1253475,6926,"+"
"NsiI.TP2226056","NsiI.TP222605","Sobic.007G014300.1","Chr07",1242686,1243598,913,"-"
"NsiI.TP2233971","NsiI.TP223397","Sobic.004G277700.1","Chr04",62079087,62079632,546,"+"
"NsiI.TP2233972","NsiI.TP223397","Sobic.004G277900.1","Chr04",62081866,62088572,6707,"+"
"NsiI.TP2233973","NsiI.TP223397","Sobic.004G277800.10","Chr04",62080033,62081532,1500,"-"
"NsiI.TP2233974","NsiI.TP223397","Sobic.004G277800.11","Chr04",62080033,62081532,1500,"-"
"NsiI.TP2233975","NsiI.TP223397","Sobic.004G277800.5","Chr04",62080052,62081532,1481,"-"
"NsiI.TP2233976","NsiI.TP223397","Sobic.004G277800.6","Chr04",62080052,62081532,1481,"-"
"NsiI.TP2233977","NsiI.TP223397","Sobic.004G277800.9","Chr04",62080057,62081532,1476,"-"
"NsiI.TP2233978","NsiI.TP223397","Sobic.004G277800.4","Chr04",62080057,62081566,1510,"-"
"NsiI.TP2233979","NsiI.TP223397","Sobic.004G277800.2","Chr04",62080062,62081450,1389,"-"
"NsiI.TP22339710","NsiI.TP223397","Sobic.004G277800.3","Chr04",62080062,62081467,1406,"-"
"NsiI.TP22339711","NsiI.TP223397","Sobic.004G277800.8","Chr04",62080062,62081467,1406,"-"
"NsiI.TP22339712","NsiI.TP223397","Sobic.004G277800.7","Chr04",62080062,62081501,1440,"-"
"NsiI.TP2239431","NsiI.TP223943","Sobic.002G372100.1","Chr02",73049658,73053841,4184,"+"
"NsiI.TP2239432","NsiI.TP223943","Sobic.002G372200.1","Chr02",73054197,73056885,2689,"-"
"NsiI.TP2239433","NsiI.TP223943","Sobic.002G372300.4","Chr02",73064349,73066721,2373,"-"
"NsiI.TP2239434","NsiI.TP223943","Sobic.002G372300.3","Chr02",73064349,73067613,3265,"-"
"NsiI.TP2239435","NsiI.TP223943","Sobic.002G372300.5","Chr02",73064349,73067613,3265,"-"
"NsiI.TP2239436","NsiI.TP223943","Sobic.002G372300.2","Chr02",73064660,73068014,3355,"-"
"NsiI.TP2246001","NsiI.TP224600","Sobic.006G188500.1","Chr06",54269897,54277277,7381,"+"
"NsiI.TP2246002","NsiI.TP224600","Sobic.006G188500.2","Chr06",54270103,54277277,7175,"+"
"NsiI.TP2246003","NsiI.TP224600","Sobic.006G188600.1","Chr06",54279223,54282049,2827,"-"
"NsiI.TP231971","NsiI.TP23197","Sobic.010G169200.3","Chr10",49920953,49925223,4271,"-"
"NsiI.TP231972","NsiI.TP23197","Sobic.010G169200.4","Chr10",49920953,49925223,4271,"-"
"NsiI.TP231973","NsiI.TP23197","Sobic.010G169200.1","Chr10",49920953,49925273,4321,"-"
"NsiI.TP231974","NsiI.TP23197","Sobic.010G169200.2","Chr10",49920953,49925273,4321,"-"
"NsiI.TP2375451","NsiI.TP237545","Sobic.010G066900.1","Chr10",5372866,5375978,3113,"+"
"NsiI.TP2375452","NsiI.TP237545","Sobic.010G066900.2","Chr10",5372871,5375964,3094,"+"
"NsiI.TP2375453","NsiI.TP237545","Sobic.010G067100.1","Chr10",5381291,5386950,5660,"+"
"NsiI.TP2375454","NsiI.TP237545","Sobic.010G067000.1","Chr10",5376054,5378609,2556,"-"
"NsiI.TP237994","NsiI.TP237994","Sobic.004G052200.1","Chr04",4236544,4237978,1435,"+"
"NsiI.TP2410691","NsiI.TP241069","Sobic.001G286700.2","Chr01",56194085,56200997,6913,"+"
"NsiI.TP2410692","NsiI.TP241069","Sobic.001G286700.1","Chr01",56194409,56200997,6589,"+"
"NsiI.TP245163","NsiI.TP245163","Sobic.005G126600.1","Chr05",55174999,55180981,5983,"-"
"NsiI.TP2458791","NsiI.TP245879","Sobic.001G464300.1","Chr01",73836534,73838246,1713,"+"
"NsiI.TP2458792","NsiI.TP245879","Sobic.001G464400.2","Chr01",73842299,73844860,2562,"+"
"NsiI.TP2458793","NsiI.TP245879","Sobic.001G464400.4","Chr01",73842304,73844860,2557,"+"
"NsiI.TP2458794","NsiI.TP245879","Sobic.001G464400.3","Chr01",73842327,73844860,2534,"+"
"NsiI.TP2458795","NsiI.TP245879","Sobic.001G464200.1","Chr01",73820199,73828750,8552,"-"
"NsiI.TP2458796","NsiI.TP245879","Sobic.001G464200.2","Chr01",73820199,73828750,8552,"-"
"NsiI.TP2458797","NsiI.TP245879","Sobic.001G464200.3","Chr01",73820199,73828750,8552,"-"
"NsiI.TP2458798","NsiI.TP245879","Sobic.001G464200.4","Chr01",73820199,73828750,8552,"-"
"NsiI.TP2465511","NsiI.TP246551","Sobic.001G140200.1","Chr01",11185282,11192665,7384,"+"
"NsiI.TP2465512","NsiI.TP246551","Sobic.001G140300.1","Chr01",11195137,11198205,3069,"-"
"NsiI.TP2507931","NsiI.TP250793","Sobic.006G030600.2","Chr06",6506669,6509557,2889,"+"
"NsiI.TP2507932","NsiI.TP250793","Sobic.006G030700.3","Chr06",6511972,6515188,3217,"+"
"NsiI.TP2507933","NsiI.TP250793","Sobic.006G030500.1","Chr06",6497916,6498534,619,"-"
"NsiI.TP2511471","NsiI.TP251147","Sobic.008G003100.2","Chr08",268223,272335,4113,"+"
"NsiI.TP2511472","NsiI.TP251147","Sobic.008G003300.2","Chr08",290195,291533,1339,"+"
"NsiI.TP2511473","NsiI.TP251147","Sobic.008G003300.3","Chr08",290195,291533,1339,"+"
"NsiI.TP2511474","NsiI.TP251147","Sobic.008G003300.4","Chr08",290195,291533,1339,"+"
"NsiI.TP2511475","NsiI.TP251147","Sobic.008G003300.5","Chr08",290195,291533,1339,"+"
"NsiI.TP2511476","NsiI.TP251147","Sobic.008G003300.6","Chr08",290195,291533,1339,"+"
"NsiI.TP2511477","NsiI.TP251147","Sobic.008G003200.1","Chr08",280208,285207,5000,"-"
"NsiI.TP2511478","NsiI.TP251147","Sobic.008G003200.2","Chr08",280208,285207,5000,"-"
"NsiI.TP2538691","NsiI.TP253869","Sobic.001G190700.2","Chr01",16877942,16893051,15110,"+"
"NsiI.TP2538692","NsiI.TP253869","Sobic.001G190700.3","Chr01",16877942,16893051,15110,"+"
"NsiI.TP254591","NsiI.TP25459","Sobic.002G218100.1","Chr02",61013236,61016938,3703,"+"
"NsiI.TP254592","NsiI.TP25459","Sobic.002G218300.1","Chr02",61023661,61026652,2992,"+"
"NsiI.TP254593","NsiI.TP25459","Sobic.002G217900.1","Chr02",61003259,61006946,3688,"-"
"NsiI.TP254594","NsiI.TP25459","Sobic.002G218000.1","Chr02",61006947,61010136,3190,"-"
"NsiI.TP254595","NsiI.TP25459","Sobic.002G218200.1","Chr02",61015998,61017688,1691,"-"
"NsiI.TP2550061","NsiI.TP255006","Sobic.006G258400.1","Chr06",59451480,59454496,3017,"+"
"NsiI.TP2550062","NsiI.TP255006","Sobic.006G258600.1","Chr06",59461747,59465981,4235,"+"
"NsiI.TP2550063","NsiI.TP255006","Sobic.006G258600.2","Chr06",59461747,59466525,4779,"+"
"NsiI.TP2550064","NsiI.TP255006","Sobic.006G258500.2","Chr06",59455944,59458771,2828,"-"
"NsiI.TP2550065","NsiI.TP255006","Sobic.006G258500.1","Chr06",59455944,59458942,2999,"-"
"NsiI.TP2550066","NsiI.TP255006","Sobic.006G258700.1","Chr06",59466091,59470127,4037,"-"
"NsiI.TP2550067","NsiI.TP255006","Sobic.006G258700.2","Chr06",59466091,59470127,4037,"-"
"NsiI.TP2550068","NsiI.TP255006","Sobic.006G258800.2","Chr06",59470927,59474298,3372,"-"
"NsiI.TP2550069","NsiI.TP255006","Sobic.006G258800.1","Chr06",59471166,59474298,3133,"-"
"NsiI.TP25500610","NsiI.TP255006","Sobic.006G258800.3","Chr06",59471541,59474298,2758,"-"
"NsiI.TP2565801","NsiI.TP256580","Sobic.009G188600.1","Chr09",54081463,54081795,333,"+"
"NsiI.TP2565802","NsiI.TP256580","Sobic.009G188500.1","Chr09",54074463,54076088,1626,"-"
"NsiI.TP2565803","NsiI.TP256580","Sobic.009G188700.1","Chr09",54082613,54086526,3914,"-"
"NsiI.TP2571721","NsiI.TP257172","Sobic.003G077001.1","Chr03",6552143,6555525,3383,"+"
"NsiI.TP2571722","NsiI.TP257172","Sobic.003G077100.1","Chr03",6560035,6560805,771,"-"
"NsiI.TP2580671","NsiI.TP258067","Sobic.002G153600.3","Chr02",45963499,45970782,7284,"+"
"NsiI.TP2580672","NsiI.TP258067","Sobic.002G153600.4","Chr02",45963959,45970782,6824,"+"
"NsiI.TP2580673","NsiI.TP258067","Sobic.002G153600.6","Chr02",45964070,45970782,6713,"+"
"NsiI.TP2580674","NsiI.TP258067","Sobic.002G153600.5","Chr02",45966871,45970782,3912,"+"
"NsiI.TP2580675","NsiI.TP258067","Sobic.002G153700.2","Chr02",45970904,45987364,16461,"-"
"NsiI.TP2580676","NsiI.TP258067","Sobic.002G153700.1","Chr02",45971003,45987364,16362,"-"
"NsiI.TP2602081","NsiI.TP260208","Sobic.010G185600.1","Chr10",52575331,52580150,4820,"+"
"NsiI.TP2602082","NsiI.TP260208","Sobic.010G185700.1","Chr10",52581277,52592358,11082,"+"
"NsiI.TP262378","NsiI.TP262378","Sobic.008G131500.1","Chr08",55748818,55755548,6731,"-"
"NsiI.TP2669541","NsiI.TP266954","Sobic.008G042600.1","Chr08",4172438,4177827,5390,"+"
"NsiI.TP2669542","NsiI.TP266954","Sobic.008G042700.3","Chr08",4179159,4184972,5814,"-"
"NsiI.TP2669543","NsiI.TP266954","Sobic.008G042700.4","Chr08",4179159,4184972,5814,"-"
"NsiI.TP2747651","NsiI.TP274765","Sobic.006G106400.1","Chr06",47619157,47625037,5881,"+"
"NsiI.TP2747652","NsiI.TP274765","Sobic.006G106500.1","Chr06",47625203,47630311,5109,"+"
"NsiI.TP2747653","NsiI.TP274765","Sobic.006G106600.1","Chr06",47631120,47635470,4351,"+"
"NsiI.TP2747654","NsiI.TP274765","Sobic.006G106300.1","Chr06",47614884,47619144,4261,"-"
"NsiI.TP2747655","NsiI.TP274765","Sobic.006G106300.2","Chr06",47614884,47619144,4261,"-"
"NsiI.TP2752271","NsiI.TP275227","Sobic.009G173800.1","Chr09",52932232,52934600,2369,"+"
"NsiI.TP2752272","NsiI.TP275227","Sobic.009G174000.1","Chr09",52939336,52943587,4252,"+"
"NsiI.TP2752273","NsiI.TP275227","Sobic.009G173700.1","Chr09",52914266,52924065,9800,"-"
"NsiI.TP2752274","NsiI.TP275227","Sobic.009G173900.1","Chr09",52937689,52938495,807,"-"
"NsiI.TP27691","NsiI.TP2769","Sobic.003G052800.1","Chr03",4764803,4780158,15356,"+"
"NsiI.TP27692","NsiI.TP2769","Sobic.003G052900.1","Chr03",4788870,4791162,2293,"+"
"NsiI.TP2815791","NsiI.TP281579","Sobic.003G328800.1","Chr03",65410780,65414721,3942,"+"
"NsiI.TP2815792","NsiI.TP281579","Sobic.003G328900.1","Chr03",65414383,65417430,3048,"-"
"NsiI.TP2815793","NsiI.TP281579","Sobic.003G329000.2","Chr03",65420017,65423158,3142,"-"
"NsiI.TP2815794","NsiI.TP281579","Sobic.003G329000.1","Chr03",65420017,65424099,4083,"-"
"NsiI.TP2852801","NsiI.TP285280","Sobic.009G184450.1","Chr09",53780893,53789519,8627,"+"
"NsiI.TP2852802","NsiI.TP285280","Sobic.009G184500.2","Chr09",53784290,53784891,602,"+"
"NsiI.TP2852803","NsiI.TP285280","Sobic.009G184400.1","Chr09",53771662,53772851,1190,"-"
"NsiI.TP2897761","NsiI.TP289776","Sobic.004G059800.1","Chr04",4795018,4797561,2544,"+"
"NsiI.TP2897762","NsiI.TP289776","Sobic.004G059900.1","Chr04",4803664,4806909,3246,"+"
"NsiI.TP2897763","NsiI.TP289776","Sobic.004G059900.3","Chr04",4803945,4806882,2938,"+"
"NsiI.TP2897764","NsiI.TP289776","Sobic.004G059900.2","Chr04",4803947,4806882,2936,"+"
"NsiI.TP2897765","NsiI.TP289776","Sobic.004G060100.1","Chr04",4812180,4818074,5895,"+"
"NsiI.TP2897766","NsiI.TP289776","Sobic.004G060000.1","Chr04",4807062,4809539,2478,"-"
"NsiI.TP2901651","NsiI.TP290165","Sobic.002G307700.1","Chr02",68197203,68198357,1155,"+"
"NsiI.TP2901652","NsiI.TP290165","Sobic.002G307800.1","Chr02",68198692,68204108,5417,"-"
"NsiI.TP2991721","NsiI.TP299172","Sobic.003G218400.1","Chr03",55369545,55373857,4313,"+"
"NsiI.TP2991722","NsiI.TP299172","Sobic.003G218450.2","Chr03",55374603,55376070,1468,"+"
"NsiI.TP2991723","NsiI.TP299172","Sobic.003G218450.1","Chr03",55374614,55376070,1457,"+"
"NsiI.TP2991724","NsiI.TP299172","Sobic.003G218200.1","Chr03",55359519,55362342,2824,"-"
"NsiI.TP2991725","NsiI.TP299172","Sobic.003G218300.1","Chr03",55363922,55367605,3684,"-"
"NsiI.TP2991726","NsiI.TP299172","Sobic.003G218300.2","Chr03",55363922,55367619,3698,"-"
"NsiI.TP3040611","NsiI.TP304061","Sobic.001G042500.1","Chr01",3160538,3161847,1310,"+"
"NsiI.TP3040612","NsiI.TP304061","Sobic.001G042700.1","Chr01",3173786,3177467,3682,"+"
"NsiI.TP3040613","NsiI.TP304061","Sobic.001G042600.1","Chr01",3167016,3171713,4698,"-"
"NsiI.TP3144321","NsiI.TP314432","Sobic.004G035100.1","Chr04",2829399,2833409,4011,"+"
"NsiI.TP3144322","NsiI.TP314432","Sobic.004G035200.1","Chr04",2837130,2841378,4249,"+"
"NsiI.TP3144323","NsiI.TP314432","Sobic.004G035300.1","Chr04",2841635,2850907,9273,"-"
"NsiI.TP317421","NsiI.TP31742","Sobic.007G062000.1","Chr07",6498283,6503401,5119,"-"
"NsiI.TP317422","NsiI.TP31742","Sobic.007G062100.1","Chr07",6507851,6510379,2529,"-"
"NsiI.TP322203","NsiI.TP322203","Sobic.006G030100.3","Chr06",6371896,6387181,15286,"+"
"NsiI.TP3232231","NsiI.TP323223","Sobic.001G475300.1","Chr01",74760829,74766282,5454,"+"
"NsiI.TP3232232","NsiI.TP323223","Sobic.001G475400.1","Chr01",74777440,74781522,4083,"+"
"NsiI.TP32394","NsiI.TP32394","Sobic.003G210701.1","Chr03",54274684,54275660,977,"+"
"NsiI.TP324551","NsiI.TP32455","Sobic.006G028700.3","Chr06",6024864,6034305,9442,"+"
"NsiI.TP324552","NsiI.TP32455","Sobic.006G028700.1","Chr06",6024864,6035976,11113,"+"
"NsiI.TP324553","NsiI.TP32455","Sobic.006G028700.2","Chr06",6024864,6035979,11116,"+"
"NsiI.TP3245931","NsiI.TP324593","Sobic.004G198350.1","Chr04",54947368,54949929,2562,"-"
"NsiI.TP3245932","NsiI.TP324593","Sobic.004G198350.2","Chr04",54947368,54949929,2562,"-"
"NsiI.TP3245933","NsiI.TP324593","Sobic.004G198400.1","Chr04",54951290,54953033,1744,"-"
"NsiI.TP3245934","NsiI.TP324593","Sobic.004G198500.1","Chr04",54953528,54956966,3439,"-"
"NsiI.TP3267161","NsiI.TP326716","Sobic.003G008800.2","Chr03",798670,803946,5277,"+"
"NsiI.TP3267162","NsiI.TP326716","Sobic.003G008900.1","Chr03",805133,808815,3683,"+"
"NsiI.TP3267163","NsiI.TP326716","Sobic.003G009000.4","Chr03",810969,812479,1511,"+"
"NsiI.TP3267164","NsiI.TP326716","Sobic.003G008850.1","Chr03",803451,805766,2316,"-"
"NsiI.TP3267165","NsiI.TP326716","Sobic.003G009100.2","Chr03",813586,817579,3994,"-"
"NsiI.TP3267166","NsiI.TP326716","Sobic.003G009100.1","Chr03",813589,817567,3979,"-"
"NsiI.TP3286841","NsiI.TP328684","Sobic.007G169700.3","Chr07",60438605,60447179,8575,"+"
