"","X","SNP","Gene","Chromosome","Position","Grand.Total","PS","Ind.SNP","Heading_1","Heading_50","Flowering_1","Flowering_50","PCA","SUPER","FarmCPU","mrMLM.1","mrMLM.2","MAF","PVE","Gene.num","chr","start","end","width","strand","dis_start.positon","dis_positon.end","X.pacId","locusName","transcriptName","peptideName","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"89",132,"NsiI.TP125422","Sobic.007G098600",7,20096050,2,"PS_Y(2)","F116+36088im(2)","","","","FD_50(1)","fprind(1)","MLM+SUPER(2)","","","",0.06268,7.038,1,"Chr07",20096865,20098414,1550,"+",815,-2364,37934932,"Sobic.007G098600","Sobic.007G098600.1","Sobic.007G098600.1.p","PF00141","PTHR31388,PTHR31388:SF44","","1.11.1.7","K00430","GO:0055114,GO:0020037,GO:0006979,GO:0004601","AT4G16270.1","","Peroxidase superfamily protein","LOC_Os08g20730.1",NA,"peroxidase precursor, putative, expressed"
"90",133,"NsiI.TP127048","Sobic.009G048100",9,4573547,15,"PS_Y(15)","F116+36088im(15)","HW_1(1);GHW_1(2);HM_1(1)","","FD_1(1);FW_1(1);GFW_1(2)","FD_50(1);FW_50(1);GFW_50(2);FM_50(1)","fprinW(1);fprind(1)","CMLM+SUPER(3)MLM+SUPER(12)","","","",0.1758,0.2148,1,"Chr09",4573514,4577669,4156,"-",-33,-4122,37920301,"Sobic.009G048100","Sobic.009G048100.1","Sobic.009G048100.1.p","PF01764","PTHR21493,PTHR21493:SF136","","3.1.1.3","","GO:0006629","AT5G67050.1","","alpha/beta-Hydrolases superfamily protein","LOC_Os05g06140.1",NA,"lipase, putative, expressed"
"91",134,"NsiI.TP127103","Sobic.003G221500",3,55736173,14,"PS_Y(14)","F116+36088im(14)","GHW_1(2);HM_1(1)","","GFW_1(2)","FD_50(1);FW_50(2);GFW_50(2)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(6)MLM+SUPER(8)","","","",0.1814,0.09253,1,"Chr03",55720572,55729326,8755,"+",-15601,6847,37918279,"Sobic.003G221500","Sobic.003G221500.1","Sobic.003G221500.1.p","","PTHR16684","","","","GO:0000776,GO:0019237,GO:0051382","AT1G15660.1","CENP-C","centromere protein C","LOC_Os01g43050.1",NA,"CENP-C1, putative, expressed"
"92",135,"NsiI.TP127103","Sobic.003G221700",3,55736173,14,"PS_Y(14)","F116+36088im(14)","GHW_1(2);HM_1(1)","","GFW_1(2)","FD_50(1);FW_50(2);GFW_50(2)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(6)MLM+SUPER(8)","","","",0.1814,0.09253,1,"Chr03",55735509,55738837,3329,"+",-664,-2664,37917791,"Sobic.003G221700","Sobic.003G221700.1","Sobic.003G221700.1.p","PF01789","PTHR31407,PTHR31407:SF7","","1.10.3.9","","GO:0019898,GO:0015979,GO:0009654,GO:0009523,GO:0005509","AT5G11450.1","","Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein","LOC_Os01g43070.1",NA,"psbP-related thylakoid lumenal protein 4, chloroplast precursor, putative, expressed"
"96",141,"NsiI.TP127922","Sobic.004G196300",4,54754163,2,"PS_Y(2)","F116+36088im(2)","","","GFW_1(2)","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.1785,4.846,1,"Chr04",54744260,54747982,3723,"+",-9903,6181,37933629,"Sobic.004G196300","Sobic.004G196300.1","Sobic.004G196300.1.p","PF00025","PTHR24073,PTHR24073:SF545","KOG0098","3.6.5.2","K07877","GO:0005525","AT4G17170.1","AT-RAB2,ATRAB-B1B,ATRAB2A,ATRABB1C,RAB-B1B,RAB2A,RABB1C","RAB GTPase homolog B1C","LOC_Os02g37420.1",NA,"ras-related protein, putative, expressed"
"99",144,"NsiI.TP127922","Sobic.004G196400",4,54754163,2,"PS_Y(2)","F116+36088im(2)","","","GFW_1(2)","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.1785,4.846,1,"Chr04",54748401,54751792,3392,"-",-5762,2371,37930682,"Sobic.004G196400","Sobic.004G196400.1","Sobic.004G196400.1.p","PF01423","PTHR23338","KOG3428","","K11087","GO:0006396","AT4G02840.1","","Small nuclear ribonucleoprotein family protein","LOC_Os04g39444.1",NA,"LSM domain containing protein, expressed"
"100",145,"NsiI.TP128678","Sobic.003G375000",3,69000501,5,"PS_Y(5)","F116+36088im(5)","HM_1(2)","","GFW_1(2)","FM_50(1)","","CMLM+SUPER(2)MLM+SUPER(3)","","","",0.4086,1.624,1,"Chr03",68988981,68994567,5587,"+",-11520,5934,37914011,"Sobic.003G375000","Sobic.003G375000.1","Sobic.003G375000.1.p","PF00076","PTHR24012,PTHR24012:SF421","KOG0149","","","GO:0003676","AT1G33470.2","","RNA-binding (RRM/RBD/RNP motifs) family protein","LOC_Os01g65550.2",NA,"RNA recognition motif containing protein, putative, expressed"
"101",146,"NsiI.TP128678","Sobic.003G375200",3,69000501,5,"PS_Y(5)","F116+36088im(5)","HM_1(2)","","GFW_1(2)","FM_50(1)","","CMLM+SUPER(2)MLM+SUPER(3)","","","",0.4086,1.624,1,"Chr03",68999883,69007574,7692,"+",-618,-7073,37912476,"Sobic.003G375200","Sobic.003G375200.1","Sobic.003G375200.1.p","PF05557","PTHR23168,PTHR23168:SF0","KOG4593","","K06638","GO:0007094","AT5G49880.1","","mitotic checkpoint family protein","LOC_Os01g65580.1",NA,"mitotic checkpoint family protein, putative, expressed"
"102",147,"NsiI.TP128678","Sobic.003G375300",3,69000501,5,"PS_Y(5)","F116+36088im(5)","HM_1(2)","","GFW_1(2)","FM_50(1)","","CMLM+SUPER(2)MLM+SUPER(3)","","","",0.4086,1.624,1,"Chr03",69008000,69010834,2835,"+",7499,-10333,37913234,"Sobic.003G375300","Sobic.003G375300.1","Sobic.003G375300.1.p","PF13334,PF01762","PTHR11214,PTHR11214:SF100","KOG2288","2.4.1.134","","GO:0016020,GO:0008378,GO:0006486","AT1G33430.1","","Galactosyltransferase family protein","LOC_Os01g65590.1",NA,"galactosyltransferase, putative, expressed"
"109",164,"NsiI.TP146169","Sobic.007G090469",7,14058863,2,"PS_Y(2)","F116+36088im(2)","","","GFW_1(2)","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.3284,9.32e-06,1,"Chr07",14031444,14077281,45838,"+",-27419,-18418,37934443,"Sobic.007G090469","Sobic.007G090469.1","Sobic.007G090469.1.p","PF00432","PTHR11764,PTHR11764:SF14","","","","GO:0003824","AT2G07050.1","CAS1","cycloartenol synthase 1","LOC_Os11g18194.1",NA,"cycloartenol synthase, putative, expressed"
"111",168,"NsiI.TP149154","Sobic.007G206500",7,63638573,8,"PS_Y(8)","F96+4814(8)","HD_1(1);HW_1(1);GHW_1(1)","HD_50(1);GHW_50(1);HW_50(1)","FW_1(1)","FD_50(1)","","","","","ISIS EM-BLASSO(8)",0.4062,6.337,3,"Chr07",63627674,63631210,3537,"+",-10899,7363,37934466,"Sobic.007G206500","Sobic.007G206500.3","Sobic.007G206500.3.p","PF00685","PTHR11783,PTHR11783:SF68","KOG1584","","","GO:0008146","AT3G45070.1","","P-loop containing nucleoside triphosphate hydrolases superfamily protein","LOC_Os08g40380.1",NA,"sulfotransferase domain containing protein, expressed"
"113",170,"NsiI.TP149154","Sobic.007G206550",7,63638573,8,"PS_Y(8)","F96+4814(8)","HD_1(1);HW_1(1);GHW_1(1)","HD_50(1);GHW_50(1);HW_50(1)","FW_1(1)","FD_50(1)","","","","","ISIS EM-BLASSO(8)",0.4062,6.337,1,"Chr07",63631573,63632172,600,"-",-7000,6401,37934081,"Sobic.007G206550","Sobic.007G206550.1","Sobic.007G206550.1.p","PF00651","PTHR24413,PTHR24413:SF136","","","","GO:0005515","AT3G06190.1","ATBPM2,BPM2","BTB-POZ and MATH domain 2","LOC_Os08g41220.1",NA,"BTB/POZ domain containing protein, expressed"
"114",171,"NsiI.TP149154","Sobic.007G206700",7,63638573,8,"PS_Y(8)","F96+4814(8)","HD_1(1);HW_1(1);GHW_1(1)","HD_50(1);GHW_50(1);HW_50(1)","FW_1(1)","FD_50(1)","","","","","ISIS EM-BLASSO(8)",0.4062,6.337,1,"Chr07",63635388,63638111,2724,"-",-3185,462,37937118,"Sobic.007G206700","Sobic.007G206700.1","Sobic.007G206700.1.p","PF07714,PF00139","PTHR27007,PTHR27007:SF48","KOG1187","2.7.11.1","","GO:0006468,GO:0004672,GO:0030246","AT5G06740.1","","Concanavalin A-like lectin protein kinase family protein","LOC_Os08g40280.1",NA,"lectin-like protein kinase, putative, expressed"
"115",172,"NsiI.TP149154","Sobic.007G206800",7,63638573,8,"PS_Y(8)","F96+4814(8)","HD_1(1);HW_1(1);GHW_1(1)","HD_50(1);GHW_50(1);HW_50(1)","FW_1(1)","FD_50(1)","","","","","ISIS EM-BLASSO(8)",0.4062,6.337,1,"Chr07",63643468,63646666,3199,"-",4895,-8093,37934996,"Sobic.007G206800","Sobic.007G206800.1","Sobic.007G206800.1.p","PF00069,PF00139","PTHR27007,PTHR27007:SF34","KOG1187","2.7.11.1","","GO:0006468,GO:0005524,GO:0004672,GO:0030246","AT5G06740.1","","Concanavalin A-like lectin protein kinase family protein","LOC_Os08g40270.1",NA,"lectin-like protein kinase, putative, expressed"
"116",173,"NsiI.TP150749","Sobic.003G380300",3,69413427,3,"PS_N(1)PS_Y(2)","F116+36088im(3)","","HM_50(1)","","FM_50(1)","fprinW(1)","","","FASTmrMLM(1)","ISIS EM-BLASSO(1);pLARmEB(1)",0.1293,0.916,1,"Chr03",69402871,69406131,3261,"-",-10556,7296,37913661,"Sobic.003G380300","Sobic.003G380300.1","Sobic.003G380300.1.p","PF00034","PTHR11961:SF8,PTHR11961","KOG3453","","K08738","GO:0009055,GO:0020037","AT4G10040.1","CYTC-2","cytochrome c-2","LOC_Os05g34770.1",NA,"cytochrome c, putative, expressed"
"125",190,"NsiI.TP152677","Sobic.003G006833",3,602439,29,"PS_Y(29)","F116+36088im(29)","HD_1(2);HW_1(2);GHW_1(2);HM_1(1)","HD_50(2);GHW_50(2);HW_50(1)","FD_1(2);FW_1(2);GFW_1(2)","FD_50(1);FW_50(2);GFW_50(2);FM_50(2)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(15)MLM+SUPER(14)","","","",0.1209,0.7564,1,"Chr03",603565,609058,5494,"+",1126,-6619,37915013,"Sobic.003G006833","Sobic.003G006833.1","Sobic.003G006833.1.p","PF00013,PF10469","PTHR13360,PTHR13360:SF1","KOG2814","3.5.1.1","","GO:0003723","AT3G16230.3","","Predicted eukaryotic LigT","LOC_Os01g13100.1",NA,"KH domain containing protein, putative, expressed"
"128",195,"NsiI.TP154359","Sobic.001G345100",1,63371844,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.2417,1.359,1,"Chr01",63364256,63377321,13066,"+",-7588,-5477,37940795,"Sobic.001G345100","Sobic.001G345100.1","Sobic.001G345100.1.p","PF01363,PF00118,PF01504","PTHR11353,PTHR11353:SF98","","2.7.1.150","K00921","GO:0046872,GO:0005524,GO:0046488,GO:0016307","AT3G14270.1","FAB1B","phosphatidylinositol-4-phosphate 5-kinase family protein","LOC_Os03g28140.1",NA,"1-phosphatidylinositol-4-phosphate 5-kinase/ zinc ion binding protein, putative, expressed"
"129",196,"NsiI.TP15605","Sobic.001G086000",1,6652808,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.1508,0.1045,1,"Chr01",6659857,6663478,3622,"+",7049,-10670,37938363,"Sobic.001G086000","Sobic.001G086000.1","Sobic.001G086000.1.p","PF04833","PTHR31673,PTHR31673:SF3","","","","GO:0031225,GO:0016049,GO:0010215","AT5G60920.1","COB","COBRA-like extracellular glycosyl-phosphatidyl inositol-anchored protein family","LOC_Os05g32110.1",NA,"COBRA, putative, expressed"
"130",197,"NsiI.TP15605","Sobic.001G085800",1,6652808,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.1508,0.1045,1,"Chr01",6641373,6645421,4049,"-",-11435,7387,37943413,"Sobic.001G085800","Sobic.001G085800.1","Sobic.001G085800.1.p","PF00400","PTHR22840","KOG0640","","K14406","GO:0005515","AT5G60940.1","","Transducin/WD40 repeat-like superfamily protein","LOC_Os03g54770.1",NA,"WD domain, G-beta repeat domain containing protein, expressed"
"132",202,"NsiI.TP156560","Sobic.001G455800",1,73170217,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(1)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.265,1.78,1,"Chr01",73174399,73181235,6837,"+",4182,-11018,37940377,"Sobic.001G455800","Sobic.001G455800.1","Sobic.001G455800.1.p","PF01588,PF09334","PTHR11946,PTHR11946:SF78","","6.1.1.10","K01874","GO:0000049,GO:0006418,GO:0005524,GO:0004812,GO:0000166","AT4G13780.1","","methionine--tRNA ligase, putative / methionyl-tRNA synthetase, putative / MetRS, putative","LOC_Os06g31210.1",NA,"methionyl-tRNA synthetase, putative, expressed"
"134",209,"NsiI.TP156560","Sobic.001G455700",1,73170217,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(1)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.265,1.78,1,"Chr01",73164560,73170582,6023,"-",-5657,-365,37942282,"Sobic.001G455700","Sobic.001G455700.1","Sobic.001G455700.1.p","PF07058","PTHR31246,PTHR31246:SF5","","","","GO:0008017,GO:0007010","AT1G24764.1","ATMAP70-2,MAP70-2","microtubule-associated proteins 70-2","LOC_Os03g11650.1",NA,"ATMAP70 protein, putative, expressed"
"135",211,"NsiI.TP159695","Sobic.006G236700",6,57820247,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.172,2.329,2,"Chr06",57815633,57820884,5252,"-",-4614,-637,37948341,"Sobic.006G236700","Sobic.006G236700.2","Sobic.006G236700.2.p","PF00664,PF00005","PTHR24221,PTHR24221:SF149","","3.6.3.44","","GO:0055085,GO:0042626,GO:0016021,GO:0006810,GO:0005524,GO:0016887","AT3G28860.1","ABCB19,ATABCB19,ATMDR1,ATMDR11,ATPGP19,MDR1,MDR11,PGP19","ATP binding cassette subfamily B19","LOC_Os04g38570.1",NA,"multidrug resistance protein, putative, expressed"
"136",215,"NsiI.TP166838","Sobic.003G270500",3,60735782,20,"PS_Y(20)","F116+36088im(20)","HD_1(1);HW_1(1);GHW_1(2)","HW_50(1)","FD_1(1);FW_1(1);GFW_1(2)","FD_50(1);FW_50(2);GFW_50(2);FM_50(2)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(11)MLM+SUPER(9)","","","",0.346,3.291,1,"Chr03",60723789,60728310,4522,"+",-11993,7472,37914172,"Sobic.003G270500","Sobic.003G270500.1","Sobic.003G270500.1.p","PF00348","PTHR11525,PTHR11525:SF5","KOG0711","2.5.1.29,2.5.1.10","K00787","GO:0008299","AT5G47770.1","FPS1","farnesyl diphosphate synthase 1","LOC_Os01g50760.1",NA,"polyprenyl synthetase, putative, expressed"
"138",217,"NsiI.TP166838","Sobic.003G270800",3,60735782,20,"PS_Y(20)","F116+36088im(20)","HD_1(1);HW_1(1);GHW_1(2)","HW_50(1)","FD_1(1);FW_1(1);GFW_1(2)","FD_50(1);FW_50(2);GFW_50(2);FM_50(2)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(11)MLM+SUPER(9)","","","",0.346,3.291,1,"Chr03",60744743,60746865,2123,"+",8961,-11083,37915565,"Sobic.003G270800","Sobic.003G270800.1","Sobic.003G270800.1.p","PF07690","PTHR23515,PTHR23515:SF3","KOG2533","","K02575","GO:0055085,GO:0016021","AT1G12940.1","ATNRT2.5,NRT2.5","nitrate transporter2.5","LOC_Os01g50820.1",NA,"transporter, major facilitator family, putative, expressed"
"140",219,"NsiI.TP166838","Sobic.003G270700",3,60735782,20,"PS_Y(20)","F116+36088im(20)","HD_1(1);HW_1(1);GHW_1(2)","HW_50(1)","FD_1(1);FW_1(1);GFW_1(2)","FD_50(1);FW_50(2);GFW_50(2);FM_50(2)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(11)MLM+SUPER(9)","","","",0.346,3.291,1,"Chr03",60737734,60738969,1236,"-",1952,-3187,37914779,"Sobic.003G270700","Sobic.003G270700.1","Sobic.003G270700.1.p","PF04043","PTHR31707,PTHR31707:SF51","","","","GO:0004857","AT3G36659.1","","Plant invertase/pectin methylesterase inhibitor superfamily protein","LOC_Os01g50810.1",NA,"invertase/pectin methylesterase inhibitor family protein, putative, expressed"
"143",222,"NsiI.TP167396","Sobic.002G399200",2,75013814,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","CMLM+SUPER(1)","","","",0.4767,7.559,1,"Chr02",75021684,75026647,4964,"+",7870,-12833,37950296,"Sobic.002G399200","Sobic.002G399200.1","Sobic.002G399200.1.p","PF04851,PF00271","PTHR24031,PTHR24031:SF336","KOG0344","3.6.4.13","K14779","GO:0016787,GO:0005524,GO:0003677","AT3G09720.1","","P-loop containing nucleoside triphosphate hydrolases superfamily protein","LOC_Os07g45360.1",NA,"DEAD/DEAH box helicase domain containing protein, expressed"
"145",229,"NsiI.TP167396","Sobic.002G399100",2,75013814,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","CMLM+SUPER(1)","","","",0.4767,7.559,1,"Chr02",75015809,75021567,5759,"-",1995,-7753,37951783,"Sobic.002G399100","Sobic.002G399100.1","Sobic.002G399100.1.p","PF13920,PF12483","PTHR12183,PTHR12183:SF18","KOG1571","6.3.2.19","K15688","GO:0007005,GO:0004842","AT1G63900.1","","E3 Ubiquitin ligase family protein","LOC_Os07g45350.2",NA,"zinc finger, RING-type, putative, expressed"
"146",232,"NsiI.TP169322","Sobic.005G231500",5,71759480,13,"PS_Y(13)","F116+36088im(13)","GHW_1(2);HM_1(2)","","GFW_1(2);FM_1(2)","FD_50(1);GFW_50(2)","fprind(1);fprinGW(1)","CMLM+SUPER(8)MLM+SUPER(5)","","","",0.3539,3.683,1,"Chr05",71754663,71757168,2506,"-",-4817,2312,37923876,"Sobic.005G231500","Sobic.005G231500.1","Sobic.005G231500.1.p","PF00004","PTHR32429,PTHR32429:SF8","KOG0651","","","GO:0005524","AT2G39730.2","RCA","rubisco activase","LOC_Os11g47970.1",NA,"AAA-type ATPase family protein, putative, expressed"
"147",233,"NsiI.TP169322","Sobic.005G231600",5,71759480,13,"PS_Y(13)","F116+36088im(13)","GHW_1(2);HM_1(2)","","GFW_1(2);FM_1(2)","FD_50(1);GFW_50(2)","fprind(1);fprinGW(1)","CMLM+SUPER(8)MLM+SUPER(5)","","","",0.3539,3.683,1,"Chr05",71760176,71762262,2087,"-",696,-2782,37923260,"Sobic.005G231600","Sobic.005G231600.1","Sobic.005G231600.1.p","PF00004","PTHR32429,PTHR32429:SF8","KOG0651","","","GO:0005524","AT2G39730.1","RCA","rubisco activase","LOC_Os11g47970.1",NA,"AAA-type ATPase family protein, putative, expressed"
"148",234,"NsiI.TP169977","Sobic.001G320900",1,60857389,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.08515,9.931,2,"Chr01",60859755,60862432,2678,"-",2366,-5043,37941668,"Sobic.001G320900","Sobic.001G320900.2","Sobic.001G320900.2.p","PF01554","PTHR11206,PTHR11206:SF157","","","","GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855","AT1G58340.1","ZF14","MATE efflux family protein","LOC_Os10g37920.1",NA,"MATE efflux family protein, putative, expressed"
"149",236,"NsiI.TP171370","Sobic.001G226000",1,21618374,3,"PS_Y(3)","F116+36088im(3)","","","GFW_1(1)","FD_50(1)","fprind(1)","MLM+SUPER(3)","","","",0.2537,0.02049,1,"Chr01",21606961,21616792,9832,"+",-11413,1582,37942470,"Sobic.001G226000","Sobic.001G226000.1","Sobic.001G226000.1.p","PF00400,PF08606","PTHR22840","","","K10599","GO:0005515","AT1G04510.1","MAC3A","MOS4-associated  complex 3A","LOC_Os10g32880.1",NA,"WD domain, G-beta repeat domain containing protein, expressed"
"150",237,"NsiI.TP171370","Sobic.001G226100",1,21618374,3,"PS_Y(3)","F116+36088im(3)","","","GFW_1(1)","FD_50(1)","fprind(1)","MLM+SUPER(3)","","","",0.2537,0.02049,1,"Chr01",21621902,21623726,1825,"+",3528,-5352,37944917,"Sobic.001G226100","Sobic.001G226100.1","Sobic.001G226100.1.p","PF03946,PF00298","PTHR11661,PTHR11661:SF1","KOG3257","","K02867","GO:0006412,GO:0005840,GO:0003735","AT4G35490.1","MRPL11","mitochondrial ribosomal protein L11","LOC_Os10g32870.1",NA,"L11 domain containing ribosomal protein, putative, expressed"
"152",245,"NsiI.TP17176","Sobic.004G201100",4,55259103,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.08927,1.479,1,"Chr04",55261683,55264545,2863,"-",2580,-5442,37930341,"Sobic.004G201100","Sobic.004G201100.1","Sobic.004G201100.1.p","PF00067","PTHR24298,PTHR24298:SF104","KOG0156","1.14.13.21","K05280","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT5G07990.1","CYP75B1,D501,TT7","Cytochrome P450 superfamily protein","LOC_Os10g17260.1",NA,"cytochrome P450, putative, expressed"
"153",246,"NsiI.TP172212","Sobic.001G389300",1,67605060,8,"PS_Y(8)","F116+36088im(8)","GHW_1(2);HM_1(1)","","GFW_1(2)","FW_50(1);GFW_50(2)","","CMLM+SUPER(3)MLM+SUPER(5)","","","",0.3031,0.2521,1,"Chr01",67599333,67603108,3776,"-",-5727,1952,37942236,"Sobic.001G389300","Sobic.001G389300.1","Sobic.001G389300.1.p","PF12937","PTHR31215,PTHR31215:SF5","","","","GO:0005515","AT5G46170.1","","F-box family protein","LOC_Os03g20500.1",NA,"OsFBX82 - F-box domain containing protein, expressed"
"156",252,"NsiI.TP174370","Sobic.001G086500",1,6704694,5,"PS_Y(5)","F116+36088im(5)","GHW_1(2);HM_1(1)","","GFW_1(1)","","fprinGW(1)","CMLM+SUPER(1)MLM+SUPER(4)","","","",0.4142,0.6057,1,"Chr01",6699580,6708049,8470,"+",-5114,-3355,37942251,"Sobic.001G086500","Sobic.001G086500.1","Sobic.001G086500.1.p","PF00319,PF01486","PTHR11945,PTHR11945:SF218","KOG0014","","K09264","GO:0046983,GO:0003677,GO:0006355,GO:0005634,GO:0003700","AT1G69120.1","AGL7,AP1","K-box region and MADS-box transcription factor family protein ","LOC_Os03g54160.2",NA,"OsMADS14 - MADS-box family gene with MIKCc type-box, expressed"
"160",257,"NsiI.TP176730","Sobic.004G219900",4,56998426,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.1303,1.02e-05,1,"Chr04",56987603,56989088,1486,"+",-10823,9338,37930023,"Sobic.004G219900","Sobic.004G219900.1","Sobic.004G219900.1.p","PF07714","PTHR24349,PTHR24349:SF136","KOG0032","2.7.11.1","","GO:0006468,GO:0004672","AT1G08650.1","ATPPCK1,PPCK1","phosphoenolpyruvate carboxylase kinase 1","LOC_Os02g41580.1",NA,"CAMK_CAMK_like.14 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
"161",258,"NsiI.TP176730","Sobic.004G220101",4,56998426,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.1303,1.02e-05,1,"Chr04",57007748,57009589,1842,"+",9322,-11163,37933678,"Sobic.004G220101","Sobic.004G220101.1","Sobic.004G220101.1.p","PF00098","PTHR23002,PTHR23002:SF63","","3.6.4.13","","GO:0008270,GO:0003676","AT3G43590.1","","zinc knuckle (CCHC-type) family protein","LOC_Os04g45890.1",NA,"retrotransposon protein, putative, unclassified, expressed"
"165",267,"NsiI.TP183334","Sobic.002G138400",2,21523636,1,"PS_Y(1)","F116+36088im(1)","","","FM_1(1)","","","CMLM+SUPER(1)","","","",0.09987,0.09499,1,"Chr02",21521529,21522545,1017,"+",-2107,1091,37954095,"Sobic.002G138400","Sobic.002G138400.1","Sobic.002G138400.1.p","PF01095","PTHR31321,PTHR31321:SF24","","3.1.1.11","K01051","GO:0042545,GO:0030599,GO:0005618","AT2G36710.1","","Pectin lyase-like superfamily protein","LOC_Os09g39760.1",NA,"pectinesterase, putative, expressed"
"169",280,"NsiI.TP194619","Sobic.006G200800",6,55228277,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.1238,7.021,1,"Chr06",55218477,55222839,4363,"-",-9800,5438,37948764,"Sobic.006G200800","Sobic.006G200800.1","Sobic.006G200800.1.p","PF00485","PTHR10285,PTHR10285:SF74","","2.7.1.19","K00855","GO:0016301,GO:0008152,GO:0005524","AT1G32060.1","PRK","phosphoribulokinase","LOC_Os02g47020.1",NA,"phosphoribulokinase/Uridine kinase family protein, expressed"
"170",281,"NsiI.TP194619","Sobic.006G200901",6,55228277,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.1238,7.021,1,"Chr06",55225137,55228301,3165,"-",-3140,-24,37948469,"Sobic.006G200901","Sobic.006G200901.1","Sobic.006G200901.1.p","PF04144","PTHR10687,PTHR10687:SF23","KOG3088","","","GO:0016021,GO:0015031","AT1G32050.1","","SCAMP family protein","LOC_Os04g50890.1",NA,"secretory carrier-associated membrane protein, putative, expressed"
"174",285,"NsiI.TP195045","Sobic.001G497300",1,76748463,2,"PS_Y(2)","F116+36088im(2)","HM_1(1)","","GFW_1(1)","","","MLM+SUPER(2)","","","",0.4752,2.318,1,"Chr01",76733239,76741594,8356,"-",-15224,6869,37941211,"Sobic.001G497300","Sobic.001G497300.1","Sobic.001G497300.1.p","PF07714,PF14381","PTHR23257,PTHR23257:SF335","KOG0192","2.7.11.1","","GO:0006468,GO:0004672","AT1G08720.1","ATEDR1,EDR1","Protein kinase superfamily protein","LOC_Os03g06410.1",NA,"protein kinase domain containing protein, expressed"
