,SNP,Gene,chr,start,end,width,strand,dis_start.positon,dis_positon.end
2957,PstI.TP182059,NA,NA,NA,NA,NA,NA,,
2971,PstI.TP187918,NA,NA,NA,NA,NA,NA,,
2981,PstI.TP189070,NA,NA,NA,NA,NA,NA,,
2988,PstI.TP191473,NA,NA,NA,NA,NA,NA,,
2989,PstI.TP192620,NA,NA,NA,NA,NA,NA,,
3020,PstI.TP201653,NA,NA,NA,NA,NA,NA,,
3021,PstI.TP202221,NA,NA,NA,NA,NA,NA,,
3038,PstI.TP204138,NA,NA,NA,NA,NA,NA,,
3039,PstI.TP204901,NA,NA,NA,NA,NA,NA,,
3055,PstI.TP21082,NA,NA,NA,NA,NA,NA,,
3067,PstI.TP212301,NA,NA,NA,NA,NA,NA,,
3068,PstI.TP214793,NA,NA,NA,NA,NA,NA,,
3069,PstI.TP217064,NA,NA,NA,NA,NA,NA,,
3084,PstI.TP218403,NA,NA,NA,NA,NA,NA,,
3095,PstI.TP219629,NA,NA,NA,NA,NA,NA,,
3097,PstI.TP221463,NA,NA,NA,NA,NA,NA,,
3109,PstI.TP225347,NA,NA,NA,NA,NA,NA,,
3137,PstI.TP234053,NA,NA,NA,NA,NA,NA,,
3138,PstI.TP234335,NA,NA,NA,NA,NA,NA,,
3181,PstI.TP248137,NA,NA,NA,NA,NA,NA,,
3229,PstI.TP268577,NA,NA,NA,NA,NA,NA,,
3248,PstI.TP276987,NA,NA,NA,NA,NA,NA,,
3253,PstI.TP27966,NA,NA,NA,NA,NA,NA,,
3260,PstI.TP28147,NA,NA,NA,NA,NA,NA,,
3287,PstI.TP290625,NA,NA,NA,NA,NA,NA,,
3292,PstI.TP292863,NA,NA,NA,NA,NA,NA,,
3293,PstI.TP29396,NA,NA,NA,NA,NA,NA,,
3304,PstI.TP297702,NA,NA,NA,NA,NA,NA,,
3313,PstI.TP300113,NA,NA,NA,NA,NA,NA,,
3327,PstI.TP303420,NA,NA,NA,NA,NA,NA,,
3333,PstI.TP30419,NA,NA,NA,NA,NA,NA,,
3348,PstI.TP309722,NA,NA,NA,NA,NA,NA,,
3373,PstI.TP316438,NA,NA,NA,NA,NA,NA,,
3377,PstI.TP319062,NA,NA,NA,NA,NA,NA,,
3390,PstI.TP319778,NA,NA,NA,NA,NA,NA,,
3391,PstI.TP320216,NA,NA,NA,NA,NA,NA,,
3392,PstI.TP323198,NA,NA,NA,NA,NA,NA,,
3393,PstI.TP323391,NA,NA,NA,NA,NA,NA,,
3432,PstI.TP333031,NA,NA,NA,NA,NA,NA,,
3437,PstI.TP336323,NA,NA,NA,NA,NA,NA,,
3449,PstI.TP344604,NA,NA,NA,NA,NA,NA,,
3478,PstI.TP355533,NA,NA,NA,NA,NA,NA,,
3484,PstI.TP360233,NA,NA,NA,NA,NA,NA,,
3498,PstI.TP365432,NA,NA,NA,NA,NA,NA,,
3499,PstI.TP366392,NA,NA,NA,NA,NA,NA,,
3500,PstI.TP366456,NA,NA,NA,NA,NA,NA,,
3509,PstI.TP366962,NA,NA,NA,NA,NA,NA,,
3510,PstI.TP367568,NA,NA,NA,NA,NA,NA,,
3559,PstI.TP377694,NA,NA,NA,NA,NA,NA,,
3571,PstI.TP386442,NA,NA,NA,NA,NA,NA,,
3572,PstI.TP38986,NA,NA,NA,NA,NA,NA,,
3580,PstI.TP394317,NA,NA,NA,NA,NA,NA,,
3587,PstI.TP396662,NA,NA,NA,NA,NA,NA,,
3621,PstI.TP410532,NA,NA,NA,NA,NA,NA,,
3627,PstI.TP411518,NA,NA,NA,NA,NA,NA,,
3631,PstI.TP414184,NA,NA,NA,NA,NA,NA,,
3641,PstI.TP417668,NA,NA,NA,NA,NA,NA,,
3674,PstI.TP43003,NA,NA,NA,NA,NA,NA,,
3678,PstI.TP434247,NA,NA,NA,NA,NA,NA,,
3679,PstI.TP437620,NA,NA,NA,NA,NA,NA,,
3680,PstI.TP437672,NA,NA,NA,NA,NA,NA,,
3687,PstI.TP438663,NA,NA,NA,NA,NA,NA,,
3689,PstI.TP440570,NA,NA,NA,NA,NA,NA,,
3710,PstI.TP444076,NA,NA,NA,NA,NA,NA,,
3714,PstI.TP445836,NA,NA,NA,NA,NA,NA,,
3728,PstI.TP453580,NA,NA,NA,NA,NA,NA,,
3730,PstI.TP460830,NA,NA,NA,NA,NA,NA,,
3731,PstI.TP465891,NA,NA,NA,NA,NA,NA,,
3749,PstI.TP474063,NA,NA,NA,NA,NA,NA,,
3750,PstI.TP474961,NA,NA,NA,NA,NA,NA,,
3754,PstI.TP47535,NA,NA,NA,NA,NA,NA,,
3777,PstI.TP478241,NA,NA,NA,NA,NA,NA,,
3786,PstI.TP480563,NA,NA,NA,NA,NA,NA,,
3810,PstI.TP490102,NA,NA,NA,NA,NA,NA,,
3816,PstI.TP490779,NA,NA,NA,NA,NA,NA,,
3817,PstI.TP491452,NA,NA,NA,NA,NA,NA,,
3821,PstI.TP492157,NA,NA,NA,NA,NA,NA,,
3842,PstI.TP497572,NA,NA,NA,NA,NA,NA,,
3843,PstI.TP498475,NA,NA,NA,NA,NA,NA,,
3844,PstI.TP50012,NA,NA,NA,NA,NA,NA,,
3848,PstI.TP504045,NA,NA,NA,NA,NA,NA,,
3849,PstI.TP507073,NA,NA,NA,NA,NA,NA,,
3850,PstI.TP51079,NA,NA,NA,NA,NA,NA,,
3859,PstI.TP515539,NA,NA,NA,NA,NA,NA,,
3860,PstI.TP51884,NA,NA,NA,NA,NA,NA,,
3866,PstI.TP521411,NA,NA,NA,NA,NA,NA,,
3870,PstI.TP525648,NA,NA,NA,NA,NA,NA,,
3871,PstI.TP527171,NA,NA,NA,NA,NA,NA,,
3908,PstI.TP538261,NA,NA,NA,NA,NA,NA,,
3909,PstI.TP539015,NA,NA,NA,NA,NA,NA,,
3921,PstI.TP54210,NA,NA,NA,NA,NA,NA,,
3923,PstI.TP543485,NA,NA,NA,NA,NA,NA,,
3936,PstI.TP547988,NA,NA,NA,NA,NA,NA,,
3937,PstI.TP54867,NA,NA,NA,NA,NA,NA,,
3947,PstI.TP552710,NA,NA,NA,NA,NA,NA,,
3949,PstI.TP5684,NA,NA,NA,NA,NA,NA,,
3975,PstI.TP573755,NA,NA,NA,NA,NA,NA,,
3976,PstI.TP574024,NA,NA,NA,NA,NA,NA,,
3994,PstI.TP582448,NA,NA,NA,NA,NA,NA,,
4014,PstI.TP588220,NA,NA,NA,NA,NA,NA,,
4015,PstI.TP588590,NA,NA,NA,NA,NA,NA,,
4016,PstI.TP588782,NA,NA,NA,NA,NA,NA,,
4019,PstI.TP591101,NA,NA,NA,NA,NA,NA,,
4036,PstI.TP605931,NA,NA,NA,NA,NA,NA,,
4042,PstI.TP607810,NA,NA,NA,NA,NA,NA,,
4043,PstI.TP609049,NA,NA,NA,NA,NA,NA,,
4058,PstI.TP619468,NA,NA,NA,NA,NA,NA,,
4063,PstI.TP620357,NA,NA,NA,NA,NA,NA,,
4064,PstI.TP621310,NA,NA,NA,NA,NA,NA,,
4099,PstI.TP629726,NA,NA,NA,NA,NA,NA,,
4115,PstI.TP631982,NA,NA,NA,NA,NA,NA,,
4116,PstI.TP632245,NA,NA,NA,NA,NA,NA,,
4122,PstI.TP636784,NA,NA,NA,NA,NA,NA,,
4156,PstI.TP642281,NA,NA,NA,NA,NA,NA,,
4164,PstI.TP643842,NA,NA,NA,NA,NA,NA,,
4165,PstI.TP64429,NA,NA,NA,NA,NA,NA,,
4166,PstI.TP644437,NA,NA,NA,NA,NA,NA,,
4167,PstI.TP648569,NA,NA,NA,NA,NA,NA,,
4187,PstI.TP652759,NA,NA,NA,NA,NA,NA,,
4191,PstI.TP65497,NA,NA,NA,NA,NA,NA,,
4209,PstI.TP662789,NA,NA,NA,NA,NA,NA,,
4210,PstI.TP663014,NA,NA,NA,NA,NA,NA,,
4219,PstI.TP666982,NA,NA,NA,NA,NA,NA,,
4242,PstI.TP681216,NA,NA,NA,NA,NA,NA,,
4249,PstI.TP684381,NA,NA,NA,NA,NA,NA,,
4250,PstI.TP685319,NA,NA,NA,NA,NA,NA,,
4251,PstI.TP687504,NA,NA,NA,NA,NA,NA,,
4269,PstI.TP68941,NA,NA,NA,NA,NA,NA,,
4276,PstI.TP692748,NA,NA,NA,NA,NA,NA,,
4277,PstI.TP693499,NA,NA,NA,NA,NA,NA,,
4289,PstI.TP698613,NA,NA,NA,NA,NA,NA,,
4290,PstI.TP698973,NA,NA,NA,NA,NA,NA,,
4352,PstI.TP712711,NA,NA,NA,NA,NA,NA,,
4360,PstI.TP714290,NA,NA,NA,NA,NA,NA,,
4388,PstI.TP726235,NA,NA,NA,NA,NA,NA,,
4394,PstI.TP730477,NA,NA,NA,NA,NA,NA,,
4404,PstI.TP733510,NA,NA,NA,NA,NA,NA,,
4417,PstI.TP736465,NA,NA,NA,NA,NA,NA,,
4424,PstI.TP737962,NA,NA,NA,NA,NA,NA,,
4425,PstI.TP73847,NA,NA,NA,NA,NA,NA,,
4426,PstI.TP738688,NA,NA,NA,NA,NA,NA,,
4449,PstI.TP746004,NA,NA,NA,NA,NA,NA,,
4450,PstI.TP747313,NA,NA,NA,NA,NA,NA,,
4452,PstI.TP748481,NA,NA,NA,NA,NA,NA,,
4460,PstI.TP752309,NA,NA,NA,NA,NA,NA,,
4469,PstI.TP75401,NA,NA,NA,NA,NA,NA,,
4470,PstI.TP754021,NA,NA,NA,NA,NA,NA,,
4471,PstI.TP760074,NA,NA,NA,NA,NA,NA,,
4482,PstI.TP762971,NA,NA,NA,NA,NA,NA,,
4483,PstI.TP764114,NA,NA,NA,NA,NA,NA,,
4523,PstI.TP772842,NA,NA,NA,NA,NA,NA,,
4558,PstI.TP785259,NA,NA,NA,NA,NA,NA,,
4577,PstI.TP793039,NA,NA,NA,NA,NA,NA,,
4578,PstI.TP793469,NA,NA,NA,NA,NA,NA,,
4580,PstI.TP795437,NA,NA,NA,NA,NA,NA,,
4593,PstI.TP803702,NA,NA,NA,NA,NA,NA,,
4594,PstI.TP804124,NA,NA,NA,NA,NA,NA,,
4595,PstI.TP806728,NA,NA,NA,NA,NA,NA,,
4608,PstI.TP815540,NA,NA,NA,NA,NA,NA,,
4624,PstI.TP81983,NA,NA,NA,NA,NA,NA,,
4634,PstI.TP823292,NA,NA,NA,NA,NA,NA,,
4635,PstI.TP825325,NA,NA,NA,NA,NA,NA,,
4638,PstI.TP829377,NA,NA,NA,NA,NA,NA,,
4642,PstI.TP833447,NA,NA,NA,NA,NA,NA,,
4643,PstI.TP836173,NA,NA,NA,NA,NA,NA,,
4650,PstI.TP836762,NA,NA,NA,NA,NA,NA,,
4658,PstI.TP842010,NA,NA,NA,NA,NA,NA,,
4667,PstI.TP84350,NA,NA,NA,NA,NA,NA,,
4668,PstI.TP844026,NA,NA,NA,NA,NA,NA,,
4669,PstI.TP846031,NA,NA,NA,NA,NA,NA,,
4670,PstI.TP84606,NA,NA,NA,NA,NA,NA,,
4678,PstI.TP849015,NA,NA,NA,NA,NA,NA,,
4682,PstI.TP850999,NA,NA,NA,NA,NA,NA,,
4705,PstI.TP854160,NA,NA,NA,NA,NA,NA,,
4714,PstI.TP86184,NA,NA,NA,NA,NA,NA,,
4719,PstI.TP862456,NA,NA,NA,NA,NA,NA,,
4724,PstI.TP865711,NA,NA,NA,NA,NA,NA,,
4725,PstI.TP865965,NA,NA,NA,NA,NA,NA,,
4726,PstI.TP867146,NA,NA,NA,NA,NA,NA,,
4727,PstI.TP867312,NA,NA,NA,NA,NA,NA,,
4730,PstI.TP87397,NA,NA,NA,NA,NA,NA,,
4731,PstI.TP874146,NA,NA,NA,NA,NA,NA,,
4744,PstI.TP878450,NA,NA,NA,NA,NA,NA,,
4745,PstI.TP87872,NA,NA,NA,NA,NA,NA,,
4747,PstI.TP879786,NA,NA,NA,NA,NA,NA,,
4748,PstI.TP885027,NA,NA,NA,NA,NA,NA,,
4751,PstI.TP89282,NA,NA,NA,NA,NA,NA,,
4754,PstI.TP896950,NA,NA,NA,NA,NA,NA,,
4755,PstI.TP897375,NA,NA,NA,NA,NA,NA,,
4765,PstI.TP908218,NA,NA,NA,NA,NA,NA,,
4778,PstI.TP913158,NA,NA,NA,NA,NA,NA,,
4785,PstI.TP919648,NA,NA,NA,NA,NA,NA,,
4786,PstI.TP921767,NA,NA,NA,NA,NA,NA,,
4787,PstI.TP9218,NA,NA,NA,NA,NA,NA,,
4804,PstI.TP9255,NA,NA,NA,NA,NA,NA,,
4808,PstI.TP926161,NA,NA,NA,NA,NA,NA,,
4831,PstI.TP936322,NA,NA,NA,NA,NA,NA,,
4836,PstI.TP937371,NA,NA,NA,NA,NA,NA,,
4840,PstI.TP937847,NA,NA,NA,NA,NA,NA,,
4841,PstI.TP938416,NA,NA,NA,NA,NA,NA,,
4845,PstI.TP939825,NA,NA,NA,NA,NA,NA,,
4857,PstI.TP941024,NA,NA,NA,NA,NA,NA,,
4871,PstI.TP947829,NA,NA,NA,NA,NA,NA,,
4880,PstI.TP94935,NA,NA,NA,NA,NA,NA,,
4881,PstI.TP949560,NA,NA,NA,NA,NA,NA,,
4912,PstI.TP96410,NA,NA,NA,NA,NA,NA,,
4913,PstI.TP968463,NA,NA,NA,NA,NA,NA,,
4926,PstI.TP969692,NA,NA,NA,NA,NA,NA,,
4932,PstI.TP976336,NA,NA,NA,NA,NA,NA,,
4949,PstI.TP97986,NA,NA,NA,NA,NA,NA,,
4959,PstI.TP983069,NA,NA,NA,NA,NA,NA,,
4968,PstI.TP989816,NA,NA,NA,NA,NA,NA,,
4969,PstI.TP990430,NA,NA,NA,NA,NA,NA,,
4978,PstI.TP991542,NA,NA,NA,NA,NA,NA,,
4996,PstI.TP996140,NA,NA,NA,NA,NA,NA,,
1,GFk45ctg179201_418,Sobic.004G134200.1,Chr04,22556949,22575455,18507,-,-2234,-16272
2,GFSSContig11377_769,Sobic.001G016900.3,Chr01,1467448,1471602,4155,+,-14032,9878
3,GFSSContig11377_769,Sobic.001G016900.1,Chr01,1467448,1473628,6181,+,-14032,7852
4,GFSSContig11377_769,Sobic.001G016900.2,Chr01,1467448,1473628,6181,+,-14032,7852
5,GFSSContig11377_769,Sobic.001G016900.4,Chr01,1467448,1473628,6181,+,-14032,7852
6,GFSSContig11377_769,Sobic.001G017100.2,Chr01,1477012,1479956,2945,+,-4468,1524
7,GFSSContig11377_769,Sobic.001G017100.5,Chr01,1477229,1479956,2728,+,-4251,1524
8,GFSSContig11377_769,Sobic.001G017100.4,Chr01,1477251,1479956,2706,+,-4229,1524
9,GFSSContig11377_769,Sobic.001G017200.1,Chr01,1480415,1485939,5525,+,-1065,-4459
10,GFSSContig11377_769,Sobic.001G017000.1,Chr01,1473135,1474616,1482,-,-8345,6864
11,GFSSContig11377_769,Sobic.001G017300.1,Chr01,1486492,1491239,4748,-,5012,-9759
12,GFSSContig11619_923,Sobic.002G249700.1,Chr02,63682208,63685011,2804,+,-4228,1425
13,GFSSContig11619_923,Sobic.002G249600.1,Chr02,63673828,63676586,2759,-,-12608,9850
14,GFSSContig11619_923,Sobic.002G249650.1,Chr02,63678982,63679353,372,-,-7454,7083
15,GFSSContig11619_923,Sobic.002G249800.1,Chr02,63685205,63688420,3216,-,-1231,-1984
16,GFSSContig11619_923,Sobic.002G249900.1,Chr02,63692031,63694541,2511,-,5595,-8105
17,GFSSContig14485_1273,Sobic.001G532600.1,Chr01,79587920,79592040,4121,-,-9681,5561
18,GFSSContig14485_1273,Sobic.001G532600.2,Chr01,79587920,79592040,4121,-,-9681,5561
19,GFSSContig14485_1273,Sobic.001G532600.4,Chr01,79587920,79592040,4121,-,-9681,5561
20,GFSSContig14485_1273,Sobic.001G532600.3,Chr01,79588947,79592040,3094,-,-8654,5561
21,GFSSContig14485_1273,Sobic.001G532700.1,Chr01,79596097,79601102,5006,-,-1504,-3501
22,GFSSContig15044_1090,Sobic.004G086200.1,Chr04,7155714,7166846,11133,+,-9103,-2029
23,GFSSContig15044_1090,Sobic.004G086200.2,Chr04,7155714,7166846,11133,+,-9103,-2029
24,GFSSContig15044_1090,Sobic.004G086200.3,Chr04,7155714,7166856,11143,+,-9103,-2039
25,GFSSContig15044_1090,Sobic.004G086200.4,Chr04,7159428,7166856,7429,+,-5389,-2039
26,GFSSContig15044_1090,Sobic.004G086300.1,Chr04,7169366,7173095,3730,+,4549,-8278
27,GFSSContig16256_300,Sobic.003G062300.1,Chr03,5438686,5444182,5497,+,-15250,9754
28,GFSSContig16256_300,Sobic.003G062400.1,Chr03,5445388,5450448,5061,+,-8548,3488
29,GFSSContig16256_300,Sobic.003G062400.2,Chr03,5445422,5451615,6194,+,-8514,2321
30,GFSSContig16256_300,Sobic.003G062500.1,Chr03,5452782,5454358,1577,+,-1154,-422
31,GFSSContig16256_300,Sobic.003G062500.2,Chr03,5452782,5454358,1577,+,-1154,-422
32,GFSSContig16256_300,Sobic.003G062600.1,Chr03,5457757,5459243,1487,+,3821,-5307
33,GFSSContig16952_694,Sobic.005G109000.1,Chr05,21259432,21261780,2349,-,-948,-1400
34,GFSSContig17419_591,Sobic.010G260300.1,Chr10,59696142,59700239,4098,+,-10826,6729
35,GFSSContig17419_591,Sobic.010G260500.1,Chr10,59706329,59709209,2881,+,-639,-2241
36,GFSSContig17419_591,Sobic.010G260600.1,Chr10,59709324,59713263,3940,+,2356,-6295
37,GFSSContig17419_591,Sobic.010G260400.1,Chr10,59702634,59706098,3465,-,-4334,870
38,GFSSContig18315_975,Sobic.009G187150.1,Chr09,53978163,53980040,1878,+,1218,-3095
39,GFSSContig18315_975,Sobic.009G187100.1,Chr09,53975946,53977915,1970,-,-999,-970
40,GFSSContig18315_975,Sobic.009G187200.1,Chr09,53981394,53983493,2100,-,4449,-6548
41,GFSSContig18315_975,Sobic.009G187300.1,Chr09,53985664,53987371,1708,-,8719,-10426
42,GFSSContig18315_975,Sobic.009G187300.2,Chr09,53985672,53987371,1700,-,8727,-10426
43,GFSSContig18315_975,Sobic.009G187300.3,Chr09,53985681,53987371,1691,-,8736,-10426
44,GFSSContig19146_697,Sobic.002G333800.2,Chr02,70216667,70220765,4099,-,-13244,9146
45,GFSSContig19146_697,Sobic.002G333800.1,Chr02,70217098,70222538,5441,-,-12813,7373
46,GFSSContig19146_697,Sobic.002G333900.1,Chr02,70227888,70231133,3246,-,-2023,-1222
47,GFSSContig19146_697,Sobic.002G334000.1,Chr02,70232865,70236367,3503,-,2954,-6456
48,GFSSContig19146_697,Sobic.002G334100.1,Chr02,70238027,70241354,3328,-,8116,-11443
49,GFSSContig19333_2734,Sobic.004G038900.1,Chr04,3216012,3219779,3768,+,-12791,9024
50,GFSSContig19333_2734,Sobic.004G039000.2,Chr04,3221824,3224808,2985,+,-6979,3995
51,GFSSContig19333_2734,Sobic.004G039200.1,Chr04,3227419,3233511,6093,+,-1384,-4708
52,GFSSContig19333_2734,Sobic.004G039200.2,Chr04,3227419,3233511,6093,+,-1384,-4708
53,GFSSContig19333_2734,Sobic.004G039300.1,Chr04,3234423,3238897,4475,+,5620,-10094
54,GFSSContig19333_2734,Sobic.004G039300.2,Chr04,3234722,3238905,4184,+,5919,-10102
55,GFSSContig19333_2734,Sobic.004G039100.2,Chr04,3225405,3227478,2074,-,-3398,1325
56,GFSSContig3389_148,Sobic.001G092200.1,Chr01,7120670,7129472,8803,+,-11568,2766
57,GFSSContig3389_148,Sobic.001G092200.2,Chr01,7120670,7129472,8803,+,-11568,2766
58,GFSSContig3389_148,Sobic.001G092200.3,Chr01,7120833,7129459,8627,+,-11405,2779
59,GFSSContig3389_148,Sobic.001G092200.4,Chr01,7120833,7129459,8627,+,-11405,2779
60,GFSSContig3389_148,Sobic.001G092250.1,Chr01,7129663,7131337,1675,-,-2575,901
61,GFSSContig3389_148,Sobic.001G092300.1,Chr01,7131639,7134325,2687,-,-599,-2087
62,GFSSContig3389_148,Sobic.001G092400.1,Chr01,7134385,7137059,2675,-,2147,-4821
63,GFSSContig3389_148,Sobic.001G092500.1,Chr01,7139764,7143580,3817,-,7526,-11342
64,GFSSContig4510_767,Sobic.010G149500.1,Chr10,43024057,43031942,7886,-,-1512,-6373
65,GFSSContig4757_256,Sobic.007G219200.3,Chr07,64749936,64753450,3515,+,-1380,-2134
66,GFSSContig4757_256,Sobic.007G219400.1,Chr07,64757195,64758821,1627,+,5879,-7505
67,GFSSContig4757_256,Sobic.007G219300.2,Chr07,64755435,64756352,918,-,4119,-5036
68,GFSSContig4757_256,Sobic.007G219500.1,Chr07,64760094,64761344,1251,-,8778,-10028
69,GFSSContig4787_601,Sobic.001G221000.1,Chr01,20794473,20796516,2044,-,-4598,2555
70,GFSSContig4787_601,Sobic.001G221100.2,Chr01,20798755,20801624,2870,-,-316,-2553
71,GFSSContig4787_601,Sobic.001G221100.1,Chr01,20798880,20799966,1087,-,-191,-895
72,NsiI.TP1005,Sobic.008G148500.1,Chr08,58184263,58187827,3565,+,-8621,5057
73,NsiI.TP1005,Sobic.008G148600.2,Chr08,58193309,58197051,3743,+,425,-4167
74,NsiI.TP1005,Sobic.008G148700.1,Chr08,58200637,58210149,9513,+,7753,-17265
75,NsiI.TP101439,Sobic.003G185700.1,Chr03,50048644,50050228,1585,-,-2259,675
76,NsiI.TP102705,Sobic.004G116050.1,Chr04,12097090,12098839,1750,+,-6777,5028
77,NsiI.TP102705,Sobic.004G116000.2,Chr04,12088737,12094061,5325,-,-15130,9806
78,NsiI.TP102705,Sobic.004G116100.1,Chr04,12101470,12105836,4367,-,-2397,-1969
79,NsiI.TP102705,Sobic.004G116200.1,Chr04,12113077,12117628,4552,-,9210,-13761
80,NsiI.TP10339,Sobic.004G302400.3,Chr04,64103336,64112306,8971,+,-14493,5523
81,NsiI.TP10339,Sobic.004G302400.4,Chr04,64103336,64112306,8971,+,-14493,5523
82,NsiI.TP10339,Sobic.004G302400.1,Chr04,64104137,64112306,8170,+,-13692,5523
83,NsiI.TP10339,Sobic.004G302550.1,Chr04,64109435,64110582,1148,+,-8394,7247
84,NsiI.TP10339,Sobic.004G302600.1,Chr04,64113858,64125536,11679,+,-3971,-7707
85,NsiI.TP10339,Sobic.004G302500.1,Chr04,64107892,64115724,7833,-,-9937,2105
86,NsiI.TP104065,Sobic.001G155400.1,Chr01,12586392,12592117,5726,+,8184,-13909
89,NsiI.TP108822,Sobic.006G028300.1,Chr06,5876021,5878488,2468,+,-10742,8275
90,NsiI.TP108822,Sobic.006G028400.1,Chr06,5890433,5898852,8420,+,3670,-12089
95,NsiI.TP111392,Sobic.002G344100.1,Chr02,71037853,71038846,994,+,1260,-2253
96,NsiI.TP111392,Sobic.002G344100.2,Chr02,71037895,71038826,932,+,1302,-2233
97,NsiI.TP111392,Sobic.002G344000.1,Chr02,71031372,71036088,4717,-,-5221,505
98,NsiI.TP111392,Sobic.002G344000.2,Chr02,71031373,71036088,4716,-,-5220,505
100,NsiI.TP115800,Sobic.002G135800.1,Chr02,20500061,20501405,1345,+,-518,-826
102,NsiI.TP11763,Sobic.002G175000.1,Chr02,55373580,55376096,2517,+,5208,-7724
103,NsiI.TP11763,Sobic.002G175050.1,Chr02,55377263,55378966,1704,+,8891,-10594
104,NsiI.TP117758,Sobic.001G372800.1,Chr01,66079510,66083684,4175,+,-8002,3828
105,NsiI.TP117758,Sobic.001G372800.2,Chr01,66079524,66083684,4161,+,-7988,3828
106,NsiI.TP117758,Sobic.001G372900.2,Chr01,66086712,66089491,2780,+,-800,-1979
107,NsiI.TP117758,Sobic.001G372900.1,Chr01,66086712,66091655,4944,+,-800,-4143
108,NsiI.TP117758,Sobic.001G372900.3,Chr01,66086712,66091655,4944,+,-800,-4143
109,NsiI.TP117758,Sobic.001G373000.1,Chr01,66094494,66102933,8440,+,6982,-15421
111,NsiI.TP119595,Sobic.001G327800.1,Chr01,61445441,61462274,16834,+,-22462,5629
112,NsiI.TP119595,Sobic.001G327800.2,Chr01,61446714,61462274,15561,+,-21189,5629
113,NsiI.TP119595,Sobic.001G327800.3,Chr01,61446714,61462274,15561,+,-21189,5629
115,NsiI.TP120901,Sobic.004G341200.1,Chr04,67255632,67262643,7012,+,-9763,2752
116,NsiI.TP120901,Sobic.004G341200.2,Chr04,67255811,67262643,6833,+,-9584,2752
117,NsiI.TP120901,Sobic.004G341300.2,Chr04,67266760,67272191,5432,-,1365,-6796
118,NsiI.TP120901,Sobic.004G341300.3,Chr04,67266760,67272191,5432,-,1365,-6796
119,NsiI.TP123409,Sobic.010G096300.1,Chr10,8684708,8687447,2740,+,-1452,-1287
120,NsiI.TP123409,Sobic.010G096400.1,Chr10,8695911,8697608,1698,+,9751,-11448
121,NsiI.TP123778,Sobic.001G317400.1,Chr01,60576771,60577887,1117,+,-9507,8391
122,NsiI.TP123778,Sobic.001G317500.1,Chr01,60578689,60579296,608,+,-7589,6982
123,NsiI.TP123778,Sobic.001G317600.1,Chr01,60581424,60582916,1493,-,-4854,3362
124,NsiI.TP123778,Sobic.001G317700.1,Chr01,60585270,60586660,1391,-,-1008,-382
125,NsiI.TP123780,Sobic.003G223600.1,Chr03,55948052,55949562,1511,+,-7047,5537
126,NsiI.TP123780,Sobic.003G223700.1,Chr03,55954881,55956885,2005,-,-218,-1786
127,NsiI.TP125412,Sobic.009G198100.1,Chr09,54864552,54868259,3708,+,-13355,9648
128,NsiI.TP125412,Sobic.009G198200.1,Chr09,54870163,54874953,4791,+,-7744,2954
129,NsiI.TP125412,Sobic.009G198350.1,Chr09,54877778,54878905,1128,+,-129,-998
130,NsiI.TP125412,Sobic.009G198400.1,Chr09,54882294,54887433,5140,+,4387,-9526
131,NsiI.TP125412,Sobic.009G198300.1,Chr09,54877354,54877770,417,-,-553,137
132,NsiI.TP125422,Sobic.007G098600.1,Chr07,20096865,20098414,1550,+,815,-2364
133,NsiI.TP127048,Sobic.009G048100.1,Chr09,4573514,4577669,4156,-,-33,-4122
134,NsiI.TP127103,Sobic.003G221500.1,Chr03,55720572,55729326,8755,+,-15601,6847
135,NsiI.TP127103,Sobic.003G221700.1,Chr03,55735509,55738837,3329,+,-664,-2664
136,NsiI.TP127103,Sobic.003G221700.2,Chr03,55735509,55738837,3329,+,-664,-2664
137,NsiI.TP127103,Sobic.003G221700.3,Chr03,55735509,55738837,3329,+,-664,-2664
138,NsiI.TP127103,Sobic.003G221600.1,Chr03,55730832,55734253,3422,-,-5341,1920
139,NsiI.TP127103,Sobic.003G221650.1,Chr03,55732317,55733151,835,-,-3856,3022
140,NsiI.TP127103,Sobic.003G221800.1,Chr03,55744905,55749617,4713,-,8732,-13444
141,NsiI.TP127922,Sobic.004G196300.1,Chr04,54744260,54747982,3723,+,-9903,6181
142,NsiI.TP127922,Sobic.004G196500.1,Chr04,54753647,54755468,1822,+,-516,-1305
143,NsiI.TP127922,Sobic.004G196600.1,Chr04,54759263,54761089,1827,+,5100,-6926
144,NsiI.TP127922,Sobic.004G196400.1,Chr04,54748401,54751792,3392,-,-5762,2371
145,NsiI.TP128678,Sobic.003G375000.1,Chr03,68988981,68994567,5587,+,-11520,5934
146,NsiI.TP128678,Sobic.003G375200.1,Chr03,68999883,69007574,7692,+,-618,-7073
147,NsiI.TP128678,Sobic.003G375300.1,Chr03,69008000,69010834,2835,+,7499,-10333
148,NsiI.TP128678,Sobic.003G375300.2,Chr03,69008000,69010834,2835,+,7499,-10333
149,NsiI.TP128678,Sobic.003G375300.3,Chr03,69008292,69010834,2543,+,7791,-10333
150,NsiI.TP128678,Sobic.003G375100.2,Chr03,68995396,68998157,2762,-,-5105,2344
151,NsiI.TP129464,Sobic.006G073500.1,Chr06,43601531,43602602,1072,+,-5808,4737
152,NsiI.TP129464,Sobic.006G073600.1,Chr06,43605765,43614234,8470,+,-1574,-6895
