"","X","SNP","Gene","Chromosome","Position","Grand.Total","PS","Ind.SNP","Heading_1","Heading_50","Flowering_1","Flowering_50","PCA","SUPER","FarmCPU","mrMLM.1","mrMLM.2","MAF","PVE","Gene.num","chr","start","end","width","strand","dis_start.positon","dis_positon.end","X.pacId","locusName","transcriptName","peptideName","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"1671",2806,"PstI.TP13814","Sobic.005G107250",5,20169630,1,"PS_Y(1)","F116+36088im(1)","","","","FM_50(1)","","CMLM+SUPER(1)","","","",0.1601,0.2136,1,"Chr05",20168874,20170377,1504,"+",-756,-747,37924329,"Sobic.005G107250","Sobic.005G107250.1","Sobic.005G107250.1.p","","","","","","","","","","",NA,""
"1674",2810,"PstI.TP13843","Sobic.002G193200",2,57967122,1,"PS_N(1)","F106+4185(1)","","","FW_1(1)","","","","","","pLARmEB(1)",0.0425,0,1,"Chr02",57969086,57970019,934,"+",1964,-2897,37951173,"Sobic.002G193200","Sobic.002G193200.1","Sobic.002G193200.1.p","","","","","","","","","","",NA,""
"1676",2812,"PstI.TP138495","Sobic.005G070951",5,8332076,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.1426,1.041,1,"Chr05",8330915,8332367,1453,"+",-1161,-291,37923919,"Sobic.005G070951","Sobic.005G070951.1","Sobic.005G070951.1.p","PF08224","PTHR33377","","","","","","","","LOC_Os04g01560.1",NA,"expressed protein"
"1677",2813,"PstI.TP138495","Sobic.005G070901",5,8332076,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.1426,1.041,1,"Chr05",8328453,8329298,846,"-",-3623,2778,37923489,"Sobic.005G070901","Sobic.005G070901.1","Sobic.005G070901.1.p","","","","","","","","","","",NA,""
"1679",2818,"PstI.TP141528","Sobic.002G228300",2,61974919,6,"PS_Y(6)","F116+36088im(6)","","GHW_50(1)","FD_1(1)","FD_50(1);FM_50(1)","fprinW(1);fprind(1)","CMLM+SUPER(2)MLM+SUPER(4)","","","",0.2968,5.725,1,"Chr02",61980193,61981273,1081,"+",5274,-6354,37954527,"Sobic.002G228300","Sobic.002G228300.1","Sobic.002G228300.1.p","","","","","","","","","","",NA,""
"1715",2879,"PstI.TP161537","Sobic.004G008500",4,745375,2,"PS_Y(2)","F116+36088im(2)","","","","FD_50(1)","fprind(1)","MLM+SUPER(2)","","","",0.0931,2.684,1,"Chr04",740912,742790,1879,"-",-4463,2585,37930322,"Sobic.004G008500","Sobic.004G008500.1","Sobic.004G008500.1.p","","","","","","","","","","",NA,""
"1729",2896,"PstI.TP166748","Sobic.003G090700",3,7900736,10,"PS_Y(10)","F116+36088im(10)","GHW_1(2);HM_1(2)","","GFW_1(2)","FW_50(1);GFW_50(2)","fprinW(1)","CMLM+SUPER(4)MLM+SUPER(6)","","","",0.3816,0.1426,1,"Chr03",7906518,7909794,3277,"-",5782,-9058,37917111,"Sobic.003G090700","Sobic.003G090700.1","Sobic.003G090700.1.p","PF04601,PF07762","PTHR33086,PTHR33086:SF8","","","","","","","","LOC_Os01g14180.1",NA,"expressed protein"
"1735",2906,"PstI.TP168553","Sobic.003G383000",3,69628062,4,"PS_Y(4)","F116+36088im(4)","HD_1(1);HW_1(1)","","GFW_1(1)","FM_50(1)","","CMLM+SUPER(3)MLM+SUPER(1)","","","",0.221,4.264,1,"Chr03",69630766,69631413,648,"-",2704,-3351,37916643,"Sobic.003G383000","Sobic.003G383000.1","Sobic.003G383000.1.p","","PTHR35361,PTHR35361:SF1","","","","","","","","LOC_Os08g34410.1",NA,"expressed protein"
"1739",2911,"PstI.TP17148","Sobic.004G231001",4,58030737,5,"PS_Y(5)","F116+36088im(5)","HW_1(1);GHW_1(2)","","GFW_1(2)","","","CMLM+SUPER(2)MLM+SUPER(3)","","","",0.2178,3.059,1,"Chr04",58033220,58035950,2731,"+",2483,-5213,37930545,"Sobic.004G231001","Sobic.004G231001.1","Sobic.004G231001.1.p","","","","","","","","","","",NA,""
"1740",2912,"PstI.TP17148","Sobic.004G231100",4,58030737,5,"PS_Y(5)","F116+36088im(5)","HW_1(1);GHW_1(2)","","GFW_1(2)","","","CMLM+SUPER(2)MLM+SUPER(3)","","","",0.2178,3.059,1,"Chr04",58040642,58041539,898,"+",9905,-10802,37931679,"Sobic.004G231100","Sobic.004G231100.1","Sobic.004G231100.1.p","PF13456","PTHR33033,PTHR33033:SF23","","","","","","","","LOC_Os08g09440.1",NA,"expressed protein"
"1748",2922,"PstI.TP174245","Sobic.004G247650",4,59512386,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","CMLM+SUPER(1)","","","",0.1261,0.00945,1,"Chr04",59514435,59515436,1002,"+",2049,-3050,37932689,"Sobic.004G247650","Sobic.004G247650.1","Sobic.004G247650.1.p","","","","","","","","","","",NA,""
"1762",2941,"PstI.TP177807","Sobic.002G315450",2,68900132,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.4577,2.811,1,"Chr02",68890984,68891879,896,"+",-9148,8253,37955343,"Sobic.002G315450","Sobic.002G315450.1","Sobic.002G315450.1.p","","","","","","","","","","",NA,""
"1771",2953,"PstI.TP180465","Sobic.001G454200",1,73062507,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.1282,3.465,1,"Chr01",73061860,73062909,1050,"+",-647,-402,37937342,"Sobic.001G454200","Sobic.001G454200.1","Sobic.001G454200.1.p","","","","","","","","","","",NA,""
"1772",2954,"PstI.TP180465","Sobic.001G454301",1,73062507,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.1282,3.465,1,"Chr01",73065985,73068874,2890,"-",3478,-6367,37943419,"Sobic.001G454301","Sobic.001G454301.1","Sobic.001G454301.1.p","","PTHR23193","","","","","","","","LOC_Os07g48602.1",NA,"EMB1011, putative, expressed"
"1773",2955,"PstI.TP18098","Sobic.002G143100",2,23769344,4,"PS_N(4)","F106+4185(2);F116+3098(2)","HD_1(2);HW_1(2)","","","","","","FarmCPU(4)","","",0.08621,0.01109,1,"Chr02",23771595,23773096,1502,"+",2251,-3752,37953076,"Sobic.002G143100","Sobic.002G143100.1","Sobic.002G143100.1.p","","","","","","","","","","",NA,""
"1790",2985,"PstI.TP189668","Sobic.006G276801",6,60778232,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.3728,1.051,1,"Chr06",60773433,60774781,1349,"-",-4799,3451,37949001,"Sobic.006G276801","Sobic.006G276801.1","Sobic.006G276801.1.p","","PTHR32133,PTHR32133:SF134","","","","","","","","LOC_Os08g20492.1",NA,"OsFBX285 - F-box domain containing protein, expressed"
"1810",3010,"PstI.TP198419","Sobic.007G026400",7,2405340,3,"PS_N(3)","F116+36088im(3)","","GHW_50(1)","FW_1(1);FM_1(1)","","","","","mrMLM(2);FASTmrMLM(1)","",0.1754,6.595,1,"Chr07",2413277,2414767,1491,"-",7937,-9427,37936281,"Sobic.007G026400","Sobic.007G026400.1","Sobic.007G026400.1.p","PF05553","PTHR33098,PTHR33098:SF15","","","","","","","","LOC_Os08g03400.1",NA,"expressed protein"
"1823",3032,"PstI.TP203633","Sobic.003G135700",3,12897920,1,"PS_Y(1)","F116+36088im(1)","","","FD_1(1)","","","MLM+SUPER(1)","","","",0.2806,0.3535,2,"Chr03",12889287,12895440,6154,"+",-8633,2480,37914167,"Sobic.003G135700","Sobic.003G135700.2","Sobic.003G135700.2.p","","","","","","","","","","",NA,""
"1824",3034,"PstI.TP203633","Sobic.003G135800",3,12897920,1,"PS_Y(1)","F116+36088im(1)","","","FD_1(1)","","","MLM+SUPER(1)","","","",0.2806,0.3535,1,"Chr03",12896163,12897553,1391,"+",-1757,367,37913859,"Sobic.003G135800","Sobic.003G135800.1","Sobic.003G135800.1.p","","","","","","","","","","LOC_Os01g18090.1",NA,"expressed protein"
"1830",3043,"PstI.TP208292","Sobic.002G281850",2,66325675,3,"PS_Y(3)","F116+36088im(3)","","HM_50(1)","FM_1(1)","FM_50(1)","","","","mrMLM(3)","",0.307,19.31,1,"Chr02",66330618,66333811,3194,"-",4943,-8136,37950428,"Sobic.002G281850","Sobic.002G281850.1","Sobic.002G281850.1.p","","","","","","","","","","",NA,""
"1832",3045,"PstI.TP208457","Sobic.001G305350",1,58918436,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.3792,0.01344,1,"Chr01",58923727,58924717,991,"+",5291,-6281,37942192,"Sobic.001G305350","Sobic.001G305350.1","Sobic.001G305350.1.p","","","","","","","","","","",NA,""
"1838",3056,"PstI.TP210905","Sobic.002G366600",2,72650615,7,"PS_N(4)PS_Y(3)","F116+36088im(7)","HD_1(2)","HD_50(1)","FW_1(1);GFW_1(1)","GFW_50(1)","fprind(1)","","","FASTmrMLM(7)","",0.181,7.463,1,"Chr02",72639519,72641892,2374,"+",-11096,8723,37953885,"Sobic.002G366600","Sobic.002G366600.1","Sobic.002G366600.1.p","","PTHR35297,PTHR35297:SF3","","","","","","","","LOC_Os02g46830.1",NA,"expressed protein"
"1847",3071,"PstI.TP217258","Sobic.003G043150",3,3992070,4,"PS_N(4)","F106+4185(1);F116+3098(3)","HW_1(1);GHW_1(2)","GHW_50(1)","","","","","","FASTmrMLM(2)","pLARmEB(2)",0.0425,0.1494,1,"Chr03",3986868,3988870,2003,"-",-5202,3200,37918168,"Sobic.003G043150","Sobic.003G043150.1","Sobic.003G043150.1.p","","","","","","","","","","",NA,""
"1850",3078,"PstI.TP218170","Sobic.003G301100",3,63210084,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.1928,8.893,1,"Chr03",63200571,63201582,1012,"-",-9513,8502,37912689,"Sobic.003G301100","Sobic.003G301100.1","Sobic.003G301100.1.p","","","","","","","","","","",NA,""
"1860",3092,"PstI.TP219514","Sobic.004G007850",4,691478,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(1)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.2388,0.1117,1,"Chr04",694672,697379,2708,"-",3194,-5901,37928997,"Sobic.004G007850","Sobic.004G007850.1","Sobic.004G007850.1.p","","","","","","","","","","",NA,""
"1863",3098,"PstI.TP223614","Sobic.003G101600",3,9044171,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.1699,0.6196,1,"Chr03",9033541,9034368,828,"+",-10630,9803,37914563,"Sobic.003G101600","Sobic.003G101600.1","Sobic.003G101600.1.p","","","","","","","","","","",NA,""
"1873",3118,"PstI.TP227932","Sobic.009G019700",9,1786301,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.1775,1.621,1,"Chr09",1780529,1781290,762,"+",-5772,5011,37920080,"Sobic.009G019700","Sobic.009G019700.1","Sobic.009G019700.1.p","","","","","","","","","","",NA,""
"1875",3120,"PstI.TP227932","Sobic.009G019900",9,1786301,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.1775,1.621,1,"Chr09",1791690,1793057,1368,"+",5389,-6756,37920553,"Sobic.009G019900","Sobic.009G019900.1","Sobic.009G019900.1.p","","","","","","","","","","",NA,""
"1876",3121,"PstI.TP229796","Sobic.007G016500",7,1433957,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.08322,2.501,1,"Chr07",1426088,1427007,920,"+",-7869,6950,37936428,"Sobic.007G016500","Sobic.007G016500.1","Sobic.007G016500.1.p","PF16594","PTHR35165,PTHR35165:SF2","","","","","","","","LOC_Os08g02200.1",NA,"expressed protein"
"1879",3124,"PstI.TP229796","Sobic.007G016700",7,1433957,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.08322,2.501,1,"Chr07",1436132,1436898,767,"-",2175,-2941,37935446,"Sobic.007G016700","Sobic.007G016700.1","Sobic.007G016700.1.p","","PTHR32212,PTHR32212:SF111","","","","","","","","LOC_Os04g40370.1",NA,"OsFBX142 - F-box domain containing protein, expressed"
"1880",3125,"PstI.TP229796","Sobic.007G016750",7,1433957,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.08322,2.501,1,"Chr07",1437882,1439503,1622,"-",3925,-5546,37935896,"Sobic.007G016750","Sobic.007G016750.1","Sobic.007G016750.1.p","","","","","","","","","","",NA,""
"1883",3128,"PstI.TP230384","Sobic.006G269101",6,60169404,13,"PS_Y(13)","F116+36088im(13)","GHW_1(2);HM_1(2)","","GFW_1(2)","FD_50(1);FW_50(1);GFW_50(2);FM_50(1)","fprinW(1);fprind(1)","CMLM+SUPER(4)MLM+SUPER(9)","","","",0.2733,0.1044,1,"Chr06",60176870,60177422,553,"+",7466,-8018,37946415,"Sobic.006G269101","Sobic.006G269101.1","Sobic.006G269101.1.p","","","","","","","","","","",NA,""
"1887",3132,"PstI.TP230539","Sobic.006G269101",6,60169420,11,"PS_N(4)PS_Y(7)","F96+4814(11)","HD_1(1);HW_1(1);GHW_1(1)","HD_50(2);HM_50(1)","","FD_50(2);FM_50(1)","fprinW(1);fprind(1)","","","","ISIS EM-BLASSO(1);pLARmEB(10)",0.3073,3.475,1,"Chr06",60176870,60177422,553,"+",7450,-8002,37946415,"Sobic.006G269101","Sobic.006G269101.1","Sobic.006G269101.1.p","","","","","","","","","","",NA,""
"1889",3134,"PstI.TP231570","Sobic.004G240250",4,58786116,1,"PS_Y(1)","F116+36088im(1)","","GHW_50(1)","","","","CMLM+SUPER(1)","","","",0.07211,4.187,1,"Chr04",58794967,58796909,1943,"+",8851,-10793,37930367,"Sobic.004G240250","Sobic.004G240250.1","Sobic.004G240250.1.p","","","","","","","","","","",NA,""
"1903",3157,"PstI.TP242761","Sobic.001G308300",1,59386457,1,"PS_Y(1)","F116+36088im(1)","","","","FM_50(1)","","CMLM+SUPER(1)","","","",0.3168,0.3188,1,"Chr01",59384703,59385791,1089,"+",-1754,666,37938902,"Sobic.001G308300","Sobic.001G308300.1","Sobic.001G308300.1.p","","PTHR34202,PTHR34202:SF2","","","","","","","","LOC_Os10g39920.1",NA,"expressed protein"
"1904",3158,"PstI.TP242761","Sobic.001G308350",1,59386457,1,"PS_Y(1)","F116+36088im(1)","","","","FM_50(1)","","CMLM+SUPER(1)","","","",0.3168,0.3188,1,"Chr01",59386498,59414041,27544,"+",41,-27584,37940007,"Sobic.001G308350","Sobic.001G308350.1","Sobic.001G308350.1.p","","","","","","","","","","",NA,""
"1909",3165,"PstI.TP245404","Sobic.001G536200",1,79960134,94,"PS_N(36)PS_Y(58)","F96+4814(70);F106+4185(12);F116+3098(12)","HD_1(7);HW_1(3);GHW_1(5);HM_1(4)","HD_50(6);GHW_50(6);HW_50(5);HM_50(2)","FD_1(1);FW_1(3);GFW_1(2);FM_1(4)","FD_50(5);FW_50(7);GFW_50(6);FM_50(10)","fprinW(6);fprind(3);fprinGW(4);fprinM(5)","","FarmCPU(15)","mrMLM(11);FASTmrMLM(12);FASTmrEMMA(6)","ISIS EM-BLASSO(23);pLARmEB(27)",0.1579,7.514,3,"Chr01",79959964,79961259,1296,"+",-170,-1125,37940001,"Sobic.001G536200","Sobic.001G536200.3","Sobic.001G536200.3.p","","PTHR11102,PTHR11102:SF99","","","","","","","","LOC_Os08g18870.1",NA,"expressed protein"
"1921",3188,"PstI.TP248632","Sobic.004G076900",4,6371322,1,"PS_N(1)","F116+3098(1)","","GHW_50(1)","","","","","","","pLARmEB(1)",0.0733,2.78e-06,2,"Chr04",6361666,6362052,387,"+",-9656,9270,37929646,"Sobic.004G076900","Sobic.004G076900.2","Sobic.004G076900.2.p","","","","","","","","","","",NA,""
"1924",3191,"PstI.TP248632","Sobic.004G077200",4,6371322,1,"PS_N(1)","F116+3098(1)","","GHW_50(1)","","","","","","","pLARmEB(1)",0.0733,2.78e-06,2,"Chr04",6374860,6375493,634,"+",3538,-4171,37931955,"Sobic.004G077200","Sobic.004G077200.2","Sobic.004G077200.2.p","","PTHR34996,PTHR34996:SF2","","","","","","","","LOC_Os02g10030.1",NA,"expressed protein"
"1934",3207,"PstI.TP256850","Sobic.006G132600",6,49643828,1,"PS_Y(1)","F116+36088im(1)","","","","FM_50(1)","","MLM+SUPER(1)","","","",0.1806,0.327,2,"Chr06",49650742,49654119,3378,"+",6914,-10291,37946760,"Sobic.006G132600","Sobic.006G132600.2","Sobic.006G132600.2.p","","","","","","","","","","",NA,""
"1939",3212,"PstI.TP257951","Sobic.004G124601",4,14228269,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.06654,0.3092,1,"Chr04",14220920,14221860,941,"+",-7349,6409,37930100,"Sobic.004G124601","Sobic.004G124601.1","Sobic.004G124601.1.p","","","","","","","","","","",NA,""
"1946",3222,"PstI.TP265440","Sobic.007G133733",7,55685759,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(2)","","","","","CMLM+SUPER(2)MLM+SUPER(2)","","","",0.3982,0.2612,1,"Chr07",55686098,55688097,2000,"+",339,-2338,37934224,"Sobic.007G133733","Sobic.007G133733.1","Sobic.007G133733.1.p","","","","","","","","","","",NA,""
"1952",3231,"PstI.TP269566","Sobic.003G307300",3,63644939,2,"PS_Y(2)","F116+3098(2)","","","","FD_50(1)","fprind(1)","","","","ISIS EM-BLASSO(2)",0.2974,10.64,1,"Chr03",63635907,63636695,789,"-",-9032,8244,37916193,"Sobic.003G307300","Sobic.003G307300.1","Sobic.003G307300.1.p","","","","","","","","","","",NA,""
"1972",3258,"PstI.TP280290","Sobic.004G111900",4,11044267,2,"PS_Y(2)","F116+36088im(2)","GHW_1(2)","","","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.1932,0.3309,1,"Chr04",11044066,11044338,273,"+",-201,-71,37931177,"Sobic.004G111900","Sobic.004G111900.1","Sobic.004G111900.1.p","","PTHR31234:SF10,PTHR31234","","","","","","","","LOC_Os03g62010.1",NA,"harpin-induced protein 1 domain containing protein, expressed"
"1973",3259,"PstI.TP280290","Sobic.004G111800",4,11044267,2,"PS_Y(2)","F116+36088im(2)","GHW_1(2)","","","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.1932,0.3309,2,"Chr04",11036312,11037382,1071,"-",-7955,6885,37932365,"Sobic.004G111800","Sobic.004G111800.2","Sobic.004G111800.2.p","PF05678","PTHR34777,PTHR34777:SF3","","","","","","","","LOC_Os02g15280.1",NA,"VQ domain containing protein, putative, expressed"
"1976",3265,"PstI.TP286131","Sobic.003G046000",3,4213473,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.3541,0.7017,1,"Chr03",4217206,4218404,1199,"+",3733,-4931,37912681,"Sobic.003G046000","Sobic.003G046000.1","Sobic.003G046000.1.p","","","","","","","","","","",NA,""
"1984",3283,"PstI.TP289559","Sobic.006G193801",6,54709070,10,"PS_Y(10)","F116+36088im(10)","HM_1(1)","GHW_50(1)","","FD_50(1);FW_50(2);GFW_50(2);FM_50(1)","fprinW(1);fprind(1)","CMLM+SUPER(5)MLM+SUPER(5)","","","",0.4107,0.1279,1,"Chr06",54710163,54711334,1172,"-",1093,-2264,37945371,"Sobic.006G193801","Sobic.006G193801.1","Sobic.006G193801.1.p","","","","","","","","","","",NA,""
"1999",3307,"PstI.TP299144","Sobic.002G384500",2,73974614,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.1298,1.967,1,"Chr02",73970011,73971388,1378,"-",-4603,3226,37950050,"Sobic.002G384500","Sobic.002G384500.1","Sobic.002G384500.1.p","","","","","","","","","","LOC_Os02g53440.1",NA,"expressed protein"
"2000",3308,"PstI.TP299144","Sobic.002G384600",2,73974614,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.1298,1.967,1,"Chr02",73973081,73977138,4058,"-",-1533,-2524,37951328,"Sobic.002G384600","Sobic.002G384600.1","Sobic.002G384600.1.p","","","","","","","","","","LOC_Os07g43480.1",NA,"expressed protein"
"2010",3325,"PstI.TP30317","Sobic.006G193801",6,54709438,5,"PS_Y(5)","F116+36088im(5)","GHW_1(2);HM_1(1)","","GFW_1(2)","","","CMLM+SUPER(2)MLM+SUPER(3)","","","",0.1801,9.272,1,"Chr06",54710163,54711334,1172,"-",725,-1896,37945371,"Sobic.006G193801","Sobic.006G193801.1","Sobic.006G193801.1.p","","","","","","","","","","",NA,""
"2013",3329,"PstI.TP304003","Sobic.009G061300",9,6409609,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2)","","GFW_1(2)","","","CMLM+SUPER(2)MLM+SUPER(2)","","","",0.2582,0.409,1,"Chr09",6402850,6406192,3343,"+",-6759,3417,37919470,"Sobic.009G061300","Sobic.009G061300.1","Sobic.009G061300.1.p","","","","","","","","","","",NA,""
"2015",3331,"PstI.TP304003","Sobic.009G061500",9,6409609,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2)","","GFW_1(2)","","","CMLM+SUPER(2)MLM+SUPER(2)","","","",0.2582,0.409,2,"Chr09",6412265,6413611,1347,"+",2656,-4002,37919509,"Sobic.009G061500","Sobic.009G061500.2","Sobic.009G061500.2.p","","","","","","","","","","",NA,""
"2016",3332,"PstI.TP304003","Sobic.009G061601",9,6409609,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2)","","GFW_1(2)","","","CMLM+SUPER(2)MLM+SUPER(2)","","","",0.2582,0.409,1,"Chr09",6413672,6423691,10020,"+",4063,-14082,37921238,"Sobic.009G061601","Sobic.009G061601.1","Sobic.009G061601.1.p","","","","","","","","","","",NA,""
"2021",3342,"PstI.TP308061","Sobic.001G315901",1,60402946,1,"PS_N(1)","F96+4814(1)","","","FW_1(1)","","","","","","pLARmEB(1)",0.0156,1.69e-05,1,"Chr01",60409272,60410560,1289,"+",6326,-7614,37943100,"Sobic.001G315901","Sobic.001G315901.1","Sobic.001G315901.1.p","","","","","","","","","","",NA,""
"2025",3346,"PstI.TP308868","Sobic.003G186300",3,50361949,1,"PS_N(1)","F116+3098(1)","","GHW_50(1)","","","","","","","pLARmEB(1)",0.0733,3.02e-05,1,"Chr03",50355418,50362470,7053,"-",-6531,-521,37918650,"Sobic.003G186300","Sobic.003G186300.1","Sobic.003G186300.1.p","PF05097","PTHR34371,PTHR34371:SF1","","","","","","","","LOC_Os01g37040.1",NA,"retrotransposon protein, putative, Ty1-copia subclass, expressed"
"2032",3355,"PstI.TP314326","Sobic.004G022850",4,1792445,3,"PS_Y(3)","F116+36088im(3)","HM_1(1)","","GFW_1(1);FM_1(1)","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.2282,0.6508,2,"Chr04",1792421,1796681,4261,"+",-24,-4236,37933477,"Sobic.004G022850","Sobic.004G022850.2","Sobic.004G022850.2.p","","","","","","","","","","",NA,""
"2039",3364,"PstI.TP315114","Sobic.001G527400",1,79156064,3,"PS_Y(3)","F116+36088im(3)","","GHW_50(1)","","FM_50(1)","fprinGW(1)","CMLM+SUPER(3)","","","",0.1001,2.351,1,"Chr01",79148921,79150256,1336,"-",-7143,5808,37943863,"Sobic.001G527400","Sobic.001G527400.1","Sobic.001G527400.1.p","","","","","","","","","","",NA,""
"2041",3366,"PstI.TP315114","Sobic.001G527550",1,79156064,3,"PS_Y(3)","F116+36088im(3)","","GHW_50(1)","","FM_50(1)","fprinGW(1)","CMLM+SUPER(3)","","","",0.1001,2.351,1,"Chr01",79164471,79168144,3674,"-",8407,-12080,37939108,"Sobic.001G527550","Sobic.001G527550.1","Sobic.001G527550.1.p","","","","","","","","","","",NA,""
"2043",3368,"PstI.TP316265","Sobic.004G284001",4,62619548,3,"PS_Y(3)","F116+36088im(3)","","GHW_50(1)","GFW_1(2)","","","CMLM+SUPER(2)MLM+SUPER(1)","","","",0.2157,6.207,4,"Chr04",62623348,62625625,2278,"-",3800,-6077,37929997,"Sobic.004G284001","Sobic.004G284001.4","Sobic.004G284001.4.p","","","","","","","","","","",NA,""
"2055",3389,"PstI.TP31970","Sobic.004G272900",4,61637545,1,"PS_N(1)","F96+4814(1)","HD_1(1)","","","","","","","","pLARmEB(1)",0.026,0,1,"Chr04",61645518,61651376,5859,"-",7973,-13831,37932035,"Sobic.004G272900","Sobic.004G272900.1","Sobic.004G272900.1.p","","PTHR39267,PTHR39267:SF1","","","","","","","","LOC_Os02g46956.1",NA,"expressed protein"
"2058",3396,"PstI.TP324616","Sobic.004G092350",4,7865494,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2)","","GFW_1(2)","","","CMLM+SUPER(2)MLM+SUPER(2)","","","",0.3596,1.829,1,"Chr04",7857936,7859177,1242,"+",-7558,6317,37931690,"Sobic.004G092350","Sobic.004G092350.1","Sobic.004G092350.1.p","","","","","","","","","","",NA,""
"2060",3398,"PstI.TP324616","Sobic.004G092300",4,7865494,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2)","","GFW_1(2)","","","CMLM+SUPER(2)MLM+SUPER(2)","","","",0.3596,1.829,1,"Chr04",7855650,7856323,674,"-",-9844,9171,37929852,"Sobic.004G092300","Sobic.004G092300.1","Sobic.004G092300.1.p","","PTHR33120,PTHR33120:SF8","","","","","","","","LOC_Os02g12480.1",NA,"expressed protein"
"2066",3405,"PstI.TP325958","Sobic.003G209300",3,54129415,7,"PS_N(7)","F96+4814(3);F116+3098(4)","","GHW_50(2);HW_50(1)","","FD_50(2)","fprind(1);fprinGW(1)","","","mrMLM(2);FASTmrMLM(1)","ISIS EM-BLASSO(2);pLARmEB(2)",0.2982,19.85,1,"Chr03",54123487,54124582,1096,"+",-5928,4833,37913061,"Sobic.003G209300","Sobic.003G209300.1","Sobic.003G209300.1.p","","","","","","","","","","",NA,""
"2068",3407,"PstI.TP325958","Sobic.003G209500",3,54129415,7,"PS_N(7)","F96+4814(3);F116+3098(4)","","GHW_50(2);HW_50(1)","","FD_50(2)","fprind(1);fprinGW(1)","","","mrMLM(2);FASTmrMLM(1)","ISIS EM-BLASSO(2);pLARmEB(2)",0.2982,19.85,1,"Chr03",54134152,54137018,2867,"+",4737,-7603,37914784,"Sobic.003G209500","Sobic.003G209500.1","Sobic.003G209500.1.p","","","","","","","","","","",NA,""
"2076",3417,"PstI.TP332110","Sobic.002G358450",2,72096377,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.1021,0.0113,1,"Chr02",72087569,72088192,624,"+",-8808,8185,37951479,"Sobic.002G358450","Sobic.002G358450.1","Sobic.002G358450.1.p","","","","","","","","","","",NA,""
"2077",3418,"PstI.TP332110","Sobic.002G358500",2,72096377,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.1021,0.0113,1,"Chr02",72088791,72092271,3481,"+",-7586,4106,37954162,"Sobic.002G358500","Sobic.002G358500.1","Sobic.002G358500.1.p","","","","","","","","","","LOC_Os08g01920.1",NA,"SGR2, putative, expressed"
