"","SNP","Gene","Chromosome","Position","Grand.Total","PS","Ind.SNP","Heading_1","Heading_50","Flowering_1","Flowering_50","PCA","SUPER","FarmCPU","mrMLM.1","mrMLM.2","MAF","PVE","chr","start","end","width","strand","dis_start.positon","dis_positon.end","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"330","NsiI.TP104065","Sobic.001G155400",1,12578208,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.4347,0.2494,"Chr01",12586392,12592117,5726,"+",8184,-13909,"PF01008","PTHR10233,PTHR10233:SF19","","","K03680","GO:0044237","AT5G38640","","NagB/RpiA/CoA transferase-like superfamily protein","LOC_Os03g44310",NA,"initiation factor 2 subunit family domain containing protein, expressed"
"331","NsiI.TP106121","NA",11,10257,4,"PS_Y","F116+36088im","HW_1;GHW_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.2984,3.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","NsiI.TP107770","NA",11,10275,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.08495,0.01051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","NsiI.TP108822","Sobic.006G028300",6,5886763,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.1168,1.239,"Chr06",5876021,5878488,2468,"+",-10742,8275,"PF14226,PF03171","PTHR10209,PTHR10209:SF123","KOG0143","","","GO:0055114,GO:0016491","AT1G06620","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","LOC_Os04g10350",NA,"1-aminocyclopropane-1-carboxylate oxidase homolog 2, putative, expressed"
"335","NsiI.TP108822","Sobic.006G028400",6,5886763,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.1168,1.239,"Chr06",5890433,5898852,8420,"+",3670,-12089,"PF14226,PF03171","PTHR10209,PTHR10209:SF123","KOG0143","","","GO:0055114,GO:0016491","AT1G06620","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","LOC_Os04g10350",NA,"1-aminocyclopropane-1-carboxylate oxidase homolog 2, putative, expressed"
"337","NsiI.TP109633","NA",11,10288,30,"PS_Y","F116+36088im","HD_1;HW_1;GHW_1;HM_1","HD_50;GHW_50;HW_50","FD_1;FW_1;GFW_1;FM_1","FD_50;FW_50;GFW_50;FM_50","fprinW;fprind;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.2884,0.08808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","NsiI.TP110016","NA",11,10292,8,"PS_Y","F116+36088im","HM_1","","GFW_1","FW_50;GFW_50;FM_50","fprinW","CMLM+SUPER;MLM+SUPER","","","",0.2106,2.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","NsiI.TP111087","NA",11,10310,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.1564,4.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","NsiI.TP111245","NA",11,10315,17,"PS_Y","F116+36088im","GHW_1;HM_1","","FW_1;GFW_1","FD_50;FW_50;GFW_50;FM_50","fprinW;fprind;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.1704,11.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","NsiI.TP111392","Sobic.002G344000",2,71036593,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.2989,1.937,"Chr02",71031372,71036088,4717,"-",-5221,505,"","","","","","","","","","",NA,""
"341","NsiI.TP111392","Sobic.002G344100",2,71036593,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.2989,1.937,"Chr02",71037853,71038846,994,"+",1260,-2253,"","","","","","","","","","",NA,""
"349","NsiI.TP115118","NA",11,10361,4,"PS_Y","F116+36088im","HW_1;GHW_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.1159,1.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","NsiI.TP115800","Sobic.002G135800",2,20500579,2,"PS_Y","F116+36088im","HM_1","","GFW_1","","","MLM+SUPER","","","",0.229,0.09467,"Chr02",20500061,20501405,1345,"+",-518,-826,"PF12695","PTHR33428,PTHR33428:SF2","","3.1.1.14","K08099","","AT5G43860","ATCLH2,CLH2","chlorophyllase 2","LOC_Os10g28370",NA,"chlorophyllase-2, chloroplast precursor, putative, expressed"
"351","NsiI.TP115990","NA",11,10376,4,"PS_Y","F116+36088im","GHW_1;HM_1","","FM_1","","","CMLM+SUPER;MLM+SUPER","","","",0.339,0.07332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","NsiI.TP11763","Sobic.002G175000",2,55368372,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.4454,0.002045,"Chr02",55373580,55376096,2517,"+",5208,-7724,"PF00071","PTHR24073,PTHR24073:SF515","","","K07976","GO:0007264,GO:0005525","AT5G54840","ATSGP1,SGP1","Ras-related small GTP-binding family protein","LOC_Os07g33850",NA,"ras-related protein, putative, expressed"
"354","NsiI.TP11763","Sobic.002G175050",2,55368372,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.4454,0.002045,"Chr02",55377263,55378966,1704,"+",8891,-10594,"PF00071","PTHR24073,PTHR24073:SF515","","","K07976","GO:0007264,GO:0005525","AT5G54840","ATSGP1,SGP1","Ras-related small GTP-binding family protein","LOC_Os07g33850",NA,"ras-related protein, putative, expressed"
"356","NsiI.TP117758","Sobic.001G372800",1,66087512,1,"PS_N","F116+3098","","","FM_1","","","","","","pLARmEB",0.0172,0.00000192,"Chr01",66079510,66083684,4175,"+",-8002,3828,"PF01798,PF08156","PTHR10894","","","K14565","","AT3G05060","","NOP56-like pre RNA processing ribonucleoprotein","LOC_Os03g22730",NA,"nucleolar protein NOP5-1, putative, expressed"
"365","NsiI.TP117758","Sobic.001G372900",1,66087512,1,"PS_N","F116+3098","","","FM_1","","","","","","pLARmEB",0.0172,0.00000192,"Chr01",66086712,66091655,4944,"+",-800,-4143,"PF01798,PF08156","PTHR10894","","","K14565","","AT3G05060","","NOP56-like pre RNA processing ribonucleoprotein","LOC_Os03g22730",NA,"nucleolar protein NOP5-1, putative, expressed"
"371","NsiI.TP117758","Sobic.001G373000",1,66087512,1,"PS_N","F116+3098","","","FM_1","","","","","","pLARmEB",0.0172,0.00000192,"Chr01",66094494,66102933,8440,"+",6982,-15421,"PF01798,PF08156","PTHR10894","","","K14565","","AT3G05060","","NOP56-like pre RNA processing ribonucleoprotein","LOC_Os03g22730",NA,"nucleolar protein NOP5-1, putative, expressed"
"374","NsiI.TP119411","NA",11,10406,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.324,0.09527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","NsiI.TP119595","Sobic.001G327800",1,61467903,1,"PS_Y","F116+36088im","HM_1","","","","","CMLM+SUPER","","","",0.1524,9.451,"Chr01",61445441,61462274,16834,"+",-22462,5629,"PF00924","PTHR30566,PTHR30566:SF13","","","K16052","GO:0055085,GO:0016020","AT5G10490","MSL2","MSCS-like 2","LOC_Os02g45690",NA,"uncharacterized mscS family protein, putative, expressed"
"378","NsiI.TP119766","NA",11,10412,1,"PS_Y","F116+36088im","","","GFW_1","","","MLM+SUPER","","","",0.3419,1.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","NsiI.TP120901","Sobic.004G341200",4,67265395,12,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FD_50;FW_50;GFW_50;FM_50","fprinW;fprind","CMLM+SUPER;MLM+SUPER","","","",0.2054,1.901,"Chr04",67255632,67262643,7012,"+",-9763,2752,"PF00070,PF02852","PTHR22912,PTHR22912:SF106","","1.8.1.7","K00383","GO:0055114,GO:0016491,GO:0045454","AT3G24170","ATGR1,GR1","glutathione-disulfide reductase","LOC_Os02g56850",NA,"glutathione reductase, putative, expressed"
"383","NsiI.TP120901","Sobic.004G341300",4,67265395,12,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FD_50;FW_50;GFW_50;FM_50","fprinW;fprind","CMLM+SUPER;MLM+SUPER","","","",0.2054,1.901,"Chr04",67266760,67272191,5432,"-",1365,-6796,"PF00070,PF02852","PTHR22912,PTHR22912:SF106","","1.8.1.7","K00383","GO:0055114,GO:0016491,GO:0045454","AT3G24170","ATGR1,GR1","glutathione-disulfide reductase","LOC_Os02g56850",NA,"glutathione reductase, putative, expressed"
"387","NsiI.TP123409","Sobic.010G096300",10,8686160,1,"PS_N","F106+4185","","","FW_1","","","","","","pLARmEB",0.0189,0,"Chr10",8684708,8687447,2740,"+",-1452,-1287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","NsiI.TP123409","Sobic.010G096400",10,8686160,1,"PS_N","F106+4185","","","FW_1","","","","","","pLARmEB",0.0189,0,"Chr10",8695911,8697608,1698,"+",9751,-11448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","NsiI.TP123778","Sobic.001G317400",1,60586278,24,"PS_Y","F116+36088im","HW_1;GHW_1;HM_1","GHW_50","FW_1;GFW_1;FM_1","FD_50;FW_50;GFW_50;FM_50","fprinW;fprind;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.4698,2.845,"Chr01",60576771,60577887,1117,"+",-9507,8391,"PF13410,PF13417","PTHR11260,PTHR11260:SF200","KOG0406","2.5.1.18","K00799","GO:0005515","AT1G59670","ATGSTU15,GSTU15","glutathione S-transferase TAU 15","LOC_Os10g38700",NA,"glutathione S-transferase, putative, expressed"
"395","NsiI.TP123778","Sobic.001G317500",1,60586278,24,"PS_Y","F116+36088im","HW_1;GHW_1;HM_1","GHW_50","FW_1;GFW_1;FM_1","FD_50;FW_50;GFW_50;FM_50","fprinW;fprind;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.4698,2.845,"Chr01",60578689,60579296,608,"+",-7589,6982,"PF13410,PF13417","PTHR11260,PTHR11260:SF200","KOG0406","2.5.1.18","K00799","GO:0005515","AT1G59670","ATGSTU15,GSTU15","glutathione S-transferase TAU 15","LOC_Os10g38700",NA,"glutathione S-transferase, putative, expressed"
"399","NsiI.TP123778","Sobic.001G317600",1,60586278,24,"PS_Y","F116+36088im","HW_1;GHW_1;HM_1","GHW_50","FW_1;GFW_1;FM_1","FD_50;FW_50;GFW_50;FM_50","fprinW;fprind;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.4698,2.845,"Chr01",60581424,60582916,1493,"-",-4854,3362,"PF13410,PF13417","PTHR11260,PTHR11260:SF200","KOG0406","2.5.1.18","K00799","GO:0005515","AT1G59670","ATGSTU15,GSTU15","glutathione S-transferase TAU 15","LOC_Os10g38700",NA,"glutathione S-transferase, putative, expressed"
"403","NsiI.TP123778","Sobic.001G317700",1,60586278,24,"PS_Y","F116+36088im","HW_1;GHW_1;HM_1","GHW_50","FW_1;GFW_1;FM_1","FD_50;FW_50;GFW_50;FM_50","fprinW;fprind;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.4698,2.845,"Chr01",60585270,60586660,1391,"-",-1008,-382,"PF13410,PF13417","PTHR11260,PTHR11260:SF200","KOG0406","2.5.1.18","K00799","GO:0005515","AT1G59670","ATGSTU15,GSTU15","glutathione S-transferase TAU 15","LOC_Os10g38700",NA,"glutathione S-transferase, putative, expressed"
"407","NsiI.TP123780","Sobic.003G223600",3,55955099,1,"PS_N","F116+36088im","","","","","fprinM","","","FASTmrMLM","",0.25,0.0000278,"Chr03",55948052,55949562,1511,"+",-7047,5537,"PF00201","PTHR11926,PTHR11926:SF255","KOG1192","","K08237","GO:0016758,GO:0008152","AT4G01070","GT72B1,UGT72B1","UDP-Glycosyltransferase superfamily protein","LOC_Os01g43280",NA,"hydroquinone glucosyltransferase, putative, expressed"
"409","NsiI.TP123780","Sobic.003G223700",3,55955099,1,"PS_N","F116+36088im","","","","","fprinM","","","FASTmrMLM","",0.25,0.0000278,"Chr03",55954881,55956885,2005,"-",-218,-1786,"PF00201","PTHR11926,PTHR11926:SF255","KOG1192","","K08237","GO:0016758,GO:0008152","AT4G01070","GT72B1,UGT72B1","UDP-Glycosyltransferase superfamily protein","LOC_Os01g43280",NA,"hydroquinone glucosyltransferase, putative, expressed"
"411","NsiI.TP125412","Sobic.009G198100",9,54877907,2,"PS_Y","F116+36088im","GHW_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1079,2.957,"Chr09",54864552,54868259,3708,"+",-13355,9648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","NsiI.TP125412","Sobic.009G198200",9,54877907,2,"PS_Y","F116+36088im","GHW_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1079,2.957,"Chr09",54870163,54874953,4791,"+",-7744,2954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","NsiI.TP125412","Sobic.009G198300",9,54877907,2,"PS_Y","F116+36088im","GHW_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1079,2.957,"Chr09",54877354,54877770,417,"-",-553,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","NsiI.TP125412","Sobic.009G198350",9,54877907,2,"PS_Y","F116+36088im","GHW_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1079,2.957,"Chr09",54877778,54878905,1128,"+",-129,-998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","NsiI.TP125412","Sobic.009G198400",9,54877907,2,"PS_Y","F116+36088im","GHW_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1079,2.957,"Chr09",54882294,54887433,5140,"+",4387,-9526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","NsiI.TP125422","Sobic.007G098600",7,20096050,2,"PS_Y","F116+36088im","","","","FD_50","fprind","MLM+SUPER","","","",0.06268,7.038,"Chr07",20096865,20098414,1550,"+",815,-2364,"PF00141","PTHR31388,PTHR31388:SF44","","1.11.1.7","K00430","GO:0055114,GO:0020037,GO:0006979,GO:0004601","AT4G16270","","Peroxidase superfamily protein","LOC_Os08g20730",NA,"peroxidase precursor, putative, expressed"
"437","NsiI.TP127048","Sobic.009G048100",9,4573547,15,"PS_Y","F116+36088im","HW_1;GHW_1;HM_1","","FD_1;FW_1;GFW_1","FD_50;FW_50;GFW_50;FM_50","fprinW;fprind","CMLM+SUPER;MLM+SUPER","","","",0.1758,0.2148,"Chr09",4573514,4577669,4156,"-",-33,-4122,"PF01764","PTHR21493,PTHR21493:SF136","","3.1.1.3","","GO:0006629","AT5G67050","","alpha/beta-Hydrolases superfamily protein","LOC_Os05g06140",NA,"lipase, putative, expressed"
"438","NsiI.TP127103","Sobic.003G221500",3,55736173,14,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FD_50;FW_50;GFW_50","fprinW;fprind;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.1814,0.09253,"Chr03",55720572,55729326,8755,"+",-15601,6847,"","PTHR16684","","","","GO:0000776,GO:0019237,GO:0051382","AT1G15660","CENP-C","centromere protein C","LOC_Os01g43050",NA,"CENP-C1, putative, expressed"
"458","NsiI.TP127103","Sobic.003G221600",3,55736173,14,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FD_50;FW_50;GFW_50","fprinW;fprind;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.1814,0.09253,"Chr03",55730832,55734253,3422,"-",-5341,1920,"","PTHR16684","","","","GO:0000776,GO:0019237,GO:0051382","AT1G15660","CENP-C","centromere protein C","LOC_Os01g43050",NA,"CENP-C1, putative, expressed"
"463","NsiI.TP127103","Sobic.003G221650",3,55736173,14,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FD_50;FW_50;GFW_50","fprinW;fprind;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.1814,0.09253,"Chr03",55732317,55733151,835,"-",-3856,3022,"","PTHR16684","","","","GO:0000776,GO:0019237,GO:0051382","AT1G15660","CENP-C","centromere protein C","LOC_Os01g43050",NA,"CENP-C1, putative, expressed"
"443","NsiI.TP127103","Sobic.003G221700",3,55736173,14,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FD_50;FW_50;GFW_50","fprinW;fprind;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.1814,0.09253,"Chr03",55735509,55738837,3329,"+",-664,-2664,"","PTHR16684","","","","GO:0000776,GO:0019237,GO:0051382","AT1G15660","CENP-C","centromere protein C","LOC_Os01g43050",NA,"CENP-C1, putative, expressed"
"468","NsiI.TP127103","Sobic.003G221800",3,55736173,14,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FD_50;FW_50;GFW_50","fprinW;fprind;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.1814,0.09253,"Chr03",55744905,55749617,4713,"-",8732,-13444,"","PTHR16684","","","","GO:0000776,GO:0019237,GO:0051382","AT1G15660","CENP-C","centromere protein C","LOC_Os01g43050",NA,"CENP-C1, putative, expressed"
"473","NsiI.TP127922","Sobic.004G196300",4,54754163,2,"PS_Y","F116+36088im","","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.1785,4.846,"Chr04",54744260,54747982,3723,"+",-9903,6181,"PF00025","PTHR24073,PTHR24073:SF545","KOG0098","3.6.5.2","K07877","GO:0005525","AT4G17170","AT-RAB2,ATRAB-B1B,ATRAB2A,ATRABB1C,RAB-B1B,RAB2A,RABB1C","RAB GTPase homolog B1C","LOC_Os02g37420",NA,"ras-related protein, putative, expressed"
"485","NsiI.TP127922","Sobic.004G196400",4,54754163,2,"PS_Y","F116+36088im","","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.1785,4.846,"Chr04",54748401,54751792,3392,"-",-5762,2371,"PF00025","PTHR24073,PTHR24073:SF545","KOG0098","3.6.5.2","K07877","GO:0005525","AT4G17170","AT-RAB2,ATRAB-B1B,ATRAB2A,ATRABB1C,RAB-B1B,RAB2A,RABB1C","RAB GTPase homolog B1C","LOC_Os02g37420",NA,"ras-related protein, putative, expressed"
"477","NsiI.TP127922","Sobic.004G196500",4,54754163,2,"PS_Y","F116+36088im","","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.1785,4.846,"Chr04",54753647,54755468,1822,"+",-516,-1305,"PF00025","PTHR24073,PTHR24073:SF545","KOG0098","3.6.5.2","K07877","GO:0005525","AT4G17170","AT-RAB2,ATRAB-B1B,ATRAB2A,ATRABB1C,RAB-B1B,RAB2A,RABB1C","RAB GTPase homolog B1C","LOC_Os02g37420",NA,"ras-related protein, putative, expressed"
"481","NsiI.TP127922","Sobic.004G196600",4,54754163,2,"PS_Y","F116+36088im","","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.1785,4.846,"Chr04",54759263,54761089,1827,"+",5100,-6926,"PF00025","PTHR24073,PTHR24073:SF545","KOG0098","3.6.5.2","K07877","GO:0005525","AT4G17170","AT-RAB2,ATRAB-B1B,ATRAB2A,ATRABB1C,RAB-B1B,RAB2A,RABB1C","RAB GTPase homolog B1C","LOC_Os02g37420",NA,"ras-related protein, putative, expressed"
"489","NsiI.TP128678","Sobic.003G375000",3,69000501,5,"PS_Y","F116+36088im","HM_1","","GFW_1","FM_50","","CMLM+SUPER;MLM+SUPER","","","",0.4086,1.624,"Chr03",68988981,68994567,5587,"+",-11520,5934,"PF00076","PTHR24012,PTHR24012:SF421","KOG0149","","","GO:0003676","AT1G33470","","RNA-binding (RRM/RBD/RNP motifs) family protein","LOC_Os01g65550",NA,"RNA recognition motif containing protein, putative, expressed"
"509","NsiI.TP128678","Sobic.003G375100",3,69000501,5,"PS_Y","F116+36088im","HM_1","","GFW_1","FM_50","","CMLM+SUPER;MLM+SUPER","","","",0.4086,1.624,"Chr03",68995396,68998157,2762,"-",-5105,2344,"PF00076","PTHR24012,PTHR24012:SF421","KOG0149","","","GO:0003676","AT1G33470","","RNA-binding (RRM/RBD/RNP motifs) family protein","LOC_Os01g65550",NA,"RNA recognition motif containing protein, putative, expressed"
"493","NsiI.TP128678","Sobic.003G375200",3,69000501,5,"PS_Y","F116+36088im","HM_1","","GFW_1","FM_50","","CMLM+SUPER;MLM+SUPER","","","",0.4086,1.624,"Chr03",68999883,69007574,7692,"+",-618,-7073,"PF00076","PTHR24012,PTHR24012:SF421","KOG0149","","","GO:0003676","AT1G33470","","RNA-binding (RRM/RBD/RNP motifs) family protein","LOC_Os01g65550",NA,"RNA recognition motif containing protein, putative, expressed"
"497","NsiI.TP128678","Sobic.003G375300",3,69000501,5,"PS_Y","F116+36088im","HM_1","","GFW_1","FM_50","","CMLM+SUPER;MLM+SUPER","","","",0.4086,1.624,"Chr03",69008000,69010834,2835,"+",7499,-10333,"PF00076","PTHR24012,PTHR24012:SF421","KOG0149","","","GO:0003676","AT1G33470","","RNA-binding (RRM/RBD/RNP motifs) family protein","LOC_Os01g65550",NA,"RNA recognition motif containing protein, putative, expressed"
"513","NsiI.TP129464","Sobic.006G073500",6,43607339,1,"PS_Y","F116+36088im","","","GFW_1","","","MLM+SUPER","","","",0.0796,0.003789,"Chr06",43601531,43602602,1072,"+",-5808,4737,"","PTHR36311,PTHR36311:SF1","","1.97.1.12","K14332","","AT1G08380","PSAO","photosystem I subunit O","LOC_Os04g33830",NA,"membrane protein, putative, expressed"
"522","NsiI.TP129464","Sobic.006G073600",6,43607339,1,"PS_Y","F116+36088im","","","GFW_1","","","MLM+SUPER","","","",0.0796,0.003789,"Chr06",43605765,43614299,8535,"+",-1574,-6960,"","PTHR36311,PTHR36311:SF1","","1.97.1.12","K14332","","AT1G08380","PSAO","photosystem I subunit O","LOC_Os04g33830",NA,"membrane protein, putative, expressed"
"525","NsiI.TP129464","Sobic.006G073700",6,43607339,1,"PS_Y","F116+36088im","","","GFW_1","","","MLM+SUPER","","","",0.0796,0.003789,"Chr06",43615597,43617633,2037,"+",8258,-10294,"","PTHR36311,PTHR36311:SF1","","1.97.1.12","K14332","","AT1G08380","PSAO","photosystem I subunit O","LOC_Os04g33830",NA,"membrane protein, putative, expressed"
"528","NsiI.TP130730","NA",11,10568,2,"PS_N","F116+36088im","","","FM_1","GFW_50","","","","FASTmrMLM","",0.0819,0.4699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","NsiI.TP135373","NA",11,10639,25,"PS_Y","F116+36088im","HD_1;HW_1;HM_1","HD_50;GHW_50;HW_50","FD_1;FW_1;GFW_1","FD_50;FW_50;GFW_50;FM_50","fprinW;fprind;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.3479,0.2087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","NsiI.TP138508","NA",11,10672,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.1898,0.01227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","NsiI.TP13900","NA",11,9274,22,"PS_Y","F116+36088im","HD_1;HW_1;GHW_1;HM_1","","FD_1;FW_1;GFW_1","FD_50;FW_50;GFW_50;FM_50","fprinW;fprind","CMLM+SUPER;MLM+SUPER","","","",0.1149,1.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","NsiI.TP139027","Sobic.003G301950",3,63289950,9,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FW_50;GFW_50;FM_50","","CMLM+SUPER;MLM+SUPER","","","",0.129,2.471,"Chr03",63282876,63285504,2629,"+",-7074,4446,"","","","","","","","","","",NA,""
"538","NsiI.TP139027","Sobic.003G302000",3,63289950,9,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FW_50;GFW_50;FM_50","","CMLM+SUPER;MLM+SUPER","","","",0.129,2.471,"Chr03",63284245,63285111,867,"-",-5705,4839,"","","","","","","","","","",NA,""
"540","NsiI.TP146169","Sobic.007G090469",7,14058863,2,"PS_Y","F116+36088im","","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.3284,0.00000932,"Chr07",14031444,14077281,45838,"+",-27419,-18418,"PF00432","PTHR11764,PTHR11764:SF14","","","","GO:0003824","AT2G07050","CAS1","cycloartenol synthase 1","LOC_Os11g18194",NA,"cycloartenol synthase, putative, expressed"
"541","NsiI.TP146180","Sobic.003G246900",3,58570743,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.205,0.2752,"Chr03",58564181,58565692,1512,"-",-6562,5051,"PF00249","PTHR24078,PTHR24078:SF177","","","","","AT1G75250","ATRL6,RL6,RSM3","RAD-like 6","LOC_Os01g47370",NA,"MYB family transcription factor, putative, expressed"
"542","NsiI.TP146839","NA",11,10736,10,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FW_50;GFW_50;FM_50","fprinW","CMLM+SUPER;MLM+SUPER","","","",0.4285,3.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","NsiI.TP149102","NA",11,10766,12,"PS_Y","F116+36088im","HD_1;HW_1","","FD_1;GFW_1","FD_50;FW_50","fprinW;fprind;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.1437,0.8238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","NsiI.TP149154","Sobic.007G206500",7,63638573,8,"PS_Y","F96+4814","HD_1;HW_1;GHW_1","HD_50;GHW_50;HW_50","FW_1","FD_50","","","","","ISIS EM-BLASSO",0.4062,6.337,"Chr07",63627674,63631210,3537,"+",-10899,7363,"PF00685","PTHR11783,PTHR11783:SF68","KOG1584","","","GO:0008146","AT3G45070","","P-loop containing nucleoside triphosphate hydrolases superfamily protein","LOC_Os08g40380",NA,"sulfotransferase domain containing protein, expressed"
