SNP,Chromosome,Position,Grand Total,PS,Ind.SNP,Heading_1,Heading_50,Flowering_1,Flowering_50,PCA,SUPER,FarmCPU,mrMLM.1,mrMLM.2,MAF,PVE
NsiI.TP243305,11,11873,1,PS_N(1),F116+36088im(1),,,,GFW_50(1),,,,FASTmrMLM(1),,0.1552,6.00E-04
NsiI.TP245163,5,55180573,3,PS_N(3),F116+36088im(3),,,,FD_50(1),fprind(1);fprinGW(1),,,,ISIS EM-BLASSO(3),0.2241,12.47
NsiI.TP245879,1,73833901,12,PS_Y(12),F96+4814(12),,,FD_1(2);FW_1(2);GFW_1(2),FD_50(1);FW_50(2),fprinW(2);fprind(1),CMLM+SUPER(5)MLM+SUPER(7),,,,0.09896,4.777
NsiI.TP245890,11,11906,2,PS_N(1)PS_Y(1),F116+36088im(2),,HM_50(1),FM_1(1),,,,,FASTmrMLM(2),,0.3233,0.6491
NsiI.TP246551,1,11187178,3,PS_Y(3),F116+36088im(3),GHW_1(2),,GFW_1(1),,,CMLM+SUPER(2)MLM+SUPER(1),,,,0.4079,3.036
NsiI.TP248677,11,11928,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1829,0.7515
NsiI.TP250793,6,6506931,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.2255,0.4657
NsiI.TP251147,8,281308,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.4457,1.602
NsiI.TP253869,1,16894827,19,PS_Y(19),F116+36088im(19),HD_1(1);HW_1(1);GHW_1(2),HW_50(1),FD_1(2);FW_1(2);GFW_1(1),FD_50(1);FW_50(2);GFW_50(2),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(9)MLM+SUPER(10),,,,0.4755,0.04436
NsiI.TP25459,2,61014638,6,PS_Y(6),F116+36088im(6),GHW_1(2);HM_1(1),,GFW_1(1),FW_50(1);GFW_50(1),,CMLM+SUPER(1)MLM+SUPER(5),,,,0.117,2.342
NsiI.TP255006,6,59462133,6,PS_Y(6),F116+36088im(6),GHW_1(2);HM_1(2),,FM_1(2),,,CMLM+SUPER(3)MLM+SUPER(3),,,,0.1739,0.9349
NsiI.TP256580,9,54079974,2,PS_Y(2),F116+36088im(2),HM_1(1),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.2535,0.01494
NsiI.TP257172,3,6560304,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.1494,1.57
NsiI.TP257521,11,12015,22,PS_Y(22),F116+36088im(22),HW_1(1);GHW_1(2);HM_1(1),GHW_50(2),FD_1(1);FW_1(1);GFW_1(2),FD_50(2);FW_50(2);GFW_50(2);FM_50(1),fprinW(2);fprind(1);fprinGW(2),CMLM+SUPER(8)MLM+SUPER(14),,,,0.317,0.03005
NsiI.TP258067,2,45969771,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1339,0.004061
NsiI.TP260208,10,52582112,8,PS_Y(8),F116+36088im(8),GHW_1(2);HM_1(1),,GFW_1(1),FD_50(1);FW_50(1);FM_50(2),,CMLM+SUPER(2)MLM+SUPER(6),,,,0.4832,0.9958
NsiI.TP260906,11,12049,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.4671,0.6113
NsiI.TP262378,8,55743978,7,PS_Y(7),F116+36088im(7),HD_1(1);HW_1(1);GHW_1(2),,GFW_1(2);FM_1(1),,,CMLM+SUPER(4)MLM+SUPER(3),,,,0.4387,2.725
NsiI.TP266954,8,4177407,5,PS_Y(5),F116+36088im(5),HM_1(1),,GFW_1(2),FD_50(1);FM_50(1),,CMLM+SUPER(1)MLM+SUPER(4),,,,0.1174,3.174
NsiI.TP274765,6,47625849,31,PS_N(12)PS_Y(19),F96+4814(21);F106+4185(10),HM_1(2),GHW_50(2);HW_50(1),FD_1(4);FW_1(1);GFW_1(2);FM_1(2),FD_50(2);FW_50(3);GFW_50(4),fprinW(2);fprind(2);fprinGW(2);fprinM(2),CMLM+SUPER(1)MLM+SUPER(1),FarmCPU(1),FASTmrMLM(1),pLARmEB(27),0.3333,22.92
NsiI.TP275227,9,52933109,18,PS_Y(18),F116+36088im(18),HD_1(1);HW_1(1);GHW_1(2);HM_1(1),,GFW_1(2);FM_1(2),FD_50(1);FW_50(2);GFW_50(2),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(8)MLM+SUPER(10),,,,0.3347,0.7817
NsiI.TP276353,11,12193,5,PS_Y(5),F116+36088im(5),HW_1(1),,FD_1(1);FW_1(1);GFW_1(1),FM_50(1),,,,FASTmrMLM(4),ISIS EM-BLASSO(1),0.2026,3.899
NsiI.TP2769,3,4785844,8,PS_Y(8),F116+36088im(8),,,,FD_50(1);FW_50(2);GFW_50(1);FM_50(1),fprinW(2);fprind(1),CMLM+SUPER(3)MLM+SUPER(5),,,,0.4346,2.46
NsiI.TP278971,11,12213,11,PS_Y(11),F116+36088im(11),HW_1(1);GHW_1(2);HM_1(2),GHW_50(2),GFW_1(2);FM_1(1),FD_50(1),,CMLM+SUPER(5)MLM+SUPER(6),,,,0.1863,1.874
NsiI.TP280339,11,12243,9,PS_Y(9),F116+36088im(9),HD_1(1),,GFW_1(1),FD_50(2);FW_50(1),fprinW(1);fprind(2);fprinGW(1),CMLM+SUPER(7)MLM+SUPER(2),,,,0.3035,8.973
NsiI.TP281579,3,65419972,3,PS_Y(3),F116+36088im(3),GHW_1(2),,,FW_50(1),,CMLM+SUPER(1)MLM+SUPER(2),,,,0.1776,0.4151
NsiI.TP284022,11,12287,4,PS_Y(4),F116+36088im(4),,,,FW_50(1);GFW_50(2),fprinW(1),CMLM+SUPER(1)MLM+SUPER(3),,,,0.3222,1.701
NsiI.TP285092,11,12291,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.4704,2.514
NsiI.TP285280,9,53781422,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1759,2.051
NsiI.TP288843,11,12324,28,PS_Y(28),F116+36088im(28),HD_1(2);HW_1(2);GHW_1(2);HM_1(1),GHW_50(2);HW_50(1),FD_1(2);FW_1(2);GFW_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprind(1);fprinGW(2),CMLM+SUPER(13)MLM+SUPER(15),,,,0.456,0.1077
NsiI.TP289776,4,4806117,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.1672,0.2976
NsiI.TP290165,2,68205802,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1646,0.9388
NsiI.TP290592,11,12332,12,PS_Y(12),F116+36088im(12),GHW_1(2);HM_1(1),,GFW_1(2),FD_50(1);FW_50(1);GFW_50(2),fprinW(1);fprind(1);fprinGW(1),CMLM+SUPER(4)MLM+SUPER(8),,,,0.1247,1.84
NsiI.TP293440,11,12365,2,PS_N(2),F116+36088im(2),,,FM_1(1),,fprinM(1),,,FASTmrMLM(2),,0.0517,0.0013
NsiI.TP299172,3,55365719,1,PS_N(1),F116+36088im(1),,,GFW_1(1),,,,,FASTmrMLM(1),,0.0302,0.0055
NsiI.TP302373,11,12421,1,PS_N(1),F116+36088im(1),,,,,fprinM(1),,,FASTmrMLM(1),,0.0345,2.79E-06
NsiI.TP303442,11,12434,5,PS_Y(5),F116+36088im(5),GHW_1(2);HM_1(1),,GFW_1(2),,,CMLM+SUPER(2)MLM+SUPER(3),,,,0.289,4.124
NsiI.TP304061,1,3171203,1,PS_Y(1),F116+36088im(1),HW_1(1),,,,,MLM+SUPER(1),,,,0.4678,8.43E-05
NsiI.TP304396,11,12454,2,PS_Y(2),F116+36088im(2),HM_1(1),,GFW_1(1),,,MLM+SUPER(2),,,,0.2845,4.106
NsiI.TP30868,1,51136397,24,PS_N(13)PS_Y(11),F116+36088im(24),HD_1(2);HW_1(1);GHW_1(1);HM_1(2),HD_50(1);GHW_50(1);HW_50(1);HM_50(2),FD_1(1);GFW_1(2),FD_50(2);FW_50(1);GFW_50(1),fprinW(2);fprind(1);fprinGW(1);fprinM(2),,,mrMLM(14);FASTmrMLM(3),ISIS EM-BLASSO(6);pLARmEB(1),0.1009,10.26
NsiI.TP309926,11,12517,1,PS_N(1),F116+36088im(1),HW_1(1),,,,,,,FASTmrMLM(1),,0.0991,0.1296
NsiI.TP310185,11,12527,2,PS_Y(2),F116+36088im(2),,,FM_1(1),FM_50(1),,CMLM+SUPER(2),,,,0.3453,9.545
NsiI.TP314390,11,12579,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.05848,0.07086
NsiI.TP314432,4,2842632,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.1211,4.383
NsiI.TP31742,7,6509038,6,PS_Y(6),F116+36088im(6),GHW_1(2);HM_1(1),GHW_50(1),,FM_50(2),,CMLM+SUPER(2)MLM+SUPER(4),,,,0.2986,0.4613
NsiI.TP318460,11,12617,28,PS_Y(28),F116+36088im(28),HD_1(2);HW_1(2);GHW_1(2);HM_1(2),,FD_1(2);FW_1(1);GFW_1(2);FM_1(2),FD_50(2);FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprind(2);fprinGW(1),CMLM+SUPER(14)MLM+SUPER(14),,,,0.1308,0.3598
NsiI.TP319204,11,12621,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,FM_1(1),,,CMLM+SUPER(2)MLM+SUPER(2),,,,0.05428,3.25
NsiI.TP319863,11,12629,7,PS_Y(7),F116+36088im(7),GHW_1(2);HM_1(1),,GFW_1(1),FD_50(1),fprind(1);fprinGW(1),CMLM+SUPER(3)MLM+SUPER(4),,,,0.3548,6.513
NsiI.TP321836,10,43096218,29,PS_N(1)PS_Y(28),F116+36088im(29),HD_1(2);HW_1(2);GHW_1(2);HM_1(1),GHW_50(2);HW_50(1),FD_1(2);FW_1(1);GFW_1(2),FD_50(2);FW_50(2);GFW_50(2);FM_50(3),fprinW(2);fprind(2);fprinGW(1),CMLM+SUPER(15)MLM+SUPER(13),FarmCPU(1),,,0.1408,10.84
NsiI.TP322203,6,6388055,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.107,3.387
NsiI.TP323223,1,74770267,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,CMLM+SUPER(1),,,,0.09152,12.53
NsiI.TP32394,3,54277373,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.1008,0.005783
NsiI.TP324424,11,12697,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.0754,0.04115
NsiI.TP32455,6,6026230,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.05047,3.2
NsiI.TP324593,4,54954569,8,PS_N(8),F116+36088im(8),,HD_50(2),FM_1(1),FD_50(1),fprinW(1);fprind(2);fprinGW(1),,,FASTmrMLM(6),pLARmEB(2),0.0776,6.165
NsiI.TP324732,11,12703,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(2),,,,,CMLM+SUPER(2)MLM+SUPER(2),,,,0.2596,0.1592
NsiI.TP326716,3,808949,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.2288,0.7066
NsiI.TP328684,7,60454264,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.168,7.236
NsiI.TP328982,11,12748,2,PS_N(2),F96+4814(1);F106+4185(1),,,FW_1(2),,,,,,pLARmEB(2),0.1667,0.2951
NsiI.TP329430,1,55104423,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.4796,2.65
NsiI.TP329755,9,55493512,1,PS_Y(1),F116+36088im(1),,HM_50(1),,,,,,FASTmrMLM(1),,0.25,5.622
NsiI.TP331229,11,12789,4,PS_Y(4),F116+36088im(4),,,,FD_50(1);FM_50(2),fprind(1),CMLM+SUPER(1)MLM+SUPER(3),,,,0.4945,11.56
NsiI.TP333584,11,12808,3,PS_Y(3),F116+36088im(3),,,GFW_1(2),GFW_50(1),,CMLM+SUPER(2)MLM+SUPER(1),,,,0.3278,3.227
NsiI.TP333882,11,12811,2,PS_Y(2),F116+36088im(2),HM_1(1),,GFW_1(1),,,MLM+SUPER(2),,,,0.433,4.941
NsiI.TP336953,8,58340502,1,PS_N(1),F116+36088im(1),,,,FM_50(1),,,FarmCPU(1),,,0.3055,0.00591
NsiI.TP337152,10,52632862,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.06067,0.3429
NsiI.TP337751,1,60167980,12,PS_N(3)PS_Y(9),F96+4814(12),HD_1(1),HD_50(1);GHW_50(1);HW_50(2),FW_1(1);GFW_1(1),FD_50(1);GFW_50(2),fprinGW(2),,,mrMLM(6);FASTmrMLM(2),ISIS EM-BLASSO(2);pLARmEB(2),0.3906,16.19
NsiI.TP33811,1,71154148,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1758,9.121
NsiI.TP340042,4,1007876,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.06606,0.2113
NsiI.TP343718,11,12907,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1294,1.157
NsiI.TP344870,11,12918,1,PS_Y(1),F96+4814(1),,,,FD_50(1),,MLM+SUPER(1),,,,0.08854,17.35
NsiI.TP346232,11,12936,8,PS_Y(8),F116+36088im(8),HW_1(1);GHW_1(2),,GFW_1(1),FD_50(1);FW_50(1);GFW_50(1),fprind(1),CMLM+SUPER(2)MLM+SUPER(6),,,,0.3056,1.513
NsiI.TP346723,5,9422087,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(3),,,,0.1415,0.4318
NsiI.TP34695,4,6508508,3,PS_N(3),F116+36088im(3),HW_1(1),,FM_1(1),,fprinM(1),,,FASTmrMLM(3),,0.0474,0.2183
NsiI.TP347216,9,44790414,18,PS_Y(18),F116+36088im(18),GHW_1(2);HM_1(1),,GFW_1(2);FM_1(1),FD_50(2);FW_50(2);GFW_50(2);FM_50(1),fprinW(2);fprind(2);fprinGW(1),CMLM+SUPER(9)MLM+SUPER(9),,,,0.3643,4.068
NsiI.TP350239,2,70238391,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.1699,8.001
NsiI.TP350425,6,56577810,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1673,0.00767
NsiI.TP351438,3,67707328,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.3268,1.27
NsiI.TP352026,6,555824,5,PS_Y(5),F116+36088im(5),GHW_1(2);HM_1(1),,GFW_1(1);FM_1(1),,,CMLM+SUPER(2)MLM+SUPER(3),,,,0.06707,0.0812
NsiI.TP35357,2,67311248,2,PS_Y(2),F116+36088im(2),,,GFW_1(2),,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.3849,3.022
NsiI.TP355773,2,68104408,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.1805,0.03574
NsiI.TP358628,9,48507,3,PS_Y(3),F116+36088im(3),,,GFW_1(1),FD_50(1);FM_50(1),,MLM+SUPER(3),,,,0.07464,8.743
NsiI.TP358792,11,13074,1,PS_Y(1),F116+36088im(1),,,,,fprinGW(1),,,,ISIS EM-BLASSO(1),0.2414,3.211
NsiI.TP359148,1,9159698,6,PS_Y(6),F116+36088im(6),HW_1(1);GHW_1(2),,GFW_1(2),,fprinW(1),CMLM+SUPER(2)MLM+SUPER(4),,,,0.3163,1.536
NsiI.TP359530,11,13085,5,PS_Y(5),F116+36088im(5),HM_1(1),GHW_50(2),,FD_50(1),fprind(1),CMLM+SUPER(1)MLM+SUPER(4),,,,0.1003,2.041
NsiI.TP360446,11,13097,1,PS_Y(1),F116+36088im(1),,,FM_1(1),,,CMLM+SUPER(1),,,,0.07877,1.648
NsiI.TP360999,1,10465743,12,PS_Y(12),F106+4185(12),,HD_50(2),,FD_50(2);FW_50(2);GFW_50(2),fprinW(2);fprind(2),CMLM+SUPER(6)MLM+SUPER(6),,,,0.08962,11.97
NsiI.TP361679,11,13117,11,PS_Y(11),F116+36088im(11),HM_1(1),,GFW_1(2),FW_50(2);GFW_50(2);FM_50(1),fprinW(2);fprinGW(1),CMLM+SUPER(5)MLM+SUPER(6),,,,0.2999,0.9077
NsiI.TP363117,11,13136,6,PS_Y(6),F116+36088im(6),GHW_1(2),,GFW_1(2),FM_50(1),fprinW(1),CMLM+SUPER(2)MLM+SUPER(4),,,,0.2787,4.764
NsiI.TP363937,1,20591680,8,PS_Y(8),F116+36088im(8),GHW_1(2);HM_1(2),,GFW_1(1),FD_50(1);GFW_50(1),fprind(1),CMLM+SUPER(3)MLM+SUPER(5),,,,0.3851,1.406
NsiI.TP364137,6,56610072,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(2),,,,,CMLM+SUPER(2)MLM+SUPER(2),,,,0.4208,2.908
NsiI.TP368101,11,13200,7,PS_Y(7),F116+36088im(7),GHW_1(2);HM_1(1),,GFW_1(2),FM_50(1),fprinW(1),CMLM+SUPER(2)MLM+SUPER(5),,,,0.2592,0.1294
NsiI.TP369405,4,2234375,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.06705,1.492
NsiI.TP370740,6,61057670,19,PS_Y(19),F116+36088im(19),HD_1(1);HW_1(1);GHW_1(2);HM_1(1),,FD_1(1);GFW_1(2);FM_1(2),FD_50(1);FW_50(2);GFW_50(2),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(11)MLM+SUPER(8),,,,0.4118,0.6755
NsiI.TP370880,3,68111215,6,PS_Y(6),F116+36088im(6),GHW_1(2);HM_1(1),,GFW_1(1),FD_50(1),fprind(1),CMLM+SUPER(3)MLM+SUPER(3),,,,0.0505,0.01859
NsiI.TP373338,9,58393375,4,PS_Y(4),F116+36088im(4),GHW_1(2),,GFW_1(2),,,CMLM+SUPER(2)MLM+SUPER(2),,,,0.2588,20.18
NsiI.TP373942,11,13260,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.3094,0.0702
NsiI.TP37454,11,9567,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.4182,0.5537
NsiI.TP376338,3,73019311,26,PS_Y(26),F116+36088im(26),HD_1(1);HW_1(1);GHW_1(2);HM_1(1),GHW_50(1);HW_50(1),FW_1(1);GFW_1(2);FM_1(2),FD_50(2);FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprind(2);fprinGW(2),CMLM+SUPER(14)MLM+SUPER(12),,,,0.393,0.6502
NsiI.TP382187,7,15361809,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.4899,0.5485
NsiI.TP383484,9,6111601,12,PS_N(12),F116+36088im(12),,,,FD_50(2);FW_50(3);GFW_50(1);FM_50(1),fprinW(2);fprind(1);fprinGW(2),,,mrMLM(3);FASTmrMLM(6),pLARmEB(3),0.1983,9.995
NsiI.TP384887,11,13387,5,PS_Y(5),F116+36088im(5),GHW_1(2);HM_1(2),,GFW_1(1),,,CMLM+SUPER(2)MLM+SUPER(3),,,,0.2304,4.898
NsiI.TP387106,1,78909568,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1272,0.6275
NsiI.TP38756,11,9586,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.07703,0.02188
NsiI.TP388861,4,53760575,15,PS_Y(15),F116+36088im(15),HD_1(1);GHW_1(1);HM_1(1),HD_50(2);GHW_50(1);HW_50(1),FD_1(1);FW_1(1),FD_50(1);FW_50(1),fprinW(1);fprind(1);fprinGW(1);fprinM(1),,,mrMLM(13),ISIS EM-BLASSO(2),0.1974,19.34
NsiI.TP388882,11,13419,9,PS_Y(9),F116+36088im(9),GHW_1(2);HM_1(1),,GFW_1(2),FW_50(1);GFW_50(1);FM_50(1),fprinW(1),CMLM+SUPER(2)MLM+SUPER(7),,,,0.163,9.354
NsiI.TP388907,2,71256645,1,PS_N(1),F116+36088im(1),,,FM_1(1),,,,,FASTmrMLM(1),,0.2716,0.5287
NsiI.TP388993,11,13423,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.1732,0.5363
NsiI.TP392116,3,69146730,4,PS_Y(4),F116+36088im(4),GHW_1(2),,GFW_1(2),,,CMLM+SUPER(2)MLM+SUPER(2),,,,0.3018,1.724
NsiI.TP393109,11,13472,2,PS_N(2),F116+36088im(2),,,FM_1(1),,fprinM(1),,,FASTmrMLM(2),,0.0388,0.0747
NsiI.TP39438,2,67004686,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.1897,1.199
NsiI.TP394597,8,56568502,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.1146,0.2483
NsiI.TP395863,11,13491,40,PS_N(20)PS_Y(20),F96+4814(36);F106+4185(4),HW_1(1);HM_1(3),HD_50(1);GHW_50(2);HW_50(2),FD_1(1);FW_1(2);GFW_1(3);FM_1(1),FD_50(3);FW_50(5);GFW_50(4);FM_50(2),fprinW(3);fprind(2);fprinGW(2);fprinM(3),,FarmCPU(12),FASTmrMLM(8),ISIS EM-BLASSO(2);pLARmEB(18),0.1458,4.673
NsiI.TP397682,11,13507,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.3899,5.056
NsiI.TP39861,3,68368696,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.2926,3.375
NsiI.TP39871,11,9609,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.1398,0.5464
NsiI.TP400271,11,13523,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1409,0.04393
NsiI.TP401000,11,13530,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1085,3.51
NsiI.TP401676,11,13539,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.08846,1.333
NsiI.TP404884,1,60001597,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1527,0.9134
NsiI.TP406255,3,69355037,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.4208,0.7318
NsiI.TP406542,11,13590,2,PS_Y(2),F116+36088im(2),HM_1(1),,,,fprinM(1),,,FASTmrMLM(2),,0.2716,5.893
NsiI.TP406742,2,65617730,15,PS_Y(15),F116+36088im(15),HW_1(1);GHW_1(2);HM_1(1),,GFW_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(1),fprinW(2);fprind(1),CMLM+SUPER(7)MLM+SUPER(8),,,,0.4425,8.052
NsiI.TP407173,4,52879944,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.3677,1.444
NsiI.TP407233,11,13606,2,PS_Y(2),F116+36088im(2),,,GFW_1(2),,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.2834,0.2546
NsiI.TP409401,11,13641,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.3517,6.261
NsiI.TP41073,3,16557308,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1836,0.2401
NsiI.TP411619,11,13674,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1413,0.34
NsiI.TP412045,1,2102732,5,PS_Y(5),F116+36088im(5),HM_1(1),,GFW_1(1);FM_1(1),FM_50(2),,CMLM+SUPER(2)MLM+SUPER(3),,,,0.4555,0.8021
NsiI.TP413314,1,58050134,1,PS_N(1),F116+36088im(1),,,,,fprinM(1),,,FASTmrMLM(1),,0.1034,4.39E-06
NsiI.TP413741,11,13708,1,PS_Y(1),F116+36088im(1),,,FM_1(1),,,CMLM+SUPER(1),,,,0.1458,7.472
NsiI.TP414923,7,58216713,4,PS_Y(4),F116+36088im(4),HM_1(1),,GFW_1(2),FM_50(1),,CMLM+SUPER(1)MLM+SUPER(3),,,,0.133,0.5138
NsiI.TP415542,10,5279174,5,PS_Y(5),F116+36088im(5),HD_1(1);HW_1(1),,GFW_1(2);FM_1(1),,,CMLM+SUPER(3)MLM+SUPER(2),,,,0.08607,3.351
NsiI.TP415575,9,53923129,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.05339,3.75
NsiI.TP416112,11,13740,6,PS_Y(6),F116+36088im(6),GHW_1(2);HM_1(1),,GFW_1(1),FW_50(1);GFW_50(1),,CMLM+SUPER(2)MLM+SUPER(4),,,,0.105,2.611
NsiI.TP416911,11,13756,1,PS_N(1),F116+36088im(1),,,FM_1(1),,,,,,ISIS EM-BLASSO(1),0.1466,8.577
NsiI.TP416968,11,13759,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.1171,0.3883
NsiI.TP417060,2,19859544,2,PS_Y(2),F116+36088im(2),HM_1(1),,GFW_1(1),,,MLM+SUPER(2),,,,0.1512,1.012
NsiI.TP417678,11,13768,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.06332,1.364
NsiI.TP418754,4,63031223,15,PS_Y(15),F116+36088im(15),HW_1(1);GHW_1(2);HM_1(1),,GFW_1(2),FD_50(2);FW_50(1);GFW_50(2);FM_50(2),fprinW(1);fprind(1),CMLM+SUPER(6)MLM+SUPER(9),,,,0.1551,0.2744
NsiI.TP418817,3,70373036,2,PS_Y(2),F116+36088im(2),,,,FD_50(1),fprind(1),MLM+SUPER(2),,,,0.4175,0.233
NsiI.TP41926,11,9643,2,PS_Y(2),F116+36088im(2),HM_1(1),,GFW_1(1),,,MLM+SUPER(2),,,,0.1072,0.2136
NsiI.TP419909,1,67589872,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.2999,0.03835
NsiI.TP420372,4,57623143,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.4808,0.1262
NsiI.TP421896,1,75490287,7,PS_Y(7),F116+36088im(7),GHW_1(2);HM_1(1),,GFW_1(2),GFW_50(2),,CMLM+SUPER(3)MLM+SUPER(4),,,,0.3902,1.087
