"","SNP","Chromosome","Position","P.value","MAF","Ind.SNP","PS","Software","Method","Trait.name","PVE","maf","P.value.1","MAF.1"
"1133","NsiI.TP766568",1,13943502,0.000127379634970019,0.4693,"F116+36088im","PS_Y","mrMLMM","mrMLM","HM_50",10.8304,NA,1e-04,0.4693
"1134","PstI.TP208292",2,66325675,3.43716198617535e-05,0.307,"F116+36088im","PS_Y","mrMLMM","mrMLM","HM_50",17.3121,NA,3e-05,0.307
"1135","NsiI.TP772099",3,52480890,0.000120254129810778,0.0921,"F116+36088im","PS_Y","mrMLMM","mrMLM","HM_50",14.2041,NA,1e-04,0.0921
"1136","PstI.TP513949",3,61369495,0.000123509396601486,0.3421,"F116+36088im","PS_Y","mrMLMM","mrMLM","HM_50",8.1855,NA,1e-04,0.3421
"1137","PstI.TP133136",5,65324990,1.17273530577938e-07,0.193,"F116+36088im","PS_Y","mrMLMM","mrMLM","HM_50",5.6831,NA,1e-07,0.193
"1138","PstI.TP532426",7,64966356,7.51276838572268e-07,0.4561,"F116+36088im","PS_Y","mrMLMM","mrMLM","HM_50",7.3892,NA,8e-07,0.4561
"1139","PstI.TP876839",4,6887064,6.27480161997852e-08,0.0388,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","HM_50",13.3317,NA,6e-08,0.0388
"1140","PstI.TP705829",6,58061911,0.000187845155867413,0.0991,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","HM_50",0.6287,NA,2e-04,0.0991
"1141","NsiI.TP329755",9,55493512,1.27320987985296e-05,0.25,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","HM_50",5.622,NA,1e-05,0.25
"1142","PstI.TP187918",11,1532,9.42757508527416e-05,0.25,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","HM_50",2.7432,NA,9e-05,0.25
"1143","NsiI.TP245890",11,11906,4.77309413928751e-05,0.3233,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","HM_50",0.6491,NA,5e-05,0.3233
"1144","NsiI.TP495572",11,15165,2.56625613132122e-05,0.2328,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","HM_50",12.2907,NA,3e-05,0.2328
"1145","PstI.TP133136",5,65324990,0.000199664106949792,0.194,"F116+36088im","PS_Y","mrMLMM","pLARmEB","HM_50",3.2772,NA,2e-04,0.194
"1146","PstI.TP1282314",9,15059279,6.88493746547515e-05,0.1595,"F116+36088im","PS_Y","mrMLMM","pLARmEB","HM_50",6.3008,NA,7e-05,0.1595
"1147","PstI.TP1020545",11,7078,0.00017627876532324,0.3405,"F116+36088im","PS_Y","mrMLMM","pLARmEB","HM_50",3.4648,NA,2e-04,0.3405
"1148","NsiI.TP495572",11,15165,0.000181886304832359,0.2328,"F116+36088im","PS_Y","mrMLMM","pLARmEB","HM_50",3.2157,NA,2e-04,0.2328
"1149","NsiI.TP30868",1,51136397,2.08449088309729e-09,0.0991,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","HM_50",7.4546,NA,2e-09,0.0991
"1150","NsiI.TP772099",3,52480890,2.67916832481903e-06,0.0905,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","HM_50",17.9322,NA,3e-06,0.0905
"1151","NsiI.TP150749",3,69413427,4.31419727326874e-07,0.1293,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","HM_50",0.8667,NA,4e-07,0.1293
"1152","PstI.TP133136",5,65324990,5.31618395073963e-06,0.194,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","HM_50",3.3581,NA,5e-06,0.194
"1153","PstI.TP693499",11,4804,2.50668637245364e-05,0.0776,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","HM_50",3.5591,NA,3e-05,0.0776
"1154","PstI.TP208292",2,66325675,2.9194429974027e-05,0.307,"F116+36088im","PS_Y","mrMLMM","mrMLM","FM_50",9.3658,NA,3e-05,0.307
"1155","PstI.TP133136",5,65324990,5.54881186358089e-09,0.193,"F116+36088im","PS_Y","mrMLMM","mrMLM","FM_50",9.2736,NA,6e-09,0.193
"1156","PstI.TP532426",7,64966356,2.6357244179729e-05,0.4561,"F116+36088im","PS_Y","mrMLMM","mrMLM","FM_50",7.1117,NA,3e-05,0.4561
"1157","NsiI.TP150749",3,69413427,1.81384428087062e-06,0.1293,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","FM_50",0.916,NA,2e-06,0.1293
"1158","PstI.TP52046",6,52358725,3.19595017481476e-05,0.0991,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","FM_50",1.5737,NA,3e-05,0.0991
"1159","PstI.TP588220",11,4211,3.47136275887697e-06,0.2457,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","FM_50",3.7776,NA,3e-06,0.2457
"1160","PstI.TP607810",11,4293,0.000113553362784194,0.1422,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","FM_50",3.9076,NA,1e-04,0.1422
"1161","PstI.TP1078392",11,7528,1.25371840068012e-05,0.3491,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","FM_50",8.1903,NA,1e-05,0.3491
"1162","NsiI.TP59527",11,9833,1.27291674619356e-08,0.1595,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","FM_50",15.8252,NA,1e-08,0.1595
"1163","NsiI.TP495572",11,15165,7.37055175337934e-07,0.2328,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","FM_50",9.5212,NA,7e-07,0.2328
"1164","PstI.TP130505",1,69885963,1.47604636638564e-05,0.4224,"F116+36088im","PS_Y","mrMLMM","pLARmEB","FM_50",2.5745,NA,1e-05,0.4224
"1165","PstI.TP325669",4,67124681,2.41212605609257e-06,0.3233,"F116+36088im","PS_Y","mrMLMM","pLARmEB","FM_50",3.3521,NA,2e-06,0.3233
"1166","PstI.TP133136",5,65324990,1.63455673719756e-05,0.194,"F116+36088im","PS_Y","mrMLMM","pLARmEB","FM_50",2.4769,NA,2e-05,0.194
"1167","PstI.TP898128",9,54591637,0.000156602972068605,0.2198,"F116+36088im","PS_Y","mrMLMM","pLARmEB","FM_50",4.7026,NA,2e-04,0.2198
"1168","PstI.TP187918",11,1532,1.37847851001647e-06,0.25,"F116+36088im","PS_Y","mrMLMM","pLARmEB","FM_50",4.6839,NA,1e-06,0.25
"1169","PstI.TP874146",11,6098,7.46964565078008e-06,0.056,"F116+36088im","PS_Y","mrMLMM","pLARmEB","FM_50",9.651,NA,7e-06,0.056
"1170","PstI.TP1020545",11,7078,3.28170848544526e-05,0.3405,"F116+36088im","PS_Y","mrMLMM","pLARmEB","FM_50",2.5271,NA,3e-05,0.3405
"1171","NsiI.TP434835",11,14151,1.2726236800229e-05,0.2931,"F116+36088im","PS_Y","mrMLMM","pLARmEB","FM_50",2.0008,NA,1e-05,0.2931
"1172","NsiI.TP495572",11,15165,7.28282710693132e-07,0.2328,"F116+36088im","PS_Y","mrMLMM","pLARmEB","FM_50",7.4104,NA,7e-07,0.2328
"1173","PstI.TP852912",6,60106545,3.60246690711488e-06,0.1336,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","FM_50",6.0289,NA,4e-06,0.1336
"1174","PstI.TP1282314",9,15059279,4.09543464644396e-05,0.1595,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","FM_50",6.3178,NA,4e-05,0.1595
"1175","PstI.TP588220",11,4211,3.98841186909052e-08,0.2457,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","FM_50",4.2542,NA,4e-08,0.2457
"1176","NsiI.TP276353",11,12193,2.51246488132877e-07,0.2026,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","FM_50",2.7788,NA,3e-07,0.2026
"1177","NsiI.TP495572",11,15165,5.49161395552637e-05,0.2328,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","FM_50",10.3369,NA,5e-05,0.2328
"1197","NsiI.TP766568",1,13943502,9.98849369936506e-05,0.4693,"F116+36088im","PS_Y","mrMLMM","mrMLM","fprind",11.2827,NA,1e-04,0.4693
"1198","NsiI.TP388861",4,53760575,3.13978564827282e-05,0.1974,"F116+36088im","PS_Y","mrMLMM","mrMLM","fprind",10.7085,NA,3e-05,0.1974
"1199","PstI.TP133136",5,65324990,4.26972594048033e-09,0.193,"F116+36088im","PS_Y","mrMLMM","mrMLM","fprind",7.517,NA,4e-09,0.193
"1200","PstI.TP1282314",9,15059279,8.95777191219215e-05,0.1623,"F116+36088im","PS_Y","mrMLMM","mrMLM","fprind",16.347,NA,9e-05,0.1623
"1201","PstI.TP210905",2,72650615,2.39386690117419e-06,0.181,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","fprind",7.463,NA,2e-06,0.181
"1202","PstI.TP661215",3,54129611,1.50764815301548e-06,0.2198,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","fprind",8.4343,NA,2e-06,0.2198
"1203","PstI.TP125419",10,50424324,1.63907942982294e-05,0.2241,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","fprind",2.3304,NA,2e-05,0.2241
"1204","PstI.TP115244",11,953,5.1605976466302e-07,0.4397,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","fprind",5.7039,NA,5e-07,0.4397
"1205","PstI.TP1020545",11,7078,8.2546753981173e-05,0.3405,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","fprind",4.109,NA,8e-05,0.3405
"1206","PstI.TP325669",4,67124681,1.15159560831803e-08,0.3233,"F116+36088im","PS_Y","mrMLMM","pLARmEB","fprind",8.3509,NA,1e-08,0.3233
"1207","PstI.TP133136",5,65324990,2.14042492677163e-06,0.194,"F116+36088im","PS_Y","mrMLMM","pLARmEB","fprind",4.0984,NA,2e-06,0.194
"1208","PstI.TP187918",11,1532,5.11328500301965e-06,0.25,"F116+36088im","PS_Y","mrMLMM","pLARmEB","fprind",6.8481,NA,5e-06,0.25
"1209","PstI.TP874146",11,6098,1.35987816328452e-05,0.056,"F116+36088im","PS_Y","mrMLMM","pLARmEB","fprind",6.8885,NA,1e-05,0.056
"1210","PstI.TP1020545",11,7078,0.000102730641483868,0.3405,"F116+36088im","PS_Y","mrMLMM","pLARmEB","fprind",4.329,NA,1e-04,0.3405
"1211","NsiI.TP495572",11,15165,6.68190043410554e-08,0.2328,"F116+36088im","PS_Y","mrMLMM","pLARmEB","fprind",13.2237,NA,7e-08,0.2328
"1212","PstI.TP133136",5,65324990,1.80343294883757e-07,0.194,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","fprind",5.2042,NA,2e-07,0.194
"1213","PstI.TP532426",7,64966356,5.23600436585751e-05,0.4655,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","fprind",3.1799,NA,5e-05,0.4655
"1214","PstI.TP125419",10,50424324,7.52142276087159e-05,0.2241,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","fprind",2.2773,NA,8e-05,0.2241
"1215","PstI.TP187918",11,1532,3.92916258613056e-05,0.25,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","fprind",4.3875,NA,4e-05,0.25
"1216","NsiI.TP495572",11,15165,4.43098214489298e-05,0.2328,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","fprind",6.8813,NA,4e-05,0.2328
"1217","NsiI.TP766568",1,13943502,1.22998552357047e-05,0.4693,"F116+36088im","PS_Y","mrMLMM","mrMLM","fprinW",7.7958,NA,1e-05,0.4693
"1218","NsiI.TP30868",1,51136397,4.1209751909733e-06,0.1009,"F116+36088im","PS_Y","mrMLMM","mrMLM","fprinW",5.5619,NA,4e-06,0.1009
"1219","NsiI.TP388861",4,53760575,6.72357107234319e-05,0.1974,"F116+36088im","PS_Y","mrMLMM","mrMLM","fprinW",5.9284,NA,7e-05,0.1974
"1220","PstI.TP242436",4,2670410,3.32889425758538e-05,0.3026,"F116+36088im","PS_Y","mrMLMM","mrMLM","fprinW",4.5,NA,3e-05,0.3026
"1221","PstI.TP133136",5,65324990,3.1878655756959e-07,0.193,"F116+36088im","PS_Y","mrMLMM","mrMLM","fprinW",4.3287,NA,3e-07,0.193
"1222","NsiI.TP614958",6,45639721,5.64416888175142e-07,0.0921,"F116+36088im","PS_Y","mrMLMM","mrMLM","fprinW",3.3053,NA,6e-07,0.0921
"1223","PstI.TP1107958",9,50254652,1.45378438560766e-07,0.0175,"F116+36088im","PS_Y","mrMLMM","mrMLM","fprinW",21.0399,NA,1e-07,0.0175
"1224","NsiI.TP496851",3,61267172,4.09920841877005e-05,0.1164,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","fprinW",1e-04,NA,4e-05,0.1164
"1225","PstI.TP133136",5,65324990,4.7763924149642e-09,0.194,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","fprinW",5.6713,NA,5e-09,0.194
"1226","PstI.TP115244",11,953,1.36521169506645e-07,0.4397,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","fprinW",9.9889,NA,1e-07,0.4397
"1227","PstI.TP325669",4,67124681,2.31100029012063e-06,0.3233,"F116+36088im","PS_Y","mrMLMM","pLARmEB","fprinW",6.5498,NA,2e-06,0.3233
"1228","PstI.TP133136",5,65324990,6.93266157205121e-05,0.194,"F116+36088im","PS_Y","mrMLMM","pLARmEB","fprinW",3.4767,NA,7e-05,0.194
"1229","PstI.TP187918",11,1532,8.48398710985996e-06,0.25,"F116+36088im","PS_Y","mrMLMM","pLARmEB","fprinW",5.7538,NA,8e-06,0.25
"1230","PstI.TP874146",11,6098,2.11933690126401e-06,0.056,"F116+36088im","PS_Y","mrMLMM","pLARmEB","fprinW",8.6857,NA,2e-06,0.056
"1231","NsiI.TP495572",11,15165,7.00970917584383e-07,0.2328,"F116+36088im","PS_Y","mrMLMM","pLARmEB","fprinW",10.0142,NA,7e-07,0.2328
"1232","PstI.TP133136",5,65324990,2.28139245017275e-06,0.194,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","fprinW",5.0349,NA,2e-06,0.194
"1233","PstI.TP532426",7,64966356,3.14919823960228e-05,0.4655,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","fprinW",3.1073,NA,3e-05,0.4655
"1234","PstI.TP187918",11,1532,5.40505353708669e-06,0.25,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","fprinW",4.5143,NA,5e-06,0.25
"1235","NsiI.TP495572",11,15165,2.76694164541151e-06,0.2328,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","fprinW",6.3757,NA,3e-06,0.2328
"1236","NsiI.TP766568",1,13943502,3.28775918706697e-05,0.4693,"F116+36088im","PS_Y","mrMLMM","mrMLM","fprinGW",8.439,NA,3e-05,0.4693
"1237","NsiI.TP388861",4,53760575,1.99710086602818e-05,0.1974,"F116+36088im","PS_Y","mrMLMM","mrMLM","fprinGW",11.7469,NA,2e-05,0.1974
"1238","PstI.TP133136",5,65324990,7.62956891161534e-09,0.193,"F116+36088im","PS_Y","mrMLMM","mrMLM","fprinGW",8.8247,NA,8e-09,0.193
"1239","PstI.TP532426",7,64966356,4.25794453582597e-06,0.4561,"F116+36088im","PS_Y","mrMLMM","mrMLM","fprinGW",9.7401,NA,4e-06,0.4561
"1240","NsiI.TP614958",6,45639721,7.88496917745377e-06,0.0905,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","fprinGW",2.1069,NA,8e-06,0.0905
"1241","NsiI.TP496851",3,61267172,1.69472798106299e-05,0.1164,"F116+36088im","PS_Y","mrMLMM","pLARmEB","fprinGW",3.1239,NA,2e-05,0.1164
"1242","PstI.TP133136",5,65324990,1.75428439424965e-07,0.194,"F116+36088im","PS_Y","mrMLMM","pLARmEB","fprinGW",5.588,NA,2e-07,0.194
"1243","PstI.TP1282314",9,15059279,1.8352701456751e-05,0.1595,"F116+36088im","PS_Y","mrMLMM","pLARmEB","fprinGW",7.0114,NA,2e-05,0.1595
"1244","NsiI.TP495572",11,15165,7.32824533138904e-05,0.2328,"F116+36088im","PS_Y","mrMLMM","pLARmEB","fprinGW",4.5638,NA,7e-05,0.2328
"1245","NsiI.TP767179",11,18585,6.65732869378439e-05,0.2328,"F116+36088im","PS_Y","mrMLMM","pLARmEB","fprinGW",3.9801,NA,7e-05,0.2328
"1246","NsiI.TP30868",1,51136397,3.07114272606784e-05,0.0991,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","fprinGW",3.3479,NA,3e-05,0.0991
"1247","NsiI.TP593666",2,56047090,7.29289565791723e-05,0.2543,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","fprinGW",4.2685,NA,7e-05,0.2543
"1248","NsiI.TP441453",3,57267022,4.00497675712159e-05,0.1767,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","fprinGW",3.668,NA,4e-05,0.1767
"1249","PstI.TP133136",5,65324990,1.00023028502082e-10,0.194,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","fprinGW",6.7168,NA,1e-10,0.194
"1250","PstI.TP852912",6,60106545,5.99238902583478e-05,0.1336,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","fprinGW",6.5884,NA,6e-05,0.1336
"1251","NsiI.TP358792",11,13074,7.3248713266504e-05,0.2414,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","fprinGW",3.2112,NA,7e-05,0.2414
"1252","NsiI.TP495572",11,15165,1.88495071769866e-05,0.2328,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","fprinGW",5.413,NA,2e-05,0.2328
"1253","NsiI.TP30868",1,51136397,2.82097995366343e-08,0.1009,"F116+36088im","PS_Y","mrMLMM","mrMLM","fprinM",6.7235,NA,3e-08,0.1009
"1254","NsiI.TP766568",1,13943502,9.19602196658617e-06,0.4693,"F116+36088im","PS_Y","mrMLMM","mrMLM","fprinM",10.2219,NA,9e-06,0.4693
"1255","NsiI.TP772099",3,52480890,1.41677211351836e-05,0.0921,"F116+36088im","PS_Y","mrMLMM","mrMLM","fprinM",12.9169,NA,1e-05,0.0921
"1256","NsiI.TP388861",4,53760575,0.000109824693524002,0.1974,"F116+36088im","PS_Y","mrMLMM","mrMLM","fprinM",8.4808,NA,1e-04,0.1974
"1257","PstI.TP133136",5,65324990,8.44111855592767e-09,0.193,"F116+36088im","PS_Y","mrMLMM","mrMLM","fprinM",7.4486,NA,8e-09,0.193
"1258","PstI.TP532426",7,64966356,8.64967918775694e-06,0.4561,"F116+36088im","PS_Y","mrMLMM","mrMLM","fprinM",6.5457,NA,9e-06,0.4561
"1259","PstI.TP661215",3,54129611,6.62369002243108e-06,0.2198,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","fprinM",8.6353,NA,7e-06,0.2198
"1260","PstI.TP133136",5,65324990,6.66653248956303e-08,0.194,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","fprinM",5.1513,NA,7e-08,0.194
"1261","PstI.TP1282314",9,15059279,9.08238693260383e-05,0.1595,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","fprinM",4.3281,NA,9e-05,0.1595
"1262","PstI.TP1020545",11,7078,0.000152089768905205,0.3405,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","fprinM",2.9244,NA,2e-04,0.3405
"1263","NsiI.TP406542",11,13590,2.30038220828702e-06,0.2716,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","fprinM",4.2374,NA,2e-06,0.2716
"1264","NsiI.TP767179",11,18585,9.17698453849781e-07,0.2328,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","fprinM",10.8976,NA,9e-07,0.2328
"1265","PstI.TP242436",4,2670410,0.00013252566739591,0.306,"F116+36088im","PS_Y","mrMLMM","pLARmEB","fprinM",2.6916,NA,1e-04,0.306
"1266","PstI.TP874146",11,6098,2.81125344084177e-05,0.056,"F116+36088im","PS_Y","mrMLMM","pLARmEB","fprinM",8.7096,NA,3e-05,0.056
"1267","NsiI.TP495572",11,15165,3.49462033726886e-06,0.2328,"F116+36088im","PS_Y","mrMLMM","pLARmEB","fprinM",4.7866,NA,3e-06,0.2328
"1268","NsiI.TP767179",11,18585,1.14445837075871e-06,0.2328,"F116+36088im","PS_Y","mrMLMM","pLARmEB","fprinM",8.7093,NA,1e-06,0.2328
"1269","PstI.TP242436",4,2670410,2.33668408167273e-05,0.306,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","fprinM",3.8366,NA,2e-05,0.306
"1270","PstI.TP1020545",11,7078,8.17146641346752e-07,0.3405,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","fprinM",6.2245,NA,8e-07,0.3405
"1271","NsiI.TP156555",11,10854,9.96552080134768e-08,0.2802,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","fprinM",6.5147,NA,1e-07,0.2802
"1272","NsiI.TP652578",11,17171,2.81319605679996e-06,0.1509,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","fprinM",10.5813,NA,3e-06,0.1509
"1273","NsiI.TP767179",11,18585,1.70922800523433e-10,0.2328,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","fprinM",22.7703,NA,2e-10,0.2328
"1299","NsiI.TP766568",1,13943502,6.91194064398049e-07,0.4693,"F116+36088im","PS_Y","mrMLMM","mrMLM","HD_1",13.2699,NA,7e-07,0.4693
"1300","NsiI.TP30868",1,51136397,3.19668615426732e-06,0.1009,"F116+36088im","PS_Y","mrMLMM","mrMLM","HD_1",4.8308,NA,3e-06,0.1009
"1301","PstI.TP513949",3,61369495,0.000165348401217115,0.3421,"F116+36088im","PS_Y","mrMLMM","mrMLM","HD_1",7.2179,NA,2e-04,0.3421
"1302","NsiI.TP388861",4,53760575,7.14002939927844e-06,0.1974,"F116+36088im","PS_Y","mrMLMM","mrMLM","HD_1",11.7682,NA,7e-06,0.1974
"1303","PstI.TP133136",5,65324990,1.10255433210223e-09,0.193,"F116+36088im","PS_Y","mrMLMM","mrMLM","HD_1",8.906,NA,1e-09,0.193
"1304","PstI.TP532426",7,64966356,1.00971777124234e-05,0.4561,"F116+36088im","PS_Y","mrMLMM","mrMLM","HD_1",6.5498,NA,1e-05,0.4561
"1305","PstI.TP210905",2,72650615,5.2239618899912e-05,0.181,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","HD_1",4.8743,NA,5e-05,0.181
"1306","PstI.TP705829",6,58061911,0.000169316779751001,0.0991,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","HD_1",3.4387e-07,NA,2e-04,0.0991
"1307","PstI.TP125419",10,50424324,1.61882536264211e-06,0.2241,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","HD_1",2.2399,NA,2e-06,0.2241
"1308","PstI.TP115244",11,953,7.9542639814536e-07,0.4397,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","HD_1",5.2604,NA,8e-07,0.4397
"1309","PstI.TP219629",11,1793,5.72136954652327e-06,0.125,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","HD_1",1.4787,NA,6e-06,0.125
"1310","NsiI.TP495572",11,15165,3.06478490537003e-05,0.2328,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","HD_1",3.1133,NA,3e-05,0.2328
"1311","PstI.TP513949",3,61369495,0.000124308263584462,0.3448,"F116+36088im","PS_Y","mrMLMM","pLARmEB","HD_1",3.5931,NA,1e-04,0.3448
"1312","PstI.TP133136",5,65324990,6.49531174438762e-05,0.194,"F116+36088im","PS_Y","mrMLMM","pLARmEB","HD_1",3.2323,NA,6e-05,0.194
"1313","PstI.TP1020545",11,7078,0.000109824693524002,0.3405,"F116+36088im","PS_Y","mrMLMM","pLARmEB","HD_1",3.9874,NA,1e-04,0.3405
"1314","NsiI.TP767179",11,18585,2.33399542271947e-06,0.2328,"F116+36088im","PS_Y","mrMLMM","pLARmEB","HD_1",12.1938,NA,2e-06,0.2328
"1315","NsiI.TP783625",1,49738878,8.11895248935676e-07,0.3017,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","HD_1",6.8988,NA,8e-07,0.3017
"1316","PstI.TP661215",3,54129611,1.70765447281388e-05,0.2198,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","HD_1",7.3391,NA,2e-05,0.2198
"1317","PstI.TP125419",10,50424324,2.23408658105638e-07,0.2241,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","HD_1",3.3872,NA,2e-07,0.2241
"1318","PstI.TP219629",11,1793,8.98876445170909e-08,0.125,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","HD_1",2.676,NA,9e-08,0.125
"1319","PstI.TP1020545",11,7078,2.2756213516313e-10,0.3405,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","HD_1",9.5085,NA,2e-10,0.3405
"1320","PstI.TP1078392",11,7528,9.66495864314213e-05,0.3491,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","HD_1",2.9032,NA,1e-04,0.3491
"1321","NsiI.TP156555",11,10854,8.8328326049182e-09,0.2802,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","HD_1",7.7229,NA,9e-09,0.2802
"1322","NsiI.TP767179",11,18585,3.39234489541443e-09,0.2328,"F116+36088im","PS_Y","mrMLMM","ISIS EM-BLASSO","HD_1",15.2154,NA,3e-09,0.2328
"1323","NsiI.TP766568",1,13943502,1.99113176123851e-06,0.4693,"F116+36088im","PS_Y","mrMLMM","mrMLM","FD_1",13.1549,NA,2e-06,0.4693
"1324","PstI.TP661215",3,54129611,2.15426933740424e-05,0.2149,"F116+36088im","PS_Y","mrMLMM","mrMLM","FD_1",16.5739,NA,2e-05,0.2149
"1325","NsiI.TP388861",4,53760575,1.34493098768813e-06,0.1974,"F116+36088im","PS_Y","mrMLMM","mrMLM","FD_1",15.6723,NA,1e-06,0.1974
"1326","PstI.TP133136",5,65324990,9.85144642804033e-11,0.193,"F116+36088im","PS_Y","mrMLMM","mrMLM","FD_1",9.9225,NA,1e-10,0.193
"1327","PstI.TP532426",7,64966356,8.57827569882808e-05,0.4561,"F116+36088im","PS_Y","mrMLMM","mrMLM","FD_1",6.7785,NA,9e-05,0.4561
"1328","PstI.TP1282314",9,15059279,1.33352143216332e-05,0.1623,"F116+36088im","PS_Y","mrMLMM","mrMLM","FD_1",11.694,NA,1e-05,0.1623
"1329","PstI.TP661215",3,54129611,1.9606496672266e-07,0.2198,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","FD_1",12.0249,NA,2e-07,0.2198
"1330","PstI.TP133136",5,65324990,1.47706633533782e-05,0.194,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","FD_1",2.5351,NA,1e-05,0.194
"1331","NsiI.TP469438",6,52124718,4.55302463346001e-07,0.056,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","FD_1",12.5831,NA,5e-07,0.056
"1332","PstI.TP1282314",9,15059279,6.13903345360935e-08,0.1595,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","FD_1",8.6871,NA,6e-08,0.1595
"1333","PstI.TP125419",10,50424324,6.94384471240981e-11,0.2241,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","FD_1",4.6726,NA,7e-11,0.2241
"1334","PstI.TP219629",11,1793,0.000102164496735586,0.125,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","FD_1",0.8134,NA,1e-04,0.125
"1335","PstI.TP1020545",11,7078,8.28705077906983e-06,0.3405,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","FD_1",3.4626,NA,8e-06,0.3405
"1336","NsiI.TP276353",11,12193,9.71180603383294e-08,0.2026,"F116+36088im","PS_Y","mrMLMM","FASTmrMLM","FD_1",3.8987,NA,1e-07,0.2026
