"","X","SNP","Gene","ID","Chromosome","Position","P.value","MAF","PVE","Trait.names","PS","Ind.SNP","FarmCPU","mrMLM","GAPIT","Gene.num","chr","start","end","width","strand","dis_start.positon","dis_positon.end","X.pacId","locusName","transcriptName","peptideName","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"230",346,"PstI.TP404885","Sobic.006G151100","OWA19.80",6,51199851,2.93e-05,0.0357,6.08e-06,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr06",51194675,51196318,1644,"+",-5176,3533,37948907,"Sobic.006G151100","Sobic.006G151100.1","Sobic.006G151100.1.p","PF05757","PTHR33399,PTHR33399:SF6","","","","GO:0019898,GO:0015979,GO:0009654,GO:0009523,GO:0005509","AT2G01918.1","PQL3","PsbQ-like 3","LOC_Os04g44200.1",NA,"oxygen-evolving enhancer protein 3, chloroplast precursor, putative, expressed"
"231",347,"PstI.TP404885","Sobic.006G151200","OWA19.80",6,51199851,2.93e-05,0.0357,6.08e-06,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr06",51195629,51201372,5744,"-",-4222,-1521,37948119,"Sobic.006G151200","Sobic.006G151200.1","Sobic.006G151200.1.p","PF12579","PTHR14000,PTHR14000:SF7","","","","","AT1G60670.2","","Protein of unknown function (DUF3755)","LOC_Os04g44210.1",NA,"expressed protein"
"232",348,"PstI.TP410505","Sobic.003G366400","OWA19.81",3,68268137,3.56e-07,0.2054,6e-04,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr03",68264213,68268176,3964,"-",-3924,-39,37918164,"Sobic.003G366400","Sobic.003G366400.1","Sobic.003G366400.1.p","PF01014","PTHR10395,PTHR10395:SF13","KOG1599","1.7.3.3","K00365","","AT2G26230.1","","uricase / urate oxidase / nodulin 35, putative","LOC_Os01g64520.1",NA,"uricase, putative, expressed"
"233",349,"PstI.TP410505","Sobic.003G366500","OWA19.81",3,68268137,3.56e-07,0.2054,6e-04,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr03",68270597,68276908,6312,"-",2460,-8771,37915902,"Sobic.003G366500","Sobic.003G366500.1","Sobic.003G366500.1.p","PF04051","PTHR20902,PTHR20902:SF0","KOG3315","","","","AT5G58030.1","","Transport protein particle (TRAPP) component","LOC_Os01g51220.1",NA,"transport protein particle component, Bet3, domain containing protein, expressed"
"234",350,"PstI.TP410505","Sobic.003G366600","OWA19.81",3,68268137,3.56e-07,0.2054,6e-04,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr03",68276909,68278739,1831,"-",8772,-10602,37914338,"Sobic.003G366600","Sobic.003G366600.1","Sobic.003G366600.1.p","PF13579,PF00201","PTHR11926,PTHR11926:SF360","","2.4.1.273","","GO:0016758,GO:0008152","AT5G49690.1","","UDP-Glycosyltransferase superfamily protein","LOC_Os01g64540.1",NA,"anthocyanidin 3-O-glucosyltransferase, putative, expressed"
"235",352,"PstI.TP419219","Sobic.009G017666","OWA19.82",9,1650258,1.48e-06,0.0893,4e-04,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr09",1642094,1646095,4002,"-",-8164,4163,37920575,"Sobic.009G017666","Sobic.009G017666.1","Sobic.009G017666.1.p","","","","","","","","","","",NA,""
"236",353,"PstI.TP419219","Sobic.009G017732","OWA19.82",9,1650258,1.48e-06,0.0893,4e-04,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr09",1647355,1650671,3317,"-",-2903,-413,37921634,"Sobic.009G017732","Sobic.009G017732.1","Sobic.009G017732.1.p","PF13417","PTHR11260,PTHR11260:SF171","KOG1422","1.8.5.1","","GO:0005515","AT1G75270.1","DHAR2","dehydroascorbate reductase 2","LOC_Os05g02530.1",NA,"glutathione S-transferase, N-terminal domain containing protein, expressed"
"237",354,"PstI.TP419219","Sobic.009G018000","OWA19.82",9,1650258,1.48e-06,0.0893,4e-04,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr09",1657756,1662399,4644,"+",7498,-12141,37921039,"Sobic.009G018000","Sobic.009G018000.1","Sobic.009G018000.1.p","PF14383,PF14309,PF12552","PTHR21726,PTHR21726:SF41","","","","","AT3G53540.1","","","LOC_Os05g02580.1",NA,"expressed protein"
"238",355,"PstI.TP419219","Sobic.009G017800","OWA19.82",9,1650258,1.48e-06,0.0893,4e-04,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",2,"Chr09",1651245,1655003,3759,"-",987,-4745,37920429,"Sobic.009G017800","Sobic.009G017800.2","Sobic.009G017800.2.p","PF13410,PF13417","PTHR11260,PTHR11260:SF171","KOG1422","1.8.5.1","","GO:0005515","AT1G75270.1","DHAR2","dehydroascorbate reductase 2","LOC_Os05g02530.1",NA,"glutathione S-transferase, N-terminal domain containing protein, expressed"
"239",356,"PstI.TP419801","Sobic.008G012600","OWA19.83",8,1077354,4.34e-06,0.235294118,3.021392616,"OWA19","PS_N(1)","O102+4322(1)","FarmCPU(1)","","",1,"Chr08",1068226,1072631,4406,"-",-9128,4723,37926974,"Sobic.008G012600","Sobic.008G012600.1","Sobic.008G012600.1.p","PF00651,PF11900","PTHR24413,PTHR24413:SF113","","","K14508","GO:0005515","AT2G41370.1","BOP2","Ankyrin repeat family protein / BTB/POZ domain-containing protein","LOC_Os12g04410.1",NA,"BTBA6 - Bric-a-Brac,Tramtrack, Broad Complex BTB domain with Ankyrin repeat region, expressed"
"240",357,"PstI.TP419801","Sobic.008G012700","OWA19.83",8,1077354,4.34e-06,0.235294118,3.021392616,"OWA19","PS_N(1)","O102+4322(1)","FarmCPU(1)","","",1,"Chr08",1085858,1088155,2298,"+",8504,-10801,37928071,"Sobic.008G012700","Sobic.008G012700.1","Sobic.008G012700.1.p","PF03514","PTHR31636:SF21,PTHR31636","","","","","AT1G50420.1","SCL-3,SCL3","scarecrow-like 3","LOC_Os12g04370.1",NA,"GRAS family transcription factor containing protein, expressed"
"241",358,"PstI.TP425356","Sobic.001G005900","OWA19.84",1,569039,0.000290012,0.053278689,1.292787666,"OWA19","PS_N(1)","O122+2646(1)","FarmCPU(1)","","",1,"Chr01",563262,565110,1849,"+",-5777,3929,37940639,"Sobic.001G005900","Sobic.001G005900.1","Sobic.001G005900.1.p","PF01217","PTHR11043,PTHR11043:SF9","","","","","AT1G15370.1","","SNARE-like superfamily protein","LOC_Os03g63910.1",NA,"PPR repeat domain containing protein, putative, expressed"
"242",359,"PstI.TP425356","Sobic.001G006000","OWA19.84",1,569039,0.000290012,0.053278689,1.292787666,"OWA19","PS_N(1)","O122+2646(1)","FarmCPU(1)","","",1,"Chr01",565503,568068,2566,"-",-3536,971,37939729,"Sobic.001G006000","Sobic.001G006000.1","Sobic.001G006000.1.p","PF13812,PF01535,PF13041","PTHR24015,PTHR24015:SF357","","","","","AT5G46580.1","","pentatricopeptide (PPR) repeat-containing protein","LOC_Os03g63910.1",NA,"PPR repeat domain containing protein, putative, expressed"
"243",360,"PstI.TP425356","Sobic.001G006201","OWA19.84",1,569039,0.000290012,0.053278689,1.292787666,"OWA19","PS_N(1)","O122+2646(1)","FarmCPU(1)","","",1,"Chr01",572086,573495,1410,"-",3047,-4456,37942027,"Sobic.001G006201","Sobic.001G006201.1","Sobic.001G006201.1.p","PF03171,PF14226","PTHR10209,PTHR10209:SF178","KOG0143","4.2.1.78","","GO:0055114,GO:0016491","AT4G25300.1","","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","LOC_Os03g63900.1",NA,"1-aminocyclopropane-1-carboxylate oxidase 2, putative, expressed"
"244",361,"PstI.TP425356","Sobic.001G006300","OWA19.84",1,569039,0.000290012,0.053278689,1.292787666,"OWA19","PS_N(1)","O122+2646(1)","FarmCPU(1)","","",1,"Chr01",576040,577925,1886,"-",7001,-8886,37944433,"Sobic.001G006300","Sobic.001G006300.1","Sobic.001G006300.1.p","","","","","","","AT5G05790.1","","Duplicated homeodomain-like superfamily protein","LOC_Os03g63890.1",NA,"MYB family transcription factor, putative, expressed"
"245",362,"PstI.TP425356","Sobic.001G006101","OWA19.84",1,569039,0.000290012,0.053278689,1.292787666,"OWA19","PS_N(1)","O122+2646(1)","FarmCPU(1)","","",1,"Chr01",568261,570006,1746,"-",-778,-967,37940434,"Sobic.001G006101","Sobic.001G006101.1","Sobic.001G006101.1.p","PF03171,PF14226","PTHR10209,PTHR10209:SF178","KOG0143","4.2.1.78","","GO:0055114,GO:0016491","AT1G17020.1","ATSRG1,SRG1","senescence-related gene 1","LOC_Os03g63900.1",NA,"1-aminocyclopropane-1-carboxylate oxidase 2, putative, expressed"
"246",364,"PstI.TP459121","Sobic.001G514300","OWA19.85",1,78162835,1.74e-06,0.075,28.51569115,"OWA19","PCA=3(4);PS_N(10);PS_Y(32)","122+35256im(2);O102+4322(13);O112+3450(17);O122+2646(14)","FarmCPU(5)","mrMLM(7);FASTmrMLM(4);FASTmrEMMA(4);ISIS EM-BLASSO(5);pLARmEB(4)","CMLM+SUPER(2);MLM+SUPER(2);rrBLUP(4);GLM(3);CMLM(3);MLM(3)",3,"Chr01",78155741,78157975,2235,"+",-7094,4860,37944720,"Sobic.001G514300","Sobic.001G514300.3","Sobic.001G514300.3.p","PF13417,PF00043","PTHR11260,PTHR11260:SF209","KOG0867","2.5.1.18","K00799","GO:0005515","AT2G47730.1","ATGSTF5,ATGSTF8,GST6,GSTF8","glutathione S-transferase phi 8","LOC_Os03g04240.1",NA,"glutathione S-transferase, putative, expressed"
"247",366,"PstI.TP459121","Sobic.001G514400","OWA19.85",1,78162835,1.74e-06,0.075,28.51569115,"OWA19","PCA=3(4);PS_N(10);PS_Y(32)","122+35256im(2);O102+4322(13);O112+3450(17);O122+2646(14)","FarmCPU(5)","mrMLM(7);FASTmrMLM(4);FASTmrEMMA(4);ISIS EM-BLASSO(5);pLARmEB(4)","CMLM+SUPER(2);MLM+SUPER(2);rrBLUP(4);GLM(3);CMLM(3);MLM(3)",1,"Chr01",78160422,78162432,2011,"+",-2413,403,37940374,"Sobic.001G514400","Sobic.001G514400.1","Sobic.001G514400.1.p","PF02798,PF00043","PTHR11260,PTHR11260:SF287","KOG0867","2.5.1.18","K00799","GO:0005515","AT3G03190.1","ATGSTF11,ATGSTF6,GSTF11","glutathione S-transferase F11","LOC_Os03g04220.1",NA,"glutathione S-transferase, putative, expressed"
"248",367,"PstI.TP459121","Sobic.001G514500","OWA19.85",1,78162835,1.74e-06,0.075,28.51569115,"OWA19","PCA=3(4);PS_N(10);PS_Y(32)","122+35256im(2);O102+4322(13);O112+3450(17);O122+2646(14)","FarmCPU(5)","mrMLM(7);FASTmrMLM(4);FASTmrEMMA(4);ISIS EM-BLASSO(5);pLARmEB(4)","CMLM+SUPER(2);MLM+SUPER(2);rrBLUP(4);GLM(3);CMLM(3);MLM(3)",7,"Chr01",78162706,78168624,5919,"-",-129,-5789,37944646,"Sobic.001G514500","Sobic.001G514500.7","Sobic.001G514500.7.p","PF00612","PTHR10699,PTHR10699:SF11","","","","GO:0005515","AT3G51380.1","IQD20","IQ-domain 20","LOC_Os03g04210.1",NA,"IQ calmodulin-binding motif family protein, putative, expressed"
"249",377,"PstI.TP476886","Sobic.002G175400","OWA19.86",2,55394288,1.65e-05,0.2143,0,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr02",55392886,55396332,3447,"+",-1402,-2044,37954932,"Sobic.002G175400","Sobic.002G175400.1","Sobic.002G175400.1.p","PF00173,PF00487","PTHR19353,PTHR19353:SF20","KOG4232","1.14.19.3","K13076","GO:0006629","AT2G46210.1","","Fatty acid/sphingolipid desaturase","LOC_Os09g16920.1",NA,"desaturase/cytochrome b5 protein, putative, expressed"
"250",378,"PstI.TP476886","Sobic.002G175500","OWA19.86",2,55394288,1.65e-05,0.2143,0,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr02",55400269,55404082,3814,"+",5981,-9794,37951110,"Sobic.002G175500","Sobic.002G175500.1","Sobic.002G175500.1.p","PF00450","PTHR11802,PTHR11802:SF47","KOG1282","","K16296","GO:0006508,GO:0004185","AT3G12203.1","scpl17","serine carboxypeptidase-like 17","LOC_Os10g01110.1",NA,"OsSCP44 - Putative Serine Carboxypeptidase homologue, expressed"
"251",379,"PstI.TP476886","Sobic.002G175200","OWA19.86",2,55394288,1.65e-05,0.2143,0,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr02",55384510,55385751,1242,"-",-9778,8537,37953863,"Sobic.002G175200","Sobic.002G175200.1","Sobic.002G175200.1.p","PF00651","PTHR24413,PTHR24413:SF136","","","K10523","GO:0005515","AT5G19000.1","ATBPM1,BPM1","BTB-POZ and MATH domain 1","LOC_Os09g16870.1",NA,"A3-BTB2 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with A3 subfamily conserved sequence, expressed"
"252",380,"PstI.TP476886","Sobic.002G175300","OWA19.86",2,55394288,1.65e-05,0.2143,0,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr02",55387775,55388842,1068,"-",-6513,5446,37952831,"Sobic.002G175300","Sobic.002G175300.1","Sobic.002G175300.1.p","PF00651","PTHR24413,PTHR24413:SF136","","","K10523","GO:0005515","AT2G39760.1","ATBPM3,BPM3","BTB/POZ/MATH-domains containing protein","LOC_Os09g16870.1",NA,"A3-BTB2 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with A3 subfamily conserved sequence, expressed"
"253",381,"PstI.TP483920","Sobic.002G346700","OWA19.87",2,71246128,1.83e-07,0.071428571,4.381843907,"OWA19","PS_Y(2)","O102+4322(1);O112+3450(1)","FarmCPU(2)","","",1,"Chr02",71252892,71254806,1915,"+",6764,-8678,37949958,"Sobic.002G346700","Sobic.002G346700.1","Sobic.002G346700.1.p","","PTHR22835,PTHR22835:SF175","","3.1.1.49","","","AT5G03610.1","","GDSL-like Lipase/Acylhydrolase superfamily protein","LOC_Os04g55660.1",NA,"GDSL-like lipase/acylhydrolase, putative, expressed"
"254",382,"PstI.TP483920","Sobic.002G346501","OWA19.87",2,71246128,1.83e-07,0.071428571,4.381843907,"OWA19","PS_Y(2)","O102+4322(1);O112+3450(1)","FarmCPU(2)","","",1,"Chr02",71243964,71244894,931,"-",-2164,1234,37953189,"Sobic.002G346501","Sobic.002G346501.1","Sobic.002G346501.1.p","","","","","","","","","","",NA,""
"255",383,"PstI.TP483920","Sobic.002G346600","OWA19.87",2,71246128,1.83e-07,0.071428571,4.381843907,"OWA19","PS_Y(2)","O102+4322(1);O112+3450(1)","FarmCPU(2)","","",3,"Chr02",71242663,71251130,8468,"-",-3465,-5002,37953805,"Sobic.002G346600","Sobic.002G346600.3","Sobic.002G346600.3.p","PF07690","PTHR24064,PTHR24064:SF256","KOG0253","","","GO:0055085,GO:0016021","AT3G13050.1","","Major facilitator superfamily protein","LOC_Os07g38400.1",NA,"transporter family protein, putative, expressed"
"256",384,"PstI.TP483920","Sobic.002G346400","OWA19.87",2,71246128,1.83e-07,0.071428571,4.381843907,"OWA19","PS_Y(2)","O102+4322(1);O112+3450(1)","FarmCPU(2)","","",1,"Chr02",71235707,71241516,5810,"-",-10421,4612,37955384,"Sobic.002G346400","Sobic.002G346400.1","Sobic.002G346400.1.p","PF09335","PTHR10281,PTHR10281:SF44","KOG1109","","","","AT4G14950.1","","SNARE associated Golgi protein family","LOC_Os07g38380.1",NA,"transmembrane protein 49, putative, expressed"
"257",385,"PstI.TP49139","Sobic.001G541601","OWA19.88",1,80477608,1.41e-05,0.055,5.98813818,"OWA19","PS_Y(2)","O102+4322(2)","FarmCPU(1)","mrMLM(1)","",1,"Chr01",80479614,80480842,1229,"+",2006,-3234,37942263,"Sobic.001G541601","Sobic.001G541601.1","Sobic.001G541601.1.p","PF03016","PTHR11062,PTHR11062:SF58","","","","","AT4G22580.1","","Exostosin family protein","LOC_Os10g40559.1",NA,"exostosin family domain containing protein, expressed"
"258",386,"PstI.TP49139","Sobic.001G541700","OWA19.88",1,80477608,1.41e-05,0.055,5.98813818,"OWA19","PS_Y(2)","O102+4322(2)","FarmCPU(1)","mrMLM(1)","",1,"Chr01",80481615,80482772,1158,"-",4007,-5164,37938615,"Sobic.001G541700","Sobic.001G541700.1","Sobic.001G541700.1.p","PF00743","PTHR23023,PTHR23023:SF94","KOG1399","","","GO:0055114,GO:0050661,GO:0050660,GO:0004499","AT1G62600.1","","Flavin-binding monooxygenase family protein","LOC_Os10g40570.1",NA,"flavin-containing monooxygenase family protein, putative, expressed"
"259",387,"PstI.TP49139","Sobic.001G541500","OWA19.88",1,80477608,1.41e-05,0.055,5.98813818,"OWA19","PS_Y(2)","O102+4322(2)","FarmCPU(1)","mrMLM(1)","",1,"Chr01",80475475,80477783,2309,"+",-2133,-175,37944193,"Sobic.001G541500","Sobic.001G541500.1","Sobic.001G541500.1.p","","PTHR37195,PTHR37195:SF1","","","","","AT1G47970.1","","","LOC_Os01g22990.1",NA,"acidic leucine-rich nuclear phosphoprotein 32-related protein 1, putative, expressed"
"260",388,"PstI.TP53152","Sobic.006G219500","OWA19.89",6,56671658,1.21e-05,0.0625,2.56e-05,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr06",56670880,56674646,3767,"+",-778,-2988,37945367,"Sobic.006G219500","Sobic.006G219500.1","Sobic.006G219500.1.p","PF03763","PTHR31471,PTHR31471:SF12","","","","","AT1G30320.1","","Remorin family protein","LOC_Os04g52920.1",NA,"remorin family protein, putative, expressed"
"261",389,"PstI.TP53152","Sobic.006G219600","OWA19.89",6,56671658,1.21e-05,0.0625,2.56e-05,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",3,"Chr06",56679001,56687527,8527,"+",7343,-15869,37946592,"Sobic.006G219600","Sobic.006G219600.3","Sobic.006G219600.3.p","PF04499","PTHR12634,PTHR12634:SF16","KOG2073","","K15501","","AT1G30470.1","","SIT4 phosphatase-associated family protein","LOC_Os04g52940.1",NA,"SIT4 phosphatase-associated protein domain containing protein, expressed"
"262",394,"PstI.TP532325","Sobic.005G104600","OWA19.90",5,18806244,4.99e-05,0.2054,9.21e-05,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr05",18806002,18807987,1986,"+",-242,-1743,37922807,"Sobic.005G104600","Sobic.005G104600.1","Sobic.005G104600.1.p","PF00743","PTHR23023,PTHR23023:SF121","KOG1399","1.14.13.168","K11816","GO:0055114,GO:0050661,GO:0050660,GO:0004499","AT1G48910.1","YUC10","Flavin-containing monooxygenase family protein","LOC_Os11g10170.1",NA,"flavin monooxygenase, putative, expressed"
"263",395,"PstI.TP57213","Sobic.001G305900","OWA19.91",1,59006419,1.51e-05,0.127,6.8703,"OWA19","PS_N(1);PS_Y(1)","122+35256im(2)","","FASTmrMLM(1);pLARmEB(1)","",1,"Chr01",58998698,59003294,4597,"+",-7721,3125,37939996,"Sobic.001G305900","Sobic.001G305900.1","Sobic.001G305900.1.p","PF01926,PF11886","PTHR10903,PTHR10903:SF47","","3.6.5.2","","GO:0005525","AT2G16640.1","ATTOC132,TOC132","multimeric translocon complex in the outer envelope membrane 132","LOC_Os10g40110.1",NA,"GTP binding protein, putative, expressed"
"264",396,"PstI.TP57213","Sobic.001G306000","OWA19.91",1,59006419,1.51e-05,0.127,6.8703,"OWA19","PS_N(1);PS_Y(1)","122+35256im(2)","","FASTmrMLM(1);pLARmEB(1)","",3,"Chr01",59003657,59006974,3318,"+",-2762,-555,37937565,"Sobic.001G306000","Sobic.001G306000.3","Sobic.001G306000.3.p","PF04564,PF00069","PTHR27003,PTHR27003:SF52","KOG1187","2.7.11.1","","GO:0016567,GO:0004842,GO:0006468,GO:0005524,GO:0004672","AT2G45910.1","","U-box domain-containing protein kinase family protein","LOC_Os10g40100.1",NA,"protein kinase, putative, expressed"
"265",399,"PstI.TP57213","Sobic.001G306101","OWA19.91",1,59006419,1.51e-05,0.127,6.8703,"OWA19","PS_N(1);PS_Y(1)","122+35256im(2)","","FASTmrMLM(1);pLARmEB(1)","",1,"Chr01",59012427,59013185,759,"+",6008,-6766,37941671,"Sobic.001G306101","Sobic.001G306101.1","Sobic.001G306101.1.p","","PTHR27003,PTHR27003:SF31","","2.7.11.1","","","AT2G45910.1","","U-box domain-containing protein kinase family protein","LOC_Os10g40100.1",NA,"protein kinase, putative, expressed"
"266",401,"PstI.TP642933","Sobic.006G225300","OWA18.25",6,57096182,2.04e-05,0.4314,7.8633,"OWA18","PS_Y(2)","O102+4322(2)","","ISIS EM-BLASSO(1);pLARmEB(1)","",2,"Chr06",57082796,57088549,5754,"+",-13386,7633,37946803,"Sobic.006G225300","Sobic.006G225300.2","Sobic.006G225300.2.p","","PTHR34126,PTHR34126:SF1","","","","","AT3G21865.1","PEX22","peroxin 22","LOC_Os04g53690.1",NA,"expressed protein"
"267",403,"PstI.TP642933","Sobic.006G225500","OWA18.25",6,57096182,2.04e-05,0.4314,7.8633,"OWA18","PS_Y(2)","O102+4322(2)","","ISIS EM-BLASSO(1);pLARmEB(1)","",1,"Chr06",57096038,57097017,980,"+",-144,-835,37945598,"Sobic.006G225500","Sobic.006G225500.1","Sobic.006G225500.1.p","PF02298","PTHR33021,PTHR33021:SF42","","","","GO:0009055","AT1G22480.1","","Cupredoxin superfamily protein","LOC_Os04g53710.1",NA,"plastocyanin-like domain containing protein, putative, expressed"
"268",404,"PstI.TP642933","Sobic.006G225400","OWA18.25",6,57096182,2.04e-05,0.4314,7.8633,"OWA18","PS_Y(2)","O102+4322(2)","","ISIS EM-BLASSO(1);pLARmEB(1)","",1,"Chr06",57089503,57093834,4332,"-",-6679,2348,37949095,"Sobic.006G225400","Sobic.006G225400.1","Sobic.006G225400.1.p","PF00856","PTHR12197,PTHR12197:SF75","KOG2084","2.1.1.43","","GO:0005515","AT3G21820.1","ATXR2,SDG36","histone-lysine N-methyltransferase ATXR2","LOC_Os04g53700.1",NA,"zinc finger protein, putative, expressed"
"269",405,"PstI.TP642933","Sobic.006G225600","OWA18.25",6,57096182,2.04e-05,0.4314,7.8633,"OWA18","PS_Y(2)","O102+4322(2)","","ISIS EM-BLASSO(1);pLARmEB(1)","",1,"Chr06",57100794,57104463,3670,"-",4612,-8281,37946897,"Sobic.006G225600","Sobic.006G225600.1","Sobic.006G225600.1.p","PF00481","PTHR13832,PTHR13832:SF314","KOG0698","3.1.3.16","K17506","GO:0003824,GO:0006470,GO:0004722","AT1G34750.1","","Protein phosphatase 2C family protein","LOC_Os04g37904.1",NA,"protein phosphatase 2C, putative, expressed"
"270",407,"PstI.TP65061","Sobic.002G373600","OWA18.26",2,73159281,0.000193731,0.3566,2.6315,"OWA18","PS_N(1);PS_Y(1)","122+35256im(2)","","pLARmEB(2)","",1,"Chr02",73153554,73160861,7308,"+",-5727,-1580,37952249,"Sobic.002G373600","Sobic.002G373600.1","Sobic.002G373600.1.p","PF13768","PTHR10338,PTHR10338:SF125","","","","","AT1G19110.1","","inter-alpha-trypsin inhibitor heavy chain-related","LOC_Os07g42280.1",NA,"von Willebrand factor type A domain containing protein, expressed"
"271",409,"PstI.TP65061","Sobic.002G373700","OWA18.26",2,73159281,0.000193731,0.3566,2.6315,"OWA18","PS_N(1);PS_Y(1)","122+35256im(2)","","pLARmEB(2)","",1,"Chr02",73163583,73166165,2583,"+",4302,-6884,37951392,"Sobic.002G373700","Sobic.002G373700.1","Sobic.002G373700.1.p","","PTHR34045,PTHR34045:SF4","","","","","AT1G72490.1","","","LOC_Os07g42290.1",NA,"expressed protein"
"272",410,"PstI.TP65061","Sobic.002G373800","OWA18.26",2,73159281,0.000193731,0.3566,2.6315,"OWA18","PS_N(1);PS_Y(1)","122+35256im(2)","","pLARmEB(2)","",1,"Chr02",73167726,73170579,2854,"-",8445,-11298,37954570,"Sobic.002G373800","Sobic.002G373800.1","Sobic.002G373800.1.p","PF00736","PTHR11595,PTHR11595:SF27","KOG1668","","K03232","GO:0006414,GO:0005853,GO:0003746","AT2G18110.1","","Translation elongation  factor EF1B/ribosomal protein S6 family protein","LOC_Os07g42300.1",NA,"elongation factor protein, putative, expressed"
"273",411,"PstI.TP65271","Sobic.003G029900","OWA19.92",3,2656013,0.00024278,0.135245902,7.484550434,"OWA19","PS_N(1)","O122+2646(1)","FarmCPU(1)","","",1,"Chr03",2655907,2661093,5187,"+",-106,-5080,37912825,"Sobic.003G029900","Sobic.003G029900.1","Sobic.003G029900.1.p","PF01565,PF09265","PTHR13878,PTHR13878:SF14","KOG1231","1.5.99.12","K00279","GO:0055114,GO:0050660,GO:0016491,GO:0019139,GO:0009690","AT1G75450.1","ATCKX5,ATCKX6,CKX5","cytokinin oxidase 5","LOC_Os01g10110.1",NA,"cytokinin dehydrogenase precursor, putative, expressed"
"274",412,"PstI.TP678255","Sobic.001G390900","OWA19.93",1,67745947,5.75e-05,0.27,11.67627677,"OWA19","PS_N(5);PS_Y(4)","122+35256im(1);O102+4322(4);O112+3450(3);O122+2646(1)","FarmCPU(2)","mrMLM(1);FASTmrEMMA(1);ISIS EM-BLASSO(1);pLARmEB(4)","",1,"Chr01",67737977,67743372,5396,"+",-7970,2575,37944161,"Sobic.001G390900","Sobic.001G390900.1","Sobic.001G390900.1.p","PF00479,PF02781","PTHR23429,PTHR23429:SF4","","1.1.1.49","K00036","GO:0055114,GO:0050661,GO:0006006,GO:0004345","AT1G09420.1","G6PD4","glucose-6-phosphate dehydrogenase 4","LOC_Os03g20300.1",NA,"glucose-6-phosphate 1-dehydrogenase, chloroplast precursor, putative, expressed"
"275",414,"PstI.TP678255","Sobic.001G391101","OWA19.93",1,67745947,5.75e-05,0.27,11.67627677,"OWA19","PS_N(5);PS_Y(4)","122+35256im(1);O102+4322(4);O112+3450(3);O122+2646(1)","FarmCPU(2)","mrMLM(1);FASTmrEMMA(1);ISIS EM-BLASSO(1);pLARmEB(4)","",1,"Chr01",67747431,67750265,2835,"-",1484,-4318,37943225,"Sobic.001G391101","Sobic.001G391101.1","Sobic.001G391101.1.p","PF12854,PF13041,PF01535","PTHR24015,PTHR24015:SF553","","","","","AT1G56690.1","","Pentatricopeptide repeat (PPR) superfamily protein","LOC_Os03g20190.1",NA,"pentatricopeptide, putative, expressed"
"276",415,"PstI.TP678255","Sobic.001G391200","OWA19.93",1,67745947,5.75e-05,0.27,11.67627677,"OWA19","PS_N(5);PS_Y(4)","122+35256im(1);O102+4322(4);O112+3450(3);O122+2646(1)","FarmCPU(2)","mrMLM(1);FASTmrEMMA(1);ISIS EM-BLASSO(1);pLARmEB(4)","",1,"Chr01",67750627,67754227,3601,"-",4680,-8280,37939884,"Sobic.001G391200","Sobic.001G391200.1","Sobic.001G391200.1.p","PF00005","PTHR12847,PTHR12847:SF5","KOG2355","3.6.3.36","K12608","GO:0016887,GO:0005524","AT5G02270.1","ATNAP9,NAP9","non-intrinsic ABC protein 9","LOC_Os03g20170.1",NA,"ABC transporter, ATP-binding protein, putative, expressed"
