TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:2065057	AT2G40140	AT2G40140.1	protein_coding	zinc finger (CCCH-type) family protein;(source:Araport11)	(SALT-INDUCIBLE ZINC FINGER 2; ATSZF2; CZF1; SZF2; TANDEM ZINC FINGER 10; TZF10; ZFAR1	 nucleus, DNA binding, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cellular response to hypoxia, collective leaf structure, cotyledon, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, metal ion binding, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, regulation of transcription, DNA-templated, response to chitin, response to cold, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2091875	AT3G20740	AT3G20740.1	protein_coding	Encodes a protein similar to the transcriptional regular of the animal Polycomb group and is involved in regulation of establishment of anterior-posterior polar axis in the endosperm and repression of flowering during vegetative phase. Mutation leads endosperm to develop in the absence of fertilization and flowers to form in seedlings and non-reproductive organs. Also exhibits maternal effect gametophytic lethal phenotype, which is suppressed by hypomethylation.  Forms part of a large protein complex that can include VRN2 (VERNALIZATION 2), VIN3 (VERNALIZATION INSENSITIVE 3) and polycomb group proteins FERTILIZATION INDEPENDENT ENDOSPERM (FIE), CURLY LEAF (CLF) and SWINGER (SWN or EZA1).  The complex has a role in establishing FLC (FLOWERING LOCUS C) repression during vernalization. In the ovule, the FIE transcript  levels increase transiently just after fertilization.	FERTILIZATION-INDEPENDENT ENDOSPERM; FERTILIZATION-INDEPENDENT ENDOSPERM 1; FIE; FIE1; FIS3	 nucleus, Cul4-RING E3 ubiquitin ligase complex, DNA-binding transcription factor activity, ESC/E(Z) complex, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chromatin silencing, chromatin silencing complex, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, free nuclear endosperm, guard cell, histone methylation, histone methyltransferase activity, histone methyltransferase activity (H3-K27 specific), hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, multicellular organism development, negative regulation of flower development, negative regulation of transcription by RNA polymerase II, nucleosome binding, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant ovule, polar nucleus, pollen, protein binding, regulation of endosperm development, regulation of gene expression by genetic imprinting, reproduction, response to cold, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage, vernalization response	true
Gene:2200969	AT1G01060	AT1G01060.1	protein_coding	LHY encodes a myb-related putative transcription factor involved in circadian rhythm along with another myb transcription factor CCA1	LATE ELONGATED HYPOCOTYL; LATE ELONGATED HYPOCOTYL 1; LHY; LHY1	 nucleus, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, circadian rhythm, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, long-day photoperiodism, flowering, mature plant embryo stage, negative regulation of DNA-binding transcription factor activity, negative regulation of circadian rhythm, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, regulation of circadian rhythm, regulation of transcription, DNA-templated, response to abscisic acid, response to auxin, response to cadmium ion, response to cold, response to ethylene, response to gibberellin, response to jasmonic acid, response to salicylic acid, response to salt stress, root, seed, sepal, shoot apex, shoot system, stamen, stem, transcription regulatory region DNA binding, vascular leaf, vascular leaf senescent stage	true
Gene:3702856	AT3G45640	AT3G45640.1	protein_coding	Encodes a mitogen-activated kinase whose mRNA levels increase in response to touch, cold, salinity stress and chitin oligomers.Also functions in ovule development. Heterozygous MPK3 mutants in a homozygous MPK6 background are female sterile due to defects in integument development. MPK3 can be dephosphorylated by MKP2 in vitro. The mRNA is cell-to-cell mobile.	ATMAPK3; ATMPK3; MITOGEN-ACTIVATED PROTEIN KINASE 3; MPK3	 nucleus, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase activity, abscisic acid-activated signaling pathway, camalexin biosynthetic process, carpel, cauline leaf, cell cortex, cell-to-cell mobile RNA, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence development, inflorescence meristem, intracellular signal transduction, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, ovule primordium, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant ovule, plant ovule development, plant-type hypersensitive response, pollen, pollen development, pollen tube cell, pollen tube guidance, priming of cellular response to stress, protein binding, protein kinase activity, protein phosphorylation, regulation of gene expression, regulation of stomatal complex development, regulation of stomatal complex patterning, response to L-glutamate, response to UV-B, response to bacterium, response to chitin, response to cold, response to freezing, response to osmotic stress, response to oxidative stress, response to wounding, root, seed, sepal, shoot apex, shoot system, signal transduction, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532559098	AT5G37500	AT5G37500.4	protein_coding	Encodes a guard cell outward potassium channel.  Belongs to the Shaker family K+ channel. This family includes five groups based on phylogenetic analysis (FEBS Letters (2007) 581: 2357): I (inward rectifying channel): AKT1 (AT2G26650), AKT5 (AT4G32500) and SPIK (also known as AKT6, AT2G25600); II (inward rectifying channel): KAT1 (AT5G46240) and KAT2 (AT4G18290); III (weakly inward rectifying channel): AKT2 (AT4G22200); IV (regulatory subunit involved in inwardly rectifying conductance formation): KAT3 (also known as AtKC1, AT4G32650); V (outward rectifying channel): SKOR (AT3G02850) and GORK (AT5G37500). Mutants have increased water consumption and limited stomatal closure in response to abscisic and jasmonic acids. It forms a heteromeric K(out) channels with SKOR. The gene is expressed ubiquitously in root and the vasculature and guard cells of leaves. Expression is suppressed during agrobacterium-induced tumor formation and increased in response to water deprivation and cold.		 nucleus, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, ion transmembrane transport, ion transmembrane transporter activity, ion transport, leaf apex, leaf vascular system, nucleus, outward rectifier potassium channel activity, petal, petal differentiation and expansion stage, plant embryo, plant embryo cotyledonary stage, plant embryo globular stage, pollen, potassium ion transmembrane transport, protein binding, regulation of ion transmembrane transport, response to abscisic acid, response to cold, response to jasmonic acid, response to water deprivation, root, seed, sepal, shoot apex, stamen, trichome, vascular leaf, vascular leaf senescent stage	false
Gene:2062150	AT2G18260	AT2G18260.1	protein_coding	member of SYP11 Gene Family	ATSYP112; SYNTAXIN OF PLANTS 112; SYP112	 nucleus, SNAP receptor activity, SNARE binding, SNARE complex, endomembrane system, exocytosis, flower, guard cell, integral component of membrane, intracellular protein transport, membrane fusion, nucleus, petal differentiation and expansion stage, plant sperm cell, plasma membrane, response to cold, vesicle docking, vesicle fusion	true
Gene:2156731	AT5G52370	AT5G52370.1	protein_coding	28S ribosomal S34 protein;(source:Araport11)		 chloroplast, biological process unknown, chloroplast, guard cell, mitochondrion, response to cold, structural constituent of ribosome	true
Gene:3443330	AT5G04590	AT5G04590.1	protein_coding	A.thaliana gene encoding sulfite reductase.	SIR; SULFITE REDUCTASE	 chloroplast, chloroplast stroma, cytoplasm, cytosol, chloroplast envelope, apoplast, cotyledon, root, vascular leaf, cultured plant cell, seedling development stage, 4 iron, 4 sulfur cluster binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT cytosol, apoplast, carpel, cauline leaf, chloroplast, chloroplast envelope, chloroplast stroma, collective leaf structure, copper ion binding, cotyledon, cultured plant cell, cytoplasm, flower, flower pedicel, flowering stage, guard cell, heme binding, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, oxidation-reduction process, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, plastid, pollen, response to cold, root, rosette leaf, seed, seed development stage, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, stromule, sulfate reduction, sulfite reductase (ferredoxin) activity, sulfite reductase activity, sulfur compound metabolic process, vascular leaf, vascular leaf senescent stage, whole plant	true
Gene:1005852789	CHS6	CHS6	unknown	a genetic locus involved in response to low temperature	CHILLING SENSITIVE 6; CHS6	 cellular component unknown, molecular function unknown, response to cold, cellular component unknown, molecular function unknown, response to cold	false
Gene:1006228058	AT2G38170	AT2G38170.3	protein_coding	Encodes a high affinity vacuolar calcium antiporter.  The residue His 338 is critical to Ca2+ transport activity. Disruption of CAX1 reduces manganese and zinc of shoot tissue and results in a decrease in the activity of vacuolar V-type proton ATPase.	ATCAX1; CATION EXCHANGER 1; CAX1; RARE COLD INDUCIBLE 4; RCI4	 vacuole, vascular leaf, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, calcium ion transmembrane transport, calcium ion transmembrane transporter activity, calcium ion transport, calcium:cation antiporter activity, calcium:proton antiporter activity, carpel, cauline leaf, cellular calcium ion homeostasis, cellular manganese ion homeostasis, cellular zinc ion homeostasis, chloroplast, cold acclimation, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, phosphate ion homeostasis, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plant-type vacuole membrane, pollen, portion of vascular tissue, protein binding, response to salt stress, root, seed, sepal, shoot apex, shoot system, stamen, stem, vacuolar membrane, vacuole, vascular leaf, vascular leaf senescent stage	true
