TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:6532559303	AT1G28520	AT1G28520.4	protein_coding	VOZ transcription factor which acts as positive regulator of several salt-responsive genes. Functionally redundant in salt stress with VOZ2.		 LP.04 four leaves visible stage, carpel, cauline leaf, cold acclimation, collective leaf structure, cotyledon, cytoplasm, defense response to bacterium, incompatible interaction, filament, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, long-day photoperiodism, flowering, mature plant embryo stage, metal ion binding, nucleus, petal, petal differentiation and expansion stage, phloem, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, positive regulation of long-day photoperiodism, flowering, positive regulation of transcription, DNA-templated, protein binding, red, far-red light phototransduction, response to heat, response to salt stress, response to water deprivation, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2084947	AT3G04740	AT3G04740.1	protein_coding	encodes a protein with similarities to subunits of the Mediator complex, required for RNA polymerase II recruitment at target promoters in response to specific activators. Lines carrying loss of function mutations in the gene have reduced cell numbers in aerial organs. On the other hand, lines overexpressing the gene have increased number of small cells in clusters, suggesting cell division is more unsynchronized in the overexpressors.Required for expression of CBF-controlled cold-responsive genes. Required for recruitment of the Mediator complex and RNA polymerase II to CBF-controlled cold-responsive genes. Required for expression of some dark-upregulated genes.	ARABIDOPSIS MEDIATOR COMPONENTS 14; ATMED14; MED14; MEDIATOR COMPONENTS 14; STRUWWELPETER; SWP	 nucleus, plasmodesma, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, cold acclimation, collective leaf structure, core mediator complex, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mediator complex, multicellular organism development, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasmodesma, pollen, pollen tube cell, positive regulation of cell population proliferation, positive regulation of transcription, DNA-templated, protein binding, regulation of growth, regulation of transcription by RNA polymerase II, root, seed, sepal, shoot apex, shoot system, stamen, stem, systemic acquired resistance, transcription coregulator activity, vascular leaf, vascular leaf senescent stage	true
Gene:4010712883	AT4G13850	AT4G13850.4	protein_coding	Encodes a glycine-rich RNA-binding protein. Gene expression is induced by cold.	ATGRP2; GLYCINE RICH PROTEIN 2; GLYCINE-RICH RNA-BINDING PROTEIN 2; GR-RBP2; GRP2; RBGA5; RNA-BINDING GLYCINE-RICH PROTEIN A5	 Golgi apparatus, mitochondrion, ATP binding, cotyledon, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT Golgi apparatus, RNA binding, carpel, cauline leaf, cold acclimation, collective leaf structure, copper ion binding, cotyledon, cytosol, double-stranded DNA binding, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA binding, mRNA processing, mature plant embryo stage, misfolded RNA binding, mitochondrion, negative regulation of DNA-templated transcription, termination, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, response to cold, response to osmotic stress, response to salt stress, response to water deprivation, ribonucleoprotein complex, root, rosette leaf, seed, seed germination, seed germination stage, seedling development stage, sepal, shoot apex, shoot system, single-stranded DNA binding, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532562225	AT2G42540	AT2G42540.4	protein_coding	A cold-regulated gene whose product is targeted to the chloroplast. Cor15am  protects stromal proteins from aggregation under various stress conditions. Constitutive expression increases freezing tolerance in protoplasts in vitro and chloroplasts in vivo. NMR and x-ray diffraction studies suggest that COR15a alters the intrinsic curvature of the inner membrane of chloroplast envelope.  Late Embryogenesis abundant protein (LEA). Protects chloroplast membranes during freezing.		 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT chaperone-mediated protein folding, carpel, cauline leaf, chloroplast, chloroplast envelope, chloroplast stroma, circadian rhythm, cold acclimation, collective leaf structure, cotyledon, cytosol, drought recovery, flower, flower pedicel, flowering stage, galactose binding, guard cell, heat acclimation, inflorescence meristem, leaf apex, leaf lamina base, leaf senescence, lipid binding, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid inner membrane organization, pollen, portion of vascular tissue, protein complex oligomerization, protein homooligomerization, protein stabilization, red or far-red light signaling pathway, response to abscisic acid, response to cold, response to freezing, response to high light intensity, response to light stimulus, response to osmotic stress, response to salt stress, response to water deprivation, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2158620	AT5G67590	AT5G67590.1	protein_coding	Mutant leaves have a reduced capacity for cold acclimation, appear water-soaked, leak electrolytes, and accumulate reactive oxygen species constitutively. Encode a protein with high similarity to the 18-kD Fe-S subunit of complex I (NADH dehydrogenase, EC 1.6.5.3) in the mitochondrial electron transfer chain. The mRNA is cell-to-cell mobile.	FRO1; FROSTBITE1; NADH:UBIQUINONE OXIDOREDUCTASE FE-S PROTEIN4; NDUFS4	 mitochondrion, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, NADH dehydrogenase (ubiquinone) activity, carpel, cauline leaf, cell-to-cell mobile RNA, cobalt ion binding, cold acclimation, collective leaf structure, cotyledon, electron transport chain, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrial respiratory chain complex I, mitochondrion, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, pollen, response to osmotic stress, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2135138	AT4G36020	AT4G36020.1	protein_coding	Encodes a cold shock domain protein. Involved in cold acclimation by blocking the secondary structure of mRNA which in turn facilitates translation at cold temperature.	ATCSP1; COLD SHOCK DOMAIN PROTEIN 1; COLD SHOCK PROTEIN 1; CSDP1; CSP1	 DNA duplex unwinding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, RNA binding, RNA secondary structure unwinding, carpel, cauline leaf, cold acclimation, collective leaf structure, cotyledon, double-stranded DNA binding, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA binding, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, pollen, pollen tube cell, response to cold, response to salt stress, response to water deprivation, root, rosette leaf, seed, sepal, shoot apex, shoot system, single-stranded DNA binding, stamen, stem, vascular leaf, vascular leaf senescent stage, zinc ion binding	true
Gene:3440505	AT5G66400	AT5G66400.1	protein_coding	Belongs to the dehydrin protein family, which contains highly conserved stretches of 7-17 residues that are repetitively scattered in their sequences, the K-, S-, Y- and lysine rich segments. ABA- and drought-induced glycine-rice dehydrin protein.  The ABA-induced expression of RAB18 was reduced following ACC application, indicating that ethylene inhibits the ABA signaling pathway.  RAB18 is also expressed in response to the formation of the phospholipid diacylglycerol pyrophosphate. COR47 and RAB18 double overexpressor plants are cold tolerant. Expressed in guard cells.	ARABIDOPSIS THALIANA DROUGHT-INDUCED 8; ATDI8; RAB18; RESPONSIVE TO ABA 18	 seed, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, cauline leaf, cold acclimation, collective leaf structure, cotyledon, cytosol, dry seed stage, flower, flowering stage, guard cell, inflorescence meristem, leaf apex, leaf lamina base, molecular function unknown, petal, petal differentiation and expansion stage, petiole, pollen, response to 1-aminocyclopropane-1-carboxylic acid, response to abscisic acid, response to water deprivation, seed, sepal, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2135594	AT4G12470	AT4G12470.1	protein_coding	Encodes AZI1 (AZELAIC ACID INDUCED 1).  Involved in the priming of salicylic acid induction and systemic immunity triggered by pathogen or azelaic acid. Targeting if AZI1 to chloroplasts is increased during SAR induction and that localization requires the PRR domain.It is involved in the uptake and movement of the azelaic acid signal.	AZELAIC ACID INDUCED 1; AZI1	 extracellular region, plasmodesma, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, apoplast, cauline leaf, cell wall, cellular response to cold, chloroplast outer membrane, cold acclimation, collective leaf structure, cotyledon, defense response to fungus, endoplasmic reticulum, extracellular region, flower, guard cell, hypocotyl, induced systemic resistance, inflorescence meristem, leaf apex, petal differentiation and expansion stage, plant-type hypersensitive response, plasmodesma, protein binding, protein self-association, root, shoot apex, shoot system, stem, systemic acquired resistance, vascular leaf, vascular leaf senescent stage	true
Gene:1006229584	AT1G29390	AT1G29390.2	protein_coding	Integral membrane protein in the inner  envelope of chloroplasts. Provide  freezing tolerance.	COLD REGULATED 314 INNER MEMBRANE 2; COLD REGULATED 314 THYLAKOID MEMBRANE 2; COR314-TM2; COR413IM2	 mitochondrion, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, cellular response to cold, chloroplast envelope, chloroplast thylakoid membrane, cold acclimation, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, integral component of chloroplast inner membrane, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, molecular function unknown, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:1009022399	AT5G38480	AT5G38480.2	protein_coding	general regulatory factor, a 14-3-3 gene	GENERAL REGULATORY FACTOR 3; GRF3; RCI1	 Golgi apparatus, cell wall, chloroplast, cytoplasm, mitochondrion, plasma membrane, plasmodesma, vacuole, ATP binding, seed, vascular leaf, cultured plant cell, seedling development stage, ATP binding, Golgi apparatus, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, cell wall, cellular response to nitrogen starvation, cellular response to phosphate starvation, cellular response to potassium ion starvation, chloroplast, cold acclimation, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, cytosol, ethylene-activated signaling pathway, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, plasmodesma, plastid, pollen, pollen tube cell, protein binding, protein domain specific binding, protein phosphorylated amino acid binding, regulation of metabolic process, response to cold, response to freezing, root, rosette leaf, seed, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, vacuole, vascular leaf, vascular leaf senescent stage	true
Gene:4515102358	AT5G50950	AT5G50950.3	protein_coding	Encodes a fumarase enzyme initially shown to be in the mitochondria through proteomic studies but later shown to be present in the cytosol using an RFP fluorescent protein tag. It appears to be important for the accumulation of fumarate from malate in leaves in the light, and helps to promote nitrogen assimilation under high nitrogen conditions. It does not appear to be necessary for lipid metabolism and seedling growth. Inhibition of fumarate accumulation results in an overall shift in the cold response of leaves, with a complete inhibition of cold acclimation of photosynthesis.	FUM2; FUMARASE 2	 chloroplast, root, L mature pollen stage, M germinated pollen stage, chloroplast, cold acclimation, cytosol, fumarate hydratase activity, fumarate metabolic process, guard cell, malate metabolic process, mitochondrion, nitrate assimilation, plastid, pollen, pollen tube cell, protein binding, protein tetramerization, regulation of photosynthesis, root, rosette leaf, tricarboxylic acid cycle, tricarboxylic acid cycle enzyme complex	true
Gene:6532551790	AT1G43620	AT1G43620.8	protein_coding	Encodes a UDP-glucose:sterol-glucosyltransferase. ugt80b1 mutant plants have reduced steryl glycoside and acyl steryl glycoside levels, reduced seed size, and a transparent testa phenotype. The mutant seeds also have reduced levels of suberization and lipid polyester monomers. ugt80a2/b1 double mutants have normal levels of celluose and normal cold stress tolerance.		 L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT cellulose biosynthetic process, NOT cold acclimation, brassicasterol glucosyltransferase activity, carpel, cauline leaf, cholesterol allpha-glucosyltransferase activity, collective leaf structure, cotyledon, cultured plant cell, flavonoid biosynthetic process, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, lipid glycosylation, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, root, seed, seed coat development, seed germination, sepal, shoot apex, shoot system, soladodine glucosyltransferase activity, stamen, stem, sterol 3-beta-glucosyltransferase activity, sterol biosynthetic process, sterol metabolic process, transferase activity, transferring glycosyl groups, vacuolar membrane, vacuole, vascular leaf, vascular leaf senescent stage	true
Gene:6530296581	AT1G76180	AT1G76180.2	protein_coding	Encodes a dehydrin protein whose expression is induced early on in response to dehydration stress. This gene's expression to cold occurs in two waves, with early induction occurring within 1 h and secondary induction occurring 5 h after the beginning of cold stress.  Expression is also induced in response to ABA but not in response to 2,4-D, BA, and GA3.  ERD14 protein is capable of binding Ca2+, especially when the protein is phosphorylated.	EARLY RESPONSE TO DEHYDRATION 14; ERD14	 Golgi apparatus, nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT Golgi apparatus, NOT response to gibberellin, calcium ion binding, carpel, cauline leaf, chloroplast, cold acclimation, collective leaf structure, cotyledon, cytosol, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, membrane, mitochondrion, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, pollen tube cell, portion of vascular tissue, response to abscisic acid, response to cold, response to desiccation, response to water deprivation, root, root tip, rosette leaf, seed, seed development stage, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2042851	AT2G38170	AT2G38170.1	protein_coding	Encodes a high affinity vacuolar calcium antiporter.  The residue His 338 is critical to Ca2+ transport activity. Disruption of CAX1 reduces manganese and zinc of shoot tissue and results in a decrease in the activity of vacuolar V-type proton ATPase.	ATCAX1; CATION EXCHANGER 1; CAX1; RARE COLD INDUCIBLE 4; RCI4	 vacuole, vascular leaf, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, calcium ion transmembrane transport, calcium ion transmembrane transporter activity, calcium ion transport, calcium:cation antiporter activity, calcium:proton antiporter activity, carpel, cauline leaf, cellular calcium ion homeostasis, cellular manganese ion homeostasis, cellular zinc ion homeostasis, chloroplast, cold acclimation, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, phosphate ion homeostasis, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plant-type vacuole membrane, pollen, portion of vascular tissue, protein binding, response to salt stress, root, seed, sepal, shoot apex, shoot system, stamen, stem, vacuolar membrane, vacuole, vascular leaf, vascular leaf senescent stage	true
Gene:2011245	AT1G19120	AT1G19120.1	protein_coding	Small nuclear ribonucleoprotein family protein;(source:Araport11)	LSM1A; SM-LIKE 1A	 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, Lsm1-7-Pat1 complex, P-body, RNA binding, RNA cap binding, RNA metabolic process, carpel, cauline leaf, cell-to-cell mobile RNA, cold acclimation, collective leaf structure, cotyledon, deadenylation-dependent decapping of nuclear-transcribed mRNA, flower, flower pedicel, flowering stage, guard cell, hyperosmotic salinity response, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA processing, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, response to water deprivation, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:3440208	AT4G38680	AT4G38680.1	protein_coding	Encodes a glycine-rich protein that binds nucleic acids and promotes DNA melting. Its transcript and protein levels are up-regulated in response to cold treatment with protein levels peaking earlier in shoots (~10-14 days) than in roots (~21 days). It is normally expressed in meristematic regions and developing tissues where cell division occurs. RNAi and antisense lines with lower levels of CSP2/GRP2 transcripts flower earlier than wild type plants and have some defects in anther and seed development.	ARABIDOPSIS THALIANA COLD SHOCK PROTEIN 2; ATCSP2; COLD SHOCK DOMAIN PROTEIN 2; COLD SHOCK PROTEIN 2; CSDP2; CSP2; GLYCINE RICH PROTEIN 2; GRP2	 cytosol, plasma membrane, vascular leaf, cultured plant cell, DNA duplex unwinding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT DNA duplex unwinding, apical meristem, carpel, cauline leaf, cold acclimation, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, cytosol, double-stranded DNA binding, endosperm, flower, flower bud, flower meristem, flower pedicel, flowering stage, guard cell, hypocotyl, hypocotyl-root junction, inflorescence meristem, leaf apex, leaf lamina base, mRNA binding, mature plant embryo stage, nucleic acid binding, nucleolus, nucleus, ovary placenta, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo development stage, plant embryo globular stage, plant ovule, plasma membrane, pollen, portion of transmitting tissue, procambium, regulation of cellular respiration, response to abscisic acid, response to cold, response to desiccation, response to water deprivation, root, root lateral meristem, root tip, root vascular system, rosette leaf, seed, seed development, sepal, shoot apex, shoot system, single-stranded DNA binding, stamen, stamen development, stem, vascular leaf, vascular leaf primordium, vascular leaf senescent stage, vegetative to reproductive phase transition of meristem, vesicle, zinc ion binding	true
Gene:1005715758	AT5G50950	AT5G50950.2	protein_coding	Encodes a fumarase enzyme initially shown to be in the mitochondria through proteomic studies but later shown to be present in the cytosol using an RFP fluorescent protein tag. It appears to be important for the accumulation of fumarate from malate in leaves in the light, and helps to promote nitrogen assimilation under high nitrogen conditions. It does not appear to be necessary for lipid metabolism and seedling growth. Inhibition of fumarate accumulation results in an overall shift in the cold response of leaves, with a complete inhibition of cold acclimation of photosynthesis.	FUM2; FUMARASE 2	 root, L mature pollen stage, M germinated pollen stage, chloroplast, cold acclimation, cytosol, fumarate hydratase activity, fumarate metabolic process, guard cell, malate metabolic process, mitochondrion, nitrate assimilation, plastid, pollen, pollen tube cell, protein binding, protein tetramerization, regulation of photosynthesis, root, rosette leaf, tricarboxylic acid cycle, tricarboxylic acid cycle enzyme complex	true
Gene:2079275	AT3G26420	AT3G26420.1	protein_coding	Zinc finger-containing glycine-rich  RNA-binding protein. Cold-inducible. Contributes to the enhancement of freezing tolerance. Members of this protein family include AT3G26420 (ATRZ-1A), AT1G60650 (AtRZ-1b) and AT5G04280 (AtRZ-1c).	ATRZ-1A; RBGB2; RNA-BINDING GLYCINE-RICH PROTEIN B2; RZ-1A	 cytosol, DNA binding, RNA binding, cold acclimation, cytoplasm, cytosol, guard cell, mRNA binding, nucleotide binding, nucleus, pollen tube cell, response to cold, ribonucleoprotein complex, rosette leaf, whole plant, zinc ion binding	true
Gene:2100670	AT3G55160	AT3G55160.1	protein_coding	THADA is an orphan gene in Arabidopsis thaliana. It is the only DUF2428 domain containing protein in the genome.	THADA; THYROID ADENOMA ASSOCIATED	 chloroplast, cytosol, cultured plant cell, chloroplast, cold acclimation, collective leaf structure, cultured plant cell, cytosol, flower, flower pedicel, flowering stage, guard cell, leaf lamina base, mature plant embryo stage, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, regulation of TOR signaling, root, seed, shoot apex, shoot system, stem, tRNA methylation	false
Gene:4010711935	AT1G43620	AT1G43620.3	protein_coding	Encodes a UDP-glucose:sterol-glucosyltransferase. ugt80b1 mutant plants have reduced steryl glycoside and acyl steryl glycoside levels, reduced seed size, and a transparent testa phenotype. The mutant seeds also have reduced levels of suberization and lipid polyester monomers. ugt80a2/b1 double mutants have normal levels of celluose and normal cold stress tolerance.	TRANSPARENT TESTA GLABROUS 15; TTG15; UGT80B1	 nucleus, vacuolar membrane, cultured plant cell, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT cellulose biosynthetic process, NOT cold acclimation, brassicasterol glucosyltransferase activity, carpel, cauline leaf, cholesterol allpha-glucosyltransferase activity, collective leaf structure, cotyledon, cultured plant cell, flavonoid biosynthetic process, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, lipid glycosylation, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, root, seed, seed coat development, seed germination, sepal, shoot apex, shoot system, soladodine glucosyltransferase activity, stamen, stem, sterol 3-beta-glucosyltransferase activity, sterol biosynthetic process, sterol metabolic process, transferase activity, transferring glycosyl groups, vacuolar membrane, vacuole, vascular leaf, vascular leaf senescent stage	true
Gene:6532551783	AT1G43620	AT1G43620.4	protein_coding	Encodes a UDP-glucose:sterol-glucosyltransferase. ugt80b1 mutant plants have reduced steryl glycoside and acyl steryl glycoside levels, reduced seed size, and a transparent testa phenotype. The mutant seeds also have reduced levels of suberization and lipid polyester monomers. ugt80a2/b1 double mutants have normal levels of celluose and normal cold stress tolerance.		 nucleus, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT cellulose biosynthetic process, NOT cold acclimation, brassicasterol glucosyltransferase activity, carpel, cauline leaf, cholesterol allpha-glucosyltransferase activity, collective leaf structure, cotyledon, cultured plant cell, flavonoid biosynthetic process, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, lipid glycosylation, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, root, seed, seed coat development, seed germination, sepal, shoot apex, shoot system, soladodine glucosyltransferase activity, stamen, stem, sterol 3-beta-glucosyltransferase activity, sterol biosynthetic process, sterol metabolic process, transferase activity, transferring glycosyl groups, vacuolar membrane, vacuole, vascular leaf, vascular leaf senescent stage	true
Gene:6532547452	AT3G61950	AT3G61950.4	protein_coding	MYC-type transcription factor which interacts with ICE1 and negatively regulates cold-responsive genes and cold tolerance.	MYC-TYPE TRANSCRIPTION FACTOR 67; MYC67	 nucleus, DNA binding, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cold acclimation, collective leaf structure, floral organ, flower, flower pedicel, flowering stage, guard cell, inflorescence meristem, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, protein binding, protein homodimerization activity, regulation of transcription, DNA-templated, rosette leaf, seed, sepal, shoot apex, shoot system, vascular leaf, vascular leaf senescent stage	true
Gene:6532557500	AT4G36020	AT4G36020.2	protein_coding	Encodes a cold shock domain protein. Involved in cold acclimation by blocking the secondary structure of mRNA which in turn facilitates translation at cold temperature.		 DNA duplex unwinding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, RNA binding, RNA secondary structure unwinding, carpel, cauline leaf, cold acclimation, collective leaf structure, cotyledon, double-stranded DNA binding, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA binding, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, pollen, pollen tube cell, response to cold, response to salt stress, response to water deprivation, root, rosette leaf, seed, sepal, shoot apex, shoot system, single-stranded DNA binding, stamen, stem, vascular leaf, vascular leaf senescent stage, zinc ion binding	true
Gene:2138891	AT4G04800	AT4G04800.1	protein_coding	methionine sulfoxide reductase B3;(source:Araport11)	ATMSRB3; METHIONINE SULFOXIDE REDUCTASE B3; MSRB3	 chloroplast, nucleus, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, cellular response to oxidative stress, chloroplast, cold acclimation, collective leaf structure, cotyledon, cytosol, endoplasmic reticulum, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, metal ion binding, methionine-R-sulfoxide reductase activity, nucleus, oxidation-reduction process, peptide-methionine (R)-S-oxide reductase activity, peptide-methionine (S)-S-oxide reductase activity, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, pollen tube cell, protein repair, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
