"","V1"
"1007","PstI-TP19123"
"1008","PstI-TP19139"
"1009","PstI-TP19142"
"1010","PstI-TP19178"
"1011","PstI-TP19191"
"1012","PstI-TP19278"
"1013","PstI-TP19294"
"1014","PstI-TP19319"
"1015","PstI-TP19379"
"1016","PstI-TP19395"
"1017","PstI-TP19433"
"1018","PstI-TP19485"
"1019","PstI-TP19510"
"1020","PstI-TP19536"
"1021","PstI-TP19542"
"1022","PstI-TP19553"
"1023","PstI-TP19570"
"1024","PstI-TP19579"
"1025","PstI-TP19582"
"1026","PstI-TP19585"
"1027","PstI-TP19586"
"1028","PstI-TP19604"
"1029","PstI-TP19665"
"1030","PstI-TP19694"
"1031","PstI-TP19738"
"1032","PstI-TP19752"
"1033","PstI-TP19773"
"1034","PstI-TP19828"
"1035","PstI-TP19863"
"1036","PstI-TP19872"
"1037","PstI-TP19921"
"1038","PstI-TP19943"
"1039","PstI-TP19970"
"1040","PstI-TP19976"
"1041","PstI-TP19978"
"1042","PstI-TP20074"
"1043","PstI-TP20137"
"1044","PstI-TP20145"
"1045","PstI-TP20195"
"1046","PstI-TP20198"
"1047","PstI-TP20208"
"1048","PstI-TP20240"
"1049","PstI-TP20247"
"1050","PstI-TP20260"
"1051","PstI-TP20263"
"1052","PstI-TP20293"
"1053","PstI-TP20357"
"1054","PstI-TP20387"
"1055","PstI-TP20394"
"1056","PstI-TP20487"
"1057","PstI-TP20556"
"1058","PstI-TP20602"
"1059","PstI-TP20618"
"1060","PstI-TP20721"
"1061","PstI-TP20724"
"1062","PstI-TP20840"
"1063","PstI-TP20853"
"1064","PstI-TP20869"
"1065","PstI-TP20884"
"1066","PstI-TP20885"
"1067","PstI-TP20906"
"1068","PstI-TP20912"
"1069","PstI-TP20930"
"1070","PstI-TP20955"
"1071","PstI-TP20974"
"1072","PstI-TP21079"
"1073","PstI-TP21082"
"1074","PstI-TP21092"
"1075","PstI-TP21102"
"1076","PstI-TP21121"
"1077","PstI-TP21149"
"1078","PstI-TP21178"
"1079","PstI-TP21198"
"1080","PstI-TP21217"
"1081","PstI-TP21221"
"1082","PstI-TP21349"
"1083","PstI-TP21363"
"1084","PstI-TP21379"
"1085","PstI-TP21390"
"1086","PstI-TP21423"
"1087","PstI-TP21438"
"1088","PstI-TP21445"
"1089","PstI-TP21461"
"1090","PstI-TP21462"
"1091","PstI-TP21476"
"1092","PstI-TP21477"
"1093","PstI-TP21483"
"1094","PstI-TP21528"
"1095","PstI-TP21529"
"1096","PstI-TP21535"
"1097","PstI-TP21552"
"1098","PstI-TP21581"
"1099","PstI-TP21610"
"1100","PstI-TP21657"
"1101","PstI-TP21658"
"1102","PstI-TP21667"
"1103","PstI-TP21677"
"1104","PstI-TP21734"
"1105","PstI-TP21757"
"1106","PstI-TP21765"
"1107","PstI-TP21774"
"1108","PstI-TP21779"
"1109","PstI-TP21799"
"1110","PstI-TP21871"
"1111","PstI-TP21876"
"1112","PstI-TP21882"
"1113","PstI-TP21889"
"1114","PstI-TP21924"
"1115","PstI-TP21942"
"1116","PstI-TP21957"
"1117","PstI-TP21987"
"1118","PstI-TP21992"
"1119","PstI-TP22013"
"1120","PstI-TP22042"
"1121","PstI-TP22049"
"1122","PstI-TP22085"
"1123","PstI-TP22088"
"1124","PstI-TP22102"
"1125","PstI-TP22149"
"1126","PstI-TP22155"
"1127","PstI-TP22163"
"1128","PstI-TP22169"
"1129","PstI-TP22234"
"1130","PstI-TP22391"
"1131","PstI-TP22403"
"1132","PstI-TP22470"
"1133","PstI-TP22473"
"1134","PstI-TP22506"
"1135","PstI-TP22528"
"1136","PstI-TP22555"
"1137","PstI-TP22556"
"1138","PstI-TP22563"
"1139","PstI-TP22567"
"1140","PstI-TP22607"
"1141","PstI-TP22620"
"1142","PstI-TP22664"
"1143","PstI-TP22678"
"1144","PstI-TP22684"
"1145","PstI-TP22717"
"1146","PstI-TP22734"
"1147","PstI-TP22800"
"1148","PstI-TP22869"
"1149","PstI-TP22941"
"1150","PstI-TP22949"
"1151","PstI-TP22951"
"1152","PstI-TP23095"
"1153","PstI-TP23116"
"1154","PstI-TP23124"
"1155","PstI-TP23177"
"1156","PstI-TP23254"
"1157","PstI-TP23273"
"1158","PstI-TP23330"
"1159","PstI-TP23415"
"1160","PstI-TP23433"
"1161","PstI-TP23506"
"1162","PstI-TP23524"
"1163","PstI-TP23562"
"1164","PstI-TP23606"
"1165","PstI-TP23658"
"1166","PstI-TP23667"
"1167","PstI-TP23679"
"1168","PstI-TP23705"
"1169","PstI-TP23724"
"1170","PstI-TP23726"
"1171","PstI-TP23761"
"1172","PstI-TP23820"
"1173","PstI-TP23898"
"1174","PstI-TP23944"
"1175","PstI-TP23971"
"1176","PstI-TP24084"
"1177","PstI-TP24096"
"1178","PstI-TP24110"
"1179","PstI-TP24175"
"1180","PstI-TP24191"
"1181","PstI-TP24205"
"1182","PstI-TP24211"
"1183","PstI-TP24240"
"1184","PstI-TP24247"
"1185","PstI-TP24325"
"1186","PstI-TP24431"
"1187","PstI-TP24440"
"1188","PstI-TP24470"
"1189","PstI-TP24478"
"1190","PstI-TP24479"
"1191","PstI-TP24501"
"1192","PstI-TP24505"
"1193","PstI-TP24527"
"1194","PstI-TP24540"
"1195","PstI-TP24650"
"1196","PstI-TP24715"
"1197","PstI-TP24718"
"1198","PstI-TP24722"
"1199","PstI-TP24724"
"1200","PstI-TP24758"
"1201","PstI-TP24767"
"1202","PstI-TP24775"
"1203","PstI-TP24783"
"1204","PstI-TP24804"
"1205","PstI-TP24815"
"1206","PstI-TP24825"
"1207","PstI-TP24930"
"1208","PstI-TP24971"
"1209","PstI-TP24974"
"1210","PstI-TP25028"
"1211","PstI-TP25058"
"1212","PstI-TP25069"
"1213","PstI-TP25085"
"1214","PstI-TP25121"
"1215","PstI-TP25138"
"1216","PstI-TP25228"
"1217","PstI-TP25268"
"1218","PstI-TP25278"
"1219","PstI-TP25299"
"1220","PstI-TP25330"
"1221","PstI-TP25388"
"1222","PstI-TP25408"
"1223","PstI-TP25440"
"1224","PstI-TP25471"
"1225","PstI-TP25506"
"1226","PstI-TP25510"
"1227","PstI-TP25530"
"1228","PstI-TP25544"
"1229","PstI-TP25647"
"1230","PstI-TP25651"
"1231","PstI-TP25653"
"1232","PstI-TP25701"
"1233","PstI-TP25758"
"1234","PstI-TP25770"
"1235","PstI-TP25774"
"1236","PstI-TP25818"
"1237","PstI-TP25892"
"1238","PstI-TP25906"
"1239","PstI-TP25925"
"1240","PstI-TP25986"
"1241","PstI-TP25993"
"1242","PstI-TP26012"
"1243","PstI-TP26068"
"1244","PstI-TP26112"
"1245","PstI-TP26148"
"1246","PstI-TP26149"
"1247","PstI-TP26215"
"1248","PstI-TP26223"
"1249","PstI-TP26232"
"1250","PstI-TP26249"
"1251","PstI-TP26296"
"1252","PstI-TP26348"
"1253","PstI-TP26378"
"1254","PstI-TP26379"
"1255","PstI-TP26384"
"1256","PstI-TP26411"
"1257","PstI-TP26433"
"1258","PstI-TP26483"
"1259","PstI-TP26506"
"1260","PstI-TP26581"
"1261","PstI-TP26586"
"1262","PstI-TP26697"
"1263","PstI-TP26727"
"1264","PstI-TP26764"
"1265","PstI-TP26837"
"1266","PstI-TP26844"
"1267","PstI-TP26897"
"1268","PstI-TP26956"
"1269","PstI-TP26965"
"1270","PstI-TP27002"
"1271","PstI-TP27105"
"1272","PstI-TP27140"
"1273","PstI-TP27143"
"1274","PstI-TP27296"
"1275","PstI-TP27310"
"1276","PstI-TP27313"
"1277","PstI-TP27334"
"1278","PstI-TP27373"
"1279","PstI-TP27379"
"1280","PstI-TP27392"
"1281","PstI-TP27497"
"1282","PstI-TP27579"
"1283","PstI-TP27714"
"1284","PstI-TP27715"
"1285","PstI-TP27717"
"1286","PstI-TP27753"
"1287","PstI-TP27771"
"1288","PstI-TP27876"
"1289","PstI-TP27888"
"1290","PstI-TP27950"
"1291","PstI-TP27958"
"1292","PstI-TP27965"
"1293","PstI-TP27966"
"1294","PstI-TP28123"
"1295","PstI-TP28134"
"1296","PstI-TP28136"
"1297","PstI-TP28147"
"1298","PstI-TP28325"
"1299","PstI-TP28426"
"1300","PstI-TP28461"
"1301","PstI-TP28499"
"1302","PstI-TP28526"
"1303","PstI-TP28557"
"1304","PstI-TP28567"
"1305","PstI-TP28587"
"1306","PstI-TP28613"
"1307","PstI-TP28636"
"1308","PstI-TP28652"
"1309","PstI-TP28660"
"1310","PstI-TP28673"
"1311","PstI-TP28697"
"1312","PstI-TP28762"
"1313","PstI-TP28899"
"1314","PstI-TP28921"
"1315","PstI-TP28935"
"1316","PstI-TP28954"
"1317","PstI-TP28989"
"1318","PstI-TP28998"
"1319","PstI-TP29028"
"1320","PstI-TP29048"
"1321","PstI-TP29058"
"1322","PstI-TP29067"
"1323","PstI-TP29147"
"1324","PstI-TP29226"
"1325","PstI-TP29253"
"1326","PstI-TP29269"
"1327","PstI-TP29333"
"1328","PstI-TP29396"
"1329","PstI-TP29402"
"1330","PstI-TP29423"
"1331","PstI-TP29466"
"1332","PstI-TP29498"
"1333","PstI-TP29525"
"1334","PstI-TP29599"
"1335","PstI-TP29613"
"1336","PstI-TP29627"
"1337","PstI-TP29658"
"1338","PstI-TP29667"
"1339","PstI-TP29778"
"1340","PstI-TP29796"
"1341","PstI-TP29798"
"1342","PstI-TP29818"
"1343","PstI-TP29837"
"1344","PstI-TP29922"
"1345","PstI-TP29929"
"1346","PstI-TP30102"
"1347","PstI-TP30142"
"1348","PstI-TP30234"
"1349","PstI-TP30299"
"1350","PstI-TP30317"
"1351","PstI-TP30319"
"1352","PstI-TP30355"
"1353","PstI-TP30419"
"1354","PstI-TP30427"
"1355","PstI-TP30429"
"1356","PstI-TP30528"
"1357","PstI-TP30555"
"1358","PstI-TP30564"
"1359","PstI-TP30572"
"1360","PstI-TP30575"
"1361","PstI-TP30660"
"1362","PstI-TP30665"
"1363","PstI-TP30682"
"1364","PstI-TP30726"
"1365","PstI-TP30746"
"1366","PstI-TP30748"
"1367","PstI-TP30779"
"1368","PstI-TP30835"
"1369","PstI-TP30853"
"1370","PstI-TP30857"
"1371","PstI-TP30876"
"1372","PstI-TP30937"
"1373","PstI-TP30938"
"1374","PstI-TP30964"
"1375","PstI-TP31016"
"1376","PstI-TP31022"
"1377","PstI-TP31023"
"1378","PstI-TP31035"
"1379","PstI-TP31070"
"1380","PstI-TP31122"
"1381","PstI-TP31141"
"1382","PstI-TP31166"
"1383","PstI-TP31180"
"1384","PstI-TP31186"
"1385","PstI-TP31197"
"1386","PstI-TP31206"
"1387","PstI-TP31208"
"1388","PstI-TP31228"
"1389","PstI-TP31281"
"1390","PstI-TP31321"
"1391","PstI-TP31333"
"1392","PstI-TP31341"
"1393","PstI-TP31362"
"1394","PstI-TP31389"
"1395","PstI-TP31397"
"1396","PstI-TP31446"
"1397","PstI-TP31463"
"1398","PstI-TP31475"
"1399","PstI-TP31504"
"1400","PstI-TP31532"
"1401","PstI-TP31583"
"1402","PstI-TP31601"
"1403","PstI-TP31615"
"1404","PstI-TP31618"
"1405","PstI-TP31637"
"1406","PstI-TP31645"
"1407","PstI-TP31684"
"1408","PstI-TP31685"
"1409","PstI-TP31701"
"1410","PstI-TP31730"
"1411","PstI-TP31758"
"1412","PstI-TP31812"
"1413","PstI-TP31817"
"1414","PstI-TP31819"
"1415","PstI-TP31823"
"1416","PstI-TP31825"
"1417","PstI-TP31859"
"1418","PstI-TP31873"
"1419","PstI-TP31891"
"1420","PstI-TP31939"
"1421","PstI-TP31945"
"1422","PstI-TP31970"
"1423","PstI-TP31983"
"1424","PstI-TP32026"
"1425","PstI-TP32062"
"1426","PstI-TP32081"
"1427","PstI-TP32106"
"1428","PstI-TP32112"
"1429","PstI-TP32128"
"1430","PstI-TP32135"
"1431","PstI-TP32136"
"1432","PstI-TP32146"
"1433","PstI-TP32180"
"1434","PstI-TP32197"
"1435","PstI-TP32222"
"1436","PstI-TP32266"
"1437","PstI-TP32321"
"1438","PstI-TP32343"
"1439","PstI-TP32347"
"1440","PstI-TP32377"
"1441","PstI-TP32390"
"1442","PstI-TP32409"
"1443","PstI-TP32410"
"1444","PstI-TP32415"
"1445","PstI-TP32476"
"1446","PstI-TP32492"
"1447","PstI-TP32502"
"1448","PstI-TP32557"
"1449","PstI-TP32559"
"1450","PstI-TP32567"
"1451","PstI-TP32618"
"1452","PstI-TP32714"
"1453","PstI-TP32734"
"1454","PstI-TP32813"
"1455","PstI-TP32838"
"1456","PstI-TP32870"
"1457","PstI-TP32919"
"1458","PstI-TP32939"
"1459","PstI-TP32982"
"1460","PstI-TP33044"
"1461","PstI-TP33049"
"1462","PstI-TP33054"
"1463","PstI-TP33065"
"1464","PstI-TP33069"
"1465","PstI-TP33090"
"1466","PstI-TP33096"
"1467","PstI-TP33111"
"1468","PstI-TP33116"
"1469","PstI-TP33120"
"1470","PstI-TP33156"
"1471","PstI-TP33287"
"1472","PstI-TP33296"
"1473","PstI-TP33340"
"1474","PstI-TP33445"
"1475","PstI-TP33463"
"1476","PstI-TP33525"
"1477","PstI-TP33591"
"1478","PstI-TP33606"
"1479","PstI-TP33632"
"1480","PstI-TP33642"
"1481","PstI-TP33741"
"1482","PstI-TP33747"
"1483","PstI-TP33762"
"1484","PstI-TP33792"
"1485","PstI-TP33885"
"1486","PstI-TP33938"
"1487","PstI-TP33944"
"1488","PstI-TP33949"
"1489","PstI-TP33974"
"1490","PstI-TP33981"
"1491","PstI-TP33994"
"1492","PstI-TP34009"
"1493","PstI-TP34035"
"1494","PstI-TP34246"
"1495","PstI-TP34270"
"1496","PstI-TP34279"
"1497","PstI-TP34284"
"1498","PstI-TP34324"
"1499","PstI-TP34372"
"1500","PstI-TP34418"
"1501","PstI-TP34453"
"1502","PstI-TP34492"
"1503","PstI-TP34509"
"1504","PstI-TP34522"
"1505","PstI-TP34534"
"1506","PstI-TP34553"
"1507","PstI-TP34573"
"1508","PstI-TP34612"
"1509","PstI-TP34626"
"1510","PstI-TP34641"
"1511","PstI-TP34642"
"1512","PstI-TP34649"
"1513","PstI-TP34662"
"1514","PstI-TP34693"
"1515","PstI-TP34700"
"1516","PstI-TP34702"
"1517","PstI-TP34730"
"1518","PstI-TP34744"
"1519","PstI-TP34750"
"1520","PstI-TP34770"
"1521","PstI-TP34781"
"1522","PstI-TP34814"
"1523","PstI-TP34816"
"1524","PstI-TP34821"
"1525","PstI-TP34873"
"1526","PstI-TP34911"
"1527","PstI-TP34971"
"1528","PstI-TP34983"
"1529","PstI-TP34986"
"1530","PstI-TP35024"
"1531","PstI-TP35033"
"1532","PstI-TP35038"
"1533","PstI-TP35050"
"1534","PstI-TP35103"
"1535","PstI-TP35110"
"1536","PstI-TP35116"
"1537","PstI-TP35140"
"1538","PstI-TP35145"
"1539","PstI-TP35152"
"1540","PstI-TP35176"
"1541","PstI-TP35249"
"1542","PstI-TP35317"
"1543","PstI-TP35356"
"1544","PstI-TP35387"
"1545","PstI-TP35420"
"1546","PstI-TP35421"
"1547","PstI-TP35482"
"1548","PstI-TP35492"
"1549","PstI-TP35504"
"1550","PstI-TP35543"
"1551","PstI-TP35555"
"1552","PstI-TP35598"
"1553","PstI-TP35692"
"1554","PstI-TP35716"
"1555","PstI-TP35842"
"1556","PstI-TP35902"
"1557","PstI-TP35904"
"1558","PstI-TP35907"
"1559","PstI-TP35908"
"1560","PstI-TP35935"
"1561","PstI-TP35952"
"1562","PstI-TP35977"
"1563","PstI-TP35983"
"1564","PstI-TP36013"
"1565","PstI-TP36018"
"1566","PstI-TP36054"
"1567","PstI-TP36071"
"1568","PstI-TP36086"
"1569","PstI-TP36101"
"1570","PstI-TP36102"
"1571","PstI-TP36125"
"1572","PstI-TP36138"
"1573","PstI-TP36144"
"1574","PstI-TP36158"
"1575","PstI-TP36216"
"1576","PstI-TP36233"
"1577","PstI-TP36288"
"1578","PstI-TP36312"
"1579","PstI-TP36329"
"1580","PstI-TP36373"
"1581","PstI-TP36444"
"1582","PstI-TP36462"
"1583","PstI-TP36478"
"1584","PstI-TP36509"
"1585","PstI-TP36514"
"1586","PstI-TP36525"
"1587","PstI-TP36571"
"1588","PstI-TP36667"
"1589","PstI-TP36717"
"1590","PstI-TP36739"
"1591","PstI-TP36798"
"1592","PstI-TP36816"
"1593","PstI-TP36829"
"1594","PstI-TP36913"
"1595","PstI-TP36981"
"1596","PstI-TP37052"
"1597","PstI-TP37053"
"1598","PstI-TP37104"
"1599","PstI-TP37183"
"1600","PstI-TP37199"
"1601","PstI-TP37218"
"1602","PstI-TP37228"
"1603","PstI-TP37239"
"1604","PstI-TP37249"
"1605","PstI-TP37276"
"1606","PstI-TP37280"
"1607","PstI-TP37293"
"1608","PstI-TP37313"
"1609","PstI-TP37372"
"1610","PstI-TP37386"
"1611","PstI-TP37460"
"1612","PstI-TP37475"
"1613","PstI-TP37488"
"1614","PstI-TP37494"
"1615","PstI-TP37549"
"1616","PstI-TP37676"
"1617","PstI-TP37723"
"1618","PstI-TP37764"
"1619","PstI-TP37787"
"1620","PstI-TP37788"
"1621","PstI-TP37805"
"1622","PstI-TP37827"
"1623","PstI-TP37912"
"1624","PstI-TP37929"
"1625","PstI-TP37942"
"1626","PstI-TP37952"
"1627","PstI-TP38013"
"1628","PstI-TP38016"
"1629","PstI-TP38054"
"1630","PstI-TP38070"
"1631","PstI-TP38072"
"1632","PstI-TP38093"
"1633","PstI-TP38133"
"1634","PstI-TP38134"
"1635","PstI-TP38199"
"1636","PstI-TP38206"
"1637","PstI-TP38210"
"1638","PstI-TP38223"
"1639","PstI-TP38227"
"1640","PstI-TP38299"
"1641","PstI-TP38325"
"1642","PstI-TP38354"
"1643","PstI-TP38356"
"1644","PstI-TP38395"
"1645","PstI-TP38431"
"1646","PstI-TP38455"
"1647","PstI-TP38489"
"1648","PstI-TP38512"
"1649","PstI-TP38518"
"1650","PstI-TP38550"
"1651","PstI-TP38555"
"1652","PstI-TP38598"
"1653","PstI-TP38637"
"1654","PstI-TP38676"
"1655","PstI-TP38763"
"1656","PstI-TP38773"
"1657","PstI-TP38843"
"1658","PstI-TP38927"
"1659","PstI-TP38946"
"1660","PstI-TP38986"
"1661","PstI-TP39043"
"1662","PstI-TP39150"
"1663","PstI-TP39156"
"1664","PstI-TP39168"
"1665","PstI-TP39172"
"1666","PstI-TP39196"
"1667","PstI-TP39204"
"1668","PstI-TP39213"
"1669","PstI-TP39223"
"1670","PstI-TP39226"
"1671","PstI-TP39227"
"1672","PstI-TP39230"
"1673","PstI-TP39243"
"1674","PstI-TP39263"
"1675","PstI-TP39307"
"1676","PstI-TP39343"
"1677","PstI-TP39347"
"1678","PstI-TP39378"
"1679","PstI-TP39381"
"1680","PstI-TP39439"
"1681","PstI-TP39445"
"1682","PstI-TP39503"
"1683","PstI-TP39525"
"1684","PstI-TP39533"
"1685","PstI-TP39577"
"1686","PstI-TP39647"
"1687","PstI-TP39651"
"1688","PstI-TP39660"
"1689","PstI-TP39682"
"1690","PstI-TP39687"
"1691","PstI-TP39688"
"1692","PstI-TP39691"
"1693","PstI-TP39730"
"1694","PstI-TP39746"
"1695","PstI-TP39747"
"1696","PstI-TP39822"
"1697","PstI-TP39846"
"1698","PstI-TP39874"
"1699","PstI-TP39898"
"1700","PstI-TP39914"
"1701","PstI-TP39923"
"1702","PstI-TP39927"
"1703","PstI-TP39944"
"1704","PstI-TP39954"
"1705","PstI-TP39987"
"1706","PstI-TP40004"
"1707","PstI-TP40026"
"1708","PstI-TP40029"
"1709","PstI-TP40045"
"1710","PstI-TP40050"
"1711","PstI-TP40054"
"1712","PstI-TP40059"
"1713","PstI-TP40093"
"1714","PstI-TP40101"
"1715","PstI-TP40154"
"1716","PstI-TP40160"
"1717","PstI-TP40183"
"1718","PstI-TP40238"
"1719","PstI-TP40244"
"1720","PstI-TP40292"
"1721","PstI-TP40306"
"1722","PstI-TP40328"
"1723","PstI-TP40335"
"1724","PstI-TP40336"
"1725","PstI-TP40349"
"1726","PstI-TP40393"
"1727","PstI-TP40422"
"1728","PstI-TP40429"
"1729","PstI-TP40436"
"1730","PstI-TP40446"
"1731","PstI-TP40602"
"1732","PstI-TP40627"
"1733","PstI-TP40631"
"1734","PstI-TP40658"
"1735","PstI-TP40659"
"1736","PstI-TP40661"
"1737","PstI-TP40689"
"1738","PstI-TP40733"
"1739","PstI-TP40763"
"1740","PstI-TP40792"
"1741","PstI-TP40795"
"1742","PstI-TP40797"
"1743","PstI-TP40831"
"1744","PstI-TP40890"
"1745","PstI-TP40909"
"1746","PstI-TP40916"
"1747","PstI-TP40922"
"1748","PstI-TP40961"
"1749","PstI-TP41092"
"1750","PstI-TP41097"
"1751","PstI-TP41108"
"1752","PstI-TP41109"
"1753","PstI-TP41180"
"1754","PstI-TP41227"
"1755","PstI-TP41245"
"1756","PstI-TP41263"
"1757","PstI-TP41285"
"1758","PstI-TP41320"
"1759","PstI-TP41337"
"1760","PstI-TP41342"
"1761","PstI-TP41367"
"1762","PstI-TP41397"
"1763","PstI-TP41403"
"1764","PstI-TP41409"
"1765","PstI-TP41440"
"1766","PstI-TP41450"
"1767","PstI-TP41452"
"1768","PstI-TP41453"
"1769","PstI-TP41477"
"1770","PstI-TP41553"
"1771","PstI-TP41739"
"1772","PstI-TP41761"
"1773","PstI-TP41777"
"1774","PstI-TP41816"
"1775","PstI-TP41950"
"1776","PstI-TP41983"
"1777","PstI-TP42080"
"1778","PstI-TP42106"
"1779","PstI-TP42145"
"1780","PstI-TP42146"
"1781","PstI-TP42220"
"1782","PstI-TP42229"
"1783","PstI-TP42245"
"1784","PstI-TP42286"
"1785","PstI-TP42300"
"1786","PstI-TP42302"
"1787","PstI-TP42309"
"1788","PstI-TP42350"
"1789","PstI-TP42359"
"1790","PstI-TP42377"
"1791","PstI-TP42492"
"1792","PstI-TP42567"
"1793","PstI-TP42608"
"1794","PstI-TP42622"
"1795","PstI-TP42625"
"1796","PstI-TP42672"
"1797","PstI-TP42703"
"1798","PstI-TP42721"
"1799","PstI-TP42722"
"1800","PstI-TP42776"
"1801","PstI-TP42812"
"1802","PstI-TP42823"
"1803","PstI-TP42896"
"1804","PstI-TP42898"
"1805","PstI-TP42904"
"1806","PstI-TP42933"
"1807","PstI-TP42936"
"1808","PstI-TP43003"
"1809","PstI-TP43018"
"1810","PstI-TP43035"
"1811","PstI-TP43108"
"1812","PstI-TP43179"
"1813","PstI-TP43187"
"1814","PstI-TP43190"
"1815","PstI-TP43200"
"1816","PstI-TP43207"
"1817","PstI-TP43257"
"1818","PstI-TP43258"
"1819","PstI-TP43277"
"1820","PstI-TP43313"
"1821","PstI-TP43328"
"1822","PstI-TP43384"
"1823","PstI-TP43507"
"1824","PstI-TP43515"
"1825","PstI-TP43585"
"1826","PstI-TP43644"
"1827","PstI-TP43729"
"1828","PstI-TP43731"
"1829","PstI-TP43738"
"1830","PstI-TP43749"
"1831","PstI-TP43758"
"1832","PstI-TP43769"
"1833","PstI-TP43876"
"1834","PstI-TP43907"
"1835","PstI-TP43916"
"1836","PstI-TP43928"
"1837","PstI-TP43957"
"1838","PstI-TP43961"
"1839","PstI-TP44013"
"1840","PstI-TP44035"
"1841","PstI-TP44037"
"1842","PstI-TP44066"
"1843","PstI-TP44087"
"1844","PstI-TP44111"
"1845","PstI-TP44118"
"1846","PstI-TP44125"
"1847","PstI-TP44140"
"1848","PstI-TP44157"
"1849","PstI-TP44161"
"1850","PstI-TP44184"
"1851","PstI-TP44229"
"1852","PstI-TP44230"
"1853","PstI-TP44270"
"1854","PstI-TP44335"
"1855","PstI-TP44345"
"1856","PstI-TP44347"
"1857","PstI-TP44348"
"1858","PstI-TP44418"
"1859","PstI-TP44423"
"1860","PstI-TP44446"
"1861","PstI-TP44448"
"1862","PstI-TP44472"
"1863","PstI-TP44482"
"1864","PstI-TP44522"
"1865","PstI-TP44531"
"1866","PstI-TP44533"
"1867","PstI-TP44584"
"1868","PstI-TP44615"
"1869","PstI-TP44650"
"1870","PstI-TP44690"
"1871","PstI-TP44697"
"1872","PstI-TP44763"
"1873","PstI-TP44783"
"1874","PstI-TP44794"
"1875","PstI-TP44802"
"1876","PstI-TP44840"
"1877","PstI-TP44900"
"1878","PstI-TP44945"
"1879","PstI-TP44959"
"1880","PstI-TP44973"
"1881","PstI-TP44998"
"1882","PstI-TP45044"
"1883","PstI-TP45087"
"1884","PstI-TP45125"
"1885","PstI-TP45150"
"1886","PstI-TP45154"
"1887","PstI-TP45187"
"1888","PstI-TP45231"
"1889","PstI-TP45420"
"1890","PstI-TP45434"
"1891","PstI-TP45560"
"1892","PstI-TP45563"
"1893","PstI-TP45584"
"1894","PstI-TP45612"
"1895","PstI-TP45703"
"1896","PstI-TP45741"
"1897","PstI-TP45791"
"1898","PstI-TP45802"
